Date Occurred,MOTOR VEHICLE THEFT,THEFT,BURGLARY,MISC,FRAUD,LARCENY-THEFT,AGGRAVATED ASSAULT,RAPE,ATTEMPT,ARSON,MURDER AND NON-NEGLIGENT MANSLAUGHTER,DRUG OFFENSE
2016-02-24,44,83,80,189,8,55,119,6,10,0,1,0
2016-02-25,53,86,83,158,9,34,103,7,14,1,0,0
2016-02-26,36,81,93,197,16,50,144,7,15,1,1,0
2016-02-27,53,73,76,171,6,42,180,15,10,1,1,0
2016-02-28,45,77,45,187,3,44,179,8,8,3,0,0
2016-02-29,32,69,76,197,12,58,102,10,5,1,1,0
2016-03-01,41,114,89,311,20,61,125,20,12,2,0,0
2016-03-02,33,89,95,157,7,43,108,4,15,0,0,0
2016-03-03,37,63,93,183,7,51,87,5,10,1,1,0
2016-03-04,35,78,88,197,6,58,106,9,7,1,0,0
2016-03-05,65,72,78,188,5,45,122,14,7,0,1,0
2016-03-06,40,77,71,158,1,52,138,7,15,0,0,0
2016-03-07,41,72,66,219,6,55,93,7,7,0,0,0
2016-03-08,34,86,85,190,12,53,108,7,11,0,0,0
2016-03-09,35,87,75,180,8,46,108,8,10,1,1,0
2016-03-10,40,100,74,200,7,52,97,11,9,1,1,0
2016-03-11,37,71,96,177,13,39,95,8,12,2,0,0
2016-03-12,49,84,72,161,10,40,142,10,9,2,0,0
2016-03-13,46,74,65,143,1,41,177,8,6,0,2,0
2016-03-14,44,77,75,208,12,37,129,6,10,3,2,0
2016-03-15,45,88,89,177,9,46,119,8,13,1,0,0
2016-03-16,43,74,98,183,1,56,131,4,13,2,0,0
2016-03-17,40,66,87,185,6,36,139,10,7,0,0,0
2016-03-18,45,92,80,188,9,46,115,6,8,2,1,0
2016-03-19,56,68,77,191,6,34,130,4,12,3,2,0
2016-03-20,53,81,76,149,3,45,129,6,7,1,1,0
2016-03-21,51,89,57,175,12,51,115,6,9,1,1,0
2016-03-22,51,76,81,177,8,58,110,2,8,0,1,0
2016-03-23,53,84,79,195,10,46,107,5,13,0,1,0
2016-03-24,45,78,106,171,14,46,131,9,11,1,2,0
2016-03-25,47,100,115,197,14,42,114,8,15,4,2,0
2016-03-26,46,65,84,171,10,37,137,13,11,1,1,0
2016-03-27,45,47,73,156,3,44,146,8,12,1,1,0
2016-03-28,44,82,77,177,11,47,114,6,11,1,0,0
2016-03-29,49,85,93,174,14,42,103,7,15,1,3,0
2016-03-30,35,97,71,168,8,55,133,5,8,0,0,0
2016-03-31,42,92,59,161,23,59,109,6,12,3,0,0
2016-04-01,56,94,112,332,17,72,143,18,15,0,0,0
2016-04-02,43,79,53,195,6,56,152,9,11,0,1,0
2016-04-03,48,70,79,171,6,40,158,7,9,1,1,0
2016-04-04,40,92,83,196,11,53,106,16,8,4,0,1
2016-04-05,36,84,71,184,9,48,137,11,7,1,2,0
2016-04-06,49,76,84,170,6,45,130,10,10,2,0,0
2016-04-07,52,96,93,161,13,47,117,9,11,0,1,0
2016-04-08,38,77,111,198,11,66,124,10,23,2,1,0
2016-04-09,60,69,73,171,6,44,123,7,9,1,2,0
2016-04-10,48,73,62,181,6,54,170,13,7,1,1,0
2016-04-11,45,85,77,177,11,57,137,8,12,3,0,0
2016-04-12,43,89,81,160,11,64,132,14,10,2,2,0
2016-04-13,53,77,80,173,5,52,111,11,10,2,3,0
2016-04-14,39,80,109,179,15,60,111,6,9,1,1,0
2016-04-15,39,119,104,237,7,57,160,8,3,2,0,0
2016-04-16,52,94,86,172,6,43,170,11,12,1,0,0
2016-04-17,45,78,71,198,6,47,174,11,10,3,0,0
2016-04-18,41,91,89,190,13,39,130,5,15,1,0,0
2016-04-19,42,83,88,172,7,47,129,9,17,1,1,0
2016-04-20,31,97,87,199,9,37,136,10,11,4,3,0
2016-04-21,52,76,90,151,12,55,108,7,3,2,0,0
2016-04-22,42,103,97,178,5,51,128,3,12,0,0,0
2016-04-23,39,84,79,167,2,35,146,12,17,5,1,0
2016-04-24,54,74,82,176,3,47,145,8,9,2,0,0
2016-04-25,42,92,98,154,9,48,122,10,9,1,0,0
2016-04-26,47,99,81,182,11,58,120,7,6,1,0,0
2016-04-27,53,69,87,185,10,41,123,8,12,0,1,0
2016-04-28,44,92,99,159,10,51,93,3,7,1,0,0
2016-04-29,54,80,91,186,11,50,112,10,6,0,1,0
2016-04-30,52,102,80,193,3,38,147,8,11,0,0,0
2016-05-01,60,116,85,254,8,64,168,43,8,0,0,1
2016-05-02,46,96,86,198,10,51,133,3,11,0,1,0
2016-05-03,41,101,87,182,9,48,122,7,3,0,1,0
2016-05-04,52,80,68,164,9,44,113,4,12,1,1,0
2016-05-05,58,77,77,186,7,57,146,8,11,0,1,0
2016-05-06,52,85,93,193,13,48,110,7,17,0,0,0
2016-05-07,66,83,84,178,6,38,124,6,10,1,0,0
2016-05-08,54,72,84,179,5,38,146,7,8,1,0,0
2016-05-09,40,72,83,161,10,34,106,6,13,0,0,0
2016-05-10,35,91,91,171,7,52,95,8,9,0,0,0
2016-05-11,37,82,94,162,8,42,113,8,17,1,0,0
2016-05-12,52,91,90,193,8,36,109,9,8,1,0,0
2016-05-13,46,89,94,175,6,64,128,8,15,2,0,0
2016-05-14,55,87,84,188,3,51,135,8,9,2,1,0
2016-05-15,41,84,67,187,6,44,164,7,9,1,1,0
2016-05-16,39,92,89,212,10,49,108,7,15,2,1,0
2016-05-17,45,96,82,153,7,65,115,4,14,3,0,0
2016-05-18,38,82,86,193,6,54,126,3,10,3,0,0
2016-05-19,39,98,79,186,11,52,125,5,13,2,0,0
2016-05-20,63,92,92,188,11,45,147,11,19,1,1,0
2016-05-21,60,90,68,164,5,44,141,15,8,1,0,0
2016-05-22,47,71,90,183,5,43,146,3,10,1,2,0
2016-05-23,42,102,74,211,8,41,122,4,10,0,0,0
2016-05-24,54,95,88,200,9,55,116,7,11,0,1,0
2016-05-25,55,90,91,201,8,48,106,5,14,1,0,6
2016-05-26,60,86,90,183,9,48,121,9,10,1,1,0
2016-05-27,49,102,124,179,11,45,132,11,7,1,0,0
2016-05-28,61,80,82,170,4,51,116,10,9,0,1,0
2016-05-29,57,83,86,167,10,43,167,9,11,1,0,0
2016-05-30,45,65,77,164,3,32,155,13,8,2,0,0
2016-05-31,43,99,77,169,11,46,119,7,4,0,1,0
2016-06-01,57,124,90,305,19,45,142,33,12,2,3,0
2016-06-02,48,109,72,185,13,50,111,5,17,1,3,0
2016-06-03,51,100,94,191,10,55,138,6,16,1,0,1
2016-06-04,52,95,66,144,3,36,153,7,8,1,0,0
2016-06-05,39,62,74,158,4,31,128,5,13,1,0,0
2016-06-06,47,84,79,206,9,45,119,10,12,1,1,0
2016-06-07,45,85,67,184,9,46,118,7,12,1,1,0
2016-06-08,46,82,94,204,9,43,119,16,12,0,0,0
2016-06-09,48,95,109,187,9,51,109,9,15,1,0,0
2016-06-10,60,98,99,193,14,47,126,7,6,1,0,0
2016-06-11,53,74,104,165,4,41,124,5,11,2,3,0
2016-06-12,42,76,75,174,1,58,172,7,8,0,0,0
2016-06-13,61,83,86,186,10,51,110,8,13,0,5,0
2016-06-14,46,81,75,207,11,46,107,6,10,1,0,0
2016-06-15,43,97,87,220,16,49,112,5,13,1,0,0
2016-06-16,53,97,77,188,13,39,133,1,16,2,1,0
2016-06-17,54,100,100,207,8,42,123,3,15,0,1,1
2016-06-18,53,91,75,187,8,43,148,5,9,1,2,0
2016-06-19,36,75,71,192,0,36,171,6,6,1,0,0
2016-06-20,48,80,86,225,10,48,146,12,13,0,0,0
2016-06-21,43,89,88,195,7,54,132,2,18,0,0,0
2016-06-22,60,96,95,183,8,52,125,3,10,0,2,0
2016-06-23,44,85,82,206,12,58,128,5,18,2,2,0
2016-06-24,54,77,73,167,7,43,154,12,15,2,0,0
2016-06-25,49,92,100,181,7,70,143,6,10,1,0,0
2016-06-26,53,83,93,193,5,46,162,8,7,1,1,0
2016-06-27,55,97,89,196,6,50,162,8,19,1,0,0
2016-06-28,56,87,98,175,11,45,134,7,13,3,0,0
2016-06-29,40,73,65,175,10,61,141,5,10,0,2,0
2016-06-30,47,101,96,183,13,57,97,9,15,0,1,0
2016-07-01,66,130,102,292,16,61,131,27,13,0,0,0
2016-07-02,45,100,71,186,6,33,149,7,12,0,0,0
2016-07-03,41,68,88,191,7,42,142,8,9,3,0,0
2016-07-04,40,77,88,189,4,40,176,14,12,0,1,0
2016-07-05,49,94,75,214,10,43,153,5,12,1,1,0
2016-07-06,56,78,90,193,14,49,144,5,9,0,0,0
2016-07-07,44,73,89,163,10,48,106,4,11,1,0,0
2016-07-08,56,92,103,182,15,50,123,9,20,1,1,0
2016-07-09,44,70,76,143,15,51,123,11,4,1,0,0
2016-07-10,42,72,82,184,12,41,170,10,11,0,1,0
2016-07-11,63,79,91,199,10,57,96,6,7,0,1,0
2016-07-12,32,82,84,163,5,60,88,7,5,0,2,0
2016-07-13,43,82,105,191,8,48,100,4,12,2,0,1
2016-07-14,45,85,91,194,12,68,107,4,9,2,0,0
2016-07-15,63,110,79,198,9,61,121,3,13,3,1,0
2016-07-16,66,96,83,196,3,49,138,6,6,0,0,0
2016-07-17,39,80,86,152,2,44,136,11,8,2,1,0
2016-07-18,41,92,81,189,9,33,139,3,7,3,0,0
2016-07-19,43,96,99,200,8,42,103,2,8,1,2,0
2016-07-20,41,87,113,209,8,52,139,5,13,0,0,0
2016-07-21,51,83,90,183,5,52,119,7,8,0,1,0
2016-07-22,53,100,94,214,5,63,145,8,11,1,1,0
2016-07-23,42,82,99,172,1,45,148,10,16,0,1,0
2016-07-24,45,65,66,180,3,38,161,5,6,1,3,0
2016-07-25,43,79,87,195,10,55,127,6,10,1,2,0
2016-07-26,51,90,75,206,16,52,124,7,10,1,0,0
2016-07-27,59,82,88,192,8,47,102,5,16,7,1,0
2016-07-28,46,95,73,196,9,41,134,9,11,2,1,0
2016-07-29,51,111,88,195,8,42,143,4,8,2,2,0
2016-07-30,52,91,91,206,4,48,140,8,11,3,0,2
2016-07-31,49,83,76,186,6,41,144,6,8,1,1,0
2016-08-01,62,108,101,334,16,61,129,33,18,0,0,0
2016-08-02,42,99,69,200,9,58,121,7,13,2,0,0
2016-08-03,52,85,88,202,8,53,129,3,11,0,1,0
2016-08-04,42,86,75,190,10,54,120,8,13,4,1,0
2016-08-05,41,108,97,187,10,58,127,8,9,0,1,0
2016-08-06,53,77,100,164,4,52,129,3,11,2,0,0
2016-08-07,46,70,81,179,5,48,135,8,11,1,1,0
2016-08-08,57,96,71,196,8,57,135,8,5,0,2,0
2016-08-09,34,74,101,185,9,61,88,8,8,3,0,0
2016-08-10,42,83,85,191,12,60,100,12,9,2,0,0
2016-08-11,56,87,75,165,4,74,123,7,14,0,1,0
2016-08-12,61,72,89,173,4,55,105,5,9,0,0,0
2016-08-13,60,86,85,187,2,54,143,3,12,1,4,0
2016-08-14,41,71,75,164,2,48,147,5,10,1,2,0
2016-08-15,45,110,90,209,10,45,149,7,11,0,2,0
2016-08-16,47,76,81,192,7,54,112,6,10,1,0,0
2016-08-17,64,82,92,199,11,50,109,7,8,1,2,0
2016-08-18,36,74,105,167,6,48,121,9,12,1,0,0
2016-08-19,55,96,82,191,7,65,137,4,11,0,0,0
2016-08-20,64,120,74,199,10,56,161,9,10,1,1,0
2016-08-21,37,84,77,160,3,48,167,12,9,0,1,0
2016-08-22,64,101,82,200,7,42,122,14,8,1,0,0
2016-08-23,45,83,87,203,6,51,111,7,9,2,0,0
2016-08-24,55,93,93,182,9,44,141,7,9,3,1,1
2016-08-25,37,91,90,170,6,57,122,7,9,1,0,0
2016-08-26,58,99,112,204,4,76,124,12,10,1,0,0
2016-08-27,58,88,69,167,5,58,144,9,10,0,3,0
2016-08-28,57,84,59,154,7,46,161,13,9,3,3,0
2016-08-29,55,91,77,169,7,67,105,7,12,1,0,0
2016-08-30,62,86,98,168,4,47,102,6,18,3,1,0
2016-08-31,50,78,78,201,7,51,100,4,15,0,2,0
2016-09-01,58,114,96,322,18,53,154,30,13,0,0,0
2016-09-02,54,101,91,192,7,77,127,7,10,5,0,0
2016-09-03,37,89,67,191,7,50,134,11,12,4,2,0
2016-09-04,40,91,72,176,6,40,112,9,11,1,1,0
2016-09-05,50,81,81,165,2,61,157,9,13,2,0,0
2016-09-06,41,71,68,196,8,46,112,6,11,2,2,0
2016-09-07,50,71,86,152,9,62,78,5,10,1,2,0
2016-09-08,45,85,89,189,7,66,101,8,15,1,2,0
2016-09-09,52,79,81,154,11,64,125,6,12,1,1,0
2016-09-10,53,88,82,185,6,51,128,9,11,1,1,0
2016-09-11,52,74,71,137,4,51,135,7,10,1,0,0
2016-09-12,52,75,76,174,5,63,110,6,10,3,0,0
2016-09-13,49,81,78,174,4,40,114,9,13,2,1,0
2016-09-14,49,95,92,169,7,67,94,11,12,2,1,0
2016-09-15,52,100,99,172,6,53,96,8,8,0,1,0
2016-09-16,46,101,107,178,5,55,137,14,14,1,3,0
2016-09-17,45,80,83,193,4,53,155,6,9,2,0,0
2016-09-18,57,73,65,167,3,41,154,13,10,1,1,0
2016-09-19,47,76,84,194,8,61,146,10,14,0,0,0
2016-09-20,42,79,85,196,4,46,130,9,16,1,1,0
2016-09-21,56,112,82,177,6,60,129,14,9,1,0,0
2016-09-22,49,97,82,184,16,54,123,5,7,2,1,0
2016-09-23,60,100,88,198,3,58,126,3,10,1,1,0
2016-09-24,47,91,77,196,4,38,144,16,9,0,3,0
2016-09-25,51,80,78,163,5,53,150,12,8,0,2,0
2016-09-26,33,88,74,186,8,50,132,9,9,0,0,0
2016-09-27,39,81,80,167,12,51,121,9,12,0,1,0
2016-09-28,65,90,88,179,7,46,120,9,16,3,0,0
2016-09-29,49,82,93,184,7,39,116,4,8,1,1,0
2016-09-30,47,88,89,194,12,44,130,10,13,2,2,0
2016-10-01,71,94,96,304,10,70,142,26,13,1,1,0
2016-10-02,52,70,79,186,4,43,167,12,11,0,0,0
2016-10-03,51,93,105,190,9,42,123,4,10,2,0,0
2016-10-04,58,78,90,164,4,47,100,4,11,1,0,0
2016-10-05,53,84,83,170,5,60,121,3,12,0,2,0
2016-10-06,47,91,72,177,12,49,98,2,6,0,1,0
2016-10-07,46,101,118,195,6,45,118,9,16,2,0,0
2016-10-08,55,83,74,171,7,58,143,6,12,0,0,0
2016-10-09,53,60,77,159,0,55,154,10,7,0,1,0
2016-10-10,50,87,89,205,7,55,135,15,14,0,2,0
2016-10-11,54,92,95,198,11,59,106,6,14,0,1,0
2016-10-12,45,79,89,187,5,51,107,11,11,2,2,0
2016-10-13,40,83,91,197,11,49,114,1,14,1,0,0
2016-10-14,62,86,91,196,8,61,122,6,11,1,0,0
2016-10-15,70,91,119,180,6,62,140,8,13,1,4,0
2016-10-16,67,69,60,144,2,43,160,11,17,1,1,0
2016-10-17,51,80,85,200,9,51,123,6,17,1,1,0
2016-10-18,61,77,106,192,8,54,119,8,10,0,0,0
2016-10-19,51,73,78,179,6,67,121,3,12,2,1,0
2016-10-20,43,106,91,192,5,46,120,8,9,5,2,0
2016-10-21,47,83,102,189,3,64,108,8,12,0,1,0
2016-10-22,61,85,78,160,5,56,138,8,5,3,4,0
2016-10-23,66,70,87,191,2,50,158,10,8,2,0,0
2016-10-24,58,82,95,207,17,52,108,8,11,1,4,0
2016-10-25,64,95,82,182,8,57,117,6,10,0,2,0
2016-10-26,53,81,91,202,8,57,106,6,8,1,0,0
2016-10-27,47,97,94,196,4,48,109,6,9,0,0,0
2016-10-28,59,111,100,206,13,58,123,8,10,0,0,0
2016-10-29,48,112,79,203,5,51,115,5,10,1,4,0
2016-10-30,57,86,77,159,4,44,168,8,9,2,1,0
2016-10-31,61,85,92,226,11,62,155,8,11,0,3,0
2016-11-01,46,106,117,314,17,74,140,33,12,1,1,0
2016-11-02,54,84,83,165,8,50,116,5,12,0,0,0
2016-11-03,52,79,93,201,7,42,102,9,9,3,0,0
2016-11-04,56,76,95,178,10,47,117,9,8,1,0,0
2016-11-05,56,80,73,170,3,58,140,7,8,0,3,0
2016-11-06,46,75,79,185,4,63,143,6,6,1,1,0
2016-11-07,48,87,79,175,5,60,122,3,10,1,0,0
2016-11-08,49,69,68,169,6,49,117,5,10,1,0,0
2016-11-09,41,79,94,186,8,64,128,11,13,0,0,0
2016-11-10,52,85,96,166,10,67,137,10,11,2,0,0
2016-11-11,60,84,96,162,4,46,136,6,7,3,0,0
2016-11-12,55,61,74,170,1,49,151,9,13,1,1,0
2016-11-13,64,71,72,168,4,42,143,8,14,0,0,0
2016-11-14,52,90,84,172,7,57,113,8,9,2,1,0
2016-11-15,57,89,80,166,13,46,100,13,4,1,1,0
2016-11-16,52,90,82,169,9,52,96,5,11,0,0,0
2016-11-17,64,79,85,160,5,44,99,3,12,1,1,0
2016-11-18,65,83,100,201,8,54,117,8,10,1,0,0
2016-11-19,49,89,86,162,6,47,132,8,7,0,0,0
2016-11-20,73,64,96,151,2,41,125,6,7,1,0,0
2016-11-21,44,80,94,167,9,59,100,5,9,0,2,0
2016-11-22,56,75,80,182,4,51,113,12,13,1,0,0
2016-11-23,54,85,115,191,4,65,98,9,10,1,0,0
2016-11-24,63,53,84,162,3,43,123,6,11,3,0,0
2016-11-25,49,100,86,143,8,61,100,5,7,0,0,0
2016-11-26,61,83,99,144,8,42,114,7,10,1,0,0
2016-11-27,58,78,84,143,6,41,127,3,11,0,2,0
2016-11-28,58,85,97,188,7,56,100,5,9,2,1,0
2016-11-29,52,81,67,155,4,48,93,4,8,1,2,0
2016-11-30,58,86,79,187,7,36,100,13,13,0,0,0
2016-12-01,55,105,102,283,12,61,106,28,12,2,0,0
2016-12-02,58,80,77,190,7,55,132,5,19,1,2,0
2016-12-03,43,73,89,169,4,54,132,7,7,0,2,0
2016-12-04,44,79,83,171,3,50,117,7,22,0,1,0
2016-12-05,45,94,102,203,10,52,123,11,11,1,0,0
2016-12-06,63,99,92,181,5,62,104,5,10,2,1,0
2016-12-07,48,93,88,147,6,44,118,2,5,1,1,0
2016-12-08,51,100,94,166,5,55,112,3,14,1,0,0
2016-12-09,54,93,96,202,8,63,123,11,12,1,1,0
2016-12-10,48,78,102,200,5,54,146,9,8,1,3,0
2016-12-11,43,79,78,161,3,60,145,6,10,1,0,0
2016-12-12,50,98,87,179,14,51,130,10,11,0,0,0
2016-12-13,48,85,91,150,8,45,128,8,10,1,1,0
2016-12-14,54,90,100,213,8,54,113,6,10,1,1,0
2016-12-15,63,94,146,187,9,57,108,6,17,2,1,0
2016-12-16,61,103,118,199,10,58,111,10,10,1,1,0
2016-12-17,71,79,98,172,4,51,112,11,9,1,1,0
2016-12-18,44,76,96,185,6,43,140,12,3,2,0,0
2016-12-19,69,98,94,171,12,49,112,3,15,3,1,0
2016-12-20,65,96,112,197,4,55,120,9,7,2,0,0
2016-12-21,69,88,89,148,5,46,99,7,17,6,0,0
2016-12-22,58,105,113,170,7,56,101,3,12,0,0,0
2016-12-23,61,100,152,167,7,64,109,7,11,0,0,0
2016-12-24,47,68,128,168,8,37,110,7,5,2,0,0
2016-12-25,45,32,82,151,1,33,123,9,6,1,0,0
2016-12-26,42,67,74,168,5,51,111,7,11,1,1,0
2016-12-27,48,74,87,176,6,41,101,4,8,0,0,0
2016-12-28,48,82,90,183,7,50,95,5,15,0,2,0
2016-12-29,53,107,81,167,6,53,101,5,7,3,0,0
2016-12-30,73,85,84,197,7,45,116,6,12,1,0,0
2016-12-31,64,83,86,172,1,34,116,13,8,2,0,0
2017-01-01,51,98,102,397,11,62,206,48,11,0,1,0
2017-01-02,44,81,86,168,6,41,89,4,7,1,1,0
2017-01-03,53,85,82,173,12,66,104,6,5,1,0,0
2017-01-04,53,72,89,173,7,48,78,7,16,0,1,0
2017-01-05,54,98,101,165,11,50,103,6,10,0,0,0
2017-01-06,58,100,101,204,8,62,119,9,5,2,0,0
2017-01-07,49,70,86,190,1,42,118,16,11,3,3,0
2017-01-08,57,73,84,170,5,44,116,12,9,2,2,0
2017-01-09,73,79,93,167,10,49,105,10,14,0,1,0
2017-01-10,66,89,112,148,11,70,96,7,11,0,1,0
2017-01-11,61,74,107,190,5,41,111,4,14,2,1,0
2017-01-12,62,89,107,174,5,48,80,7,10,2,3,0
2017-01-13,50,94,103,182,10,51,97,4,17,0,1,0
2017-01-14,71,99,105,161,5,37,136,7,11,0,0,0
2017-01-15,54,73,94,208,4,50,123,12,11,1,0,0
2017-01-16,71,96,90,188,4,48,106,7,16,1,1,0
2017-01-17,64,96,90,167,13,53,133,8,11,0,1,0
2017-01-18,72,80,96,160,10,39,114,5,9,0,3,0
2017-01-19,65,84,122,155,2,46,101,9,8,1,0,0
2017-01-20,62,95,127,168,5,58,96,5,7,3,0,0
2017-01-21,66,75,111,162,2,46,124,7,14,1,1,0
2017-01-22,55,50,86,173,3,48,133,7,12,0,0,0
2017-01-23,54,67,87,193,6,48,100,11,10,0,1,0
2017-01-24,35,81,99,181,8,48,115,4,15,0,0,0
2017-01-25,59,105,86,170,11,53,104,10,15,1,0,0
2017-01-26,46,101,94,157,8,55,99,6,13,1,4,0
2017-01-27,53,103,108,171,11,55,94,5,16,1,3,0
2017-01-28,52,90,82,205,3,43,151,10,10,1,0,0
2017-01-29,50,73,89,188,4,50,132,6,13,0,2,0
2017-01-30,58,71,99,228,12,60,115,12,10,1,0,0
2017-01-31,44,76,108,195,5,60,115,12,9,0,2,0
2017-02-01,55,118,122,269,9,62,104,36,16,1,1,0
2017-02-02,46,75,104,172,11,47,97,11,13,0,0,0
2017-02-03,63,71,85,168,6,50,120,5,14,0,0,0
2017-02-04,52,96,96,175,3,52,135,8,8,0,0,0
2017-02-05,62,72,99,166,1,59,136,6,8,1,1,0
2017-02-06,52,63,91,174,13,49,113,13,17,0,0,0
2017-02-07,55,86,115,181,9,44,118,5,14,0,0,0
2017-02-08,63,73,81,166,5,39,111,7,13,1,0,0
2017-02-09,41,77,94,169,8,44,107,13,13,0,1,0
2017-02-10,55,110,119,196,12,53,107,15,18,0,0,0
2017-02-11,54,75,114,179,6,35,142,11,10,0,0,0
2017-02-12,42,80,88,176,1,42,147,13,4,3,2,0
2017-02-13,38,61,79,168,7,66,125,9,17,0,0,0
2017-02-14,49,91,82,174,7,43,118,10,9,1,2,0
2017-02-15,71,92,72,210,8,61,113,9,11,0,0,0
2017-02-16,50,83,91,168,9,50,107,4,14,1,0,0
2017-02-17,70,81,109,185,6,57,89,6,8,1,1,0
2017-02-18,50,87,103,194,5,58,135,5,13,0,0,0
2017-02-19,51,85,87,163,4,48,142,3,9,3,1,0
2017-02-20,45,89,79,178,3,53,112,4,7,0,0,0
2017-02-21,56,80,113,199,4,46,130,5,9,2,0,0
2017-02-22,46,83,107,175,4,59,105,7,9,2,0,0
2017-02-23,33,60,65,200,11,55,95,4,10,0,0,0
2017-02-24,44,93,122,163,8,49,122,15,8,1,0,0
2017-02-25,58,67,90,177,6,54,105,15,7,1,2,0
2017-02-26,58,55,78,143,5,50,132,8,4,0,2,0
2017-02-27,55,72,100,202,7,48,109,8,11,4,0,0
2017-02-28,50,82,68,197,6,55,91,11,7,1,1,0
2017-03-01,44,111,85,299,16,70,132,25,14,0,1,1
2017-03-02,45,91,76,200,16,47,104,6,10,1,0,0
2017-03-03,61,99,89,217,3,41,116,12,16,0,0,0
2017-03-04,54,81,96,160,7,57,122,12,10,3,1,0
2017-03-05,49,74,75,169,2,46,133,7,6,0,1,0
2017-03-06,49,89,91,186,7,41,85,6,13,2,0,0
2017-03-07,43,69,89,188,5,41,121,6,10,4,0,0
2017-03-08,56,83,80,179,8,42,108,9,11,0,0,0
2017-03-09,56,67,85,195,2,48,128,3,17,3,0,0
2017-03-10,56,92,108,199,7,61,127,3,13,1,2,0
2017-03-11,50,79,81,165,2,50,148,12,6,1,0,0
2017-03-12,42,66,57,145,5,31,152,8,6,1,0,0
2017-03-13,59,71,92,218,11,47,114,12,11,2,0,0
2017-03-14,41,89,73,189,5,46,159,8,15,2,1,0
2017-03-15,52,78,87,200,7,58,145,8,15,0,2,0
2017-03-16,47,75,106,208,3,45,120,4,7,0,2,0
2017-03-17,69,77,98,233,10,62,122,6,10,1,1,0
2017-03-18,43,86,106,190,3,46,175,9,13,0,0,1
2017-03-19,46,70,95,147,0,33,137,5,13,0,1,0
2017-03-20,45,90,75,187,7,49,116,4,8,1,1,0
2017-03-21,50,77,102,174,7,49,98,8,14,1,1,0
2017-03-22,47,95,85,176,7,45,105,7,17,0,0,0
2017-03-23,51,83,90,194,11,46,146,8,16,0,0,0
2017-03-24,55,99,88,194,10,46,113,7,16,1,2,0
2017-03-25,69,86,105,179,9,61,147,7,8,0,0,0
2017-03-26,56,74,77,155,3,47,148,9,12,0,0,0
2017-03-27,58,86,107,168,9,61,117,9,14,4,0,0
2017-03-28,38,91,97,179,12,39,109,7,10,2,1,0
2017-03-29,62,84,96,218,8,42,127,10,11,3,1,0
2017-03-30,49,93,91,177,5,57,110,4,14,1,0,0
2017-03-31,61,88,95,192,7,59,141,7,20,1,1,0
2017-04-01,45,84,107,284,9,62,124,28,5,2,1,0
2017-04-02,49,76,89,158,5,49,148,6,10,1,0,0
2017-04-03,46,81,97,199,13,43,111,13,16,1,1,0
2017-04-04,46,79,98,206,6,45,124,8,21,1,1,0
2017-04-05,52,63,92,175,8,45,146,8,12,1,5,0
2017-04-06,58,74,102,181,11,45,115,5,9,3,1,0
2017-04-07,53,75,112,185,5,57,111,8,16,0,2,1
2017-04-08,56,86,91,164,5,48,113,5,14,2,1,0
2017-04-09,48,66,89,150,7,39,148,8,11,3,1,0
2017-04-10,56,89,95,175,10,57,131,5,13,1,1,0
2017-04-11,54,67,88,156,7,41,98,5,12,0,0,0
2017-04-12,41,77,62,178,7,48,120,8,10,2,0,0
2017-04-13,49,81,94,178,8,51,117,8,12,1,1,0
2017-04-14,56,82,103,152,9,48,92,11,16,0,1,0
2017-04-15,53,66,89,189,3,47,137,11,9,1,1,0
2017-04-16,60,60,75,174,3,51,141,8,12,0,1,0
2017-04-17,50,95,82,209,12,50,132,9,9,0,0,0
2017-04-18,53,95,75,196,8,69,122,9,13,0,0,0
2017-04-19,34,75,105,189,11,47,117,6,12,0,2,0
2017-04-20,41,80,93,188,7,54,98,8,11,2,1,0
2017-04-21,47,102,107,180,8,72,120,7,9,3,0,0
2017-04-22,65,95,98,200,0,51,152,14,7,1,1,0
2017-04-23,45,69,70,155,3,39,156,3,18,3,2,0
2017-04-24,56,76,98,200,12,51,125,12,12,3,1,0
2017-04-25,56,72,89,201,8,56,117,8,15,0,0,0
2017-04-26,58,85,75,197,4,52,116,4,16,1,0,0
2017-04-27,49,83,94,205,7,61,112,4,16,4,2,0
2017-04-28,52,73,113,203,10,69,128,9,17,0,0,0
2017-04-29,39,89,103,184,5,47,164,8,8,3,3,0
2017-04-30,45,77,95,193,5,50,170,14,10,0,2,0
2017-05-01,42,118,104,299,11,67,146,30,9,2,0,0
2017-05-02,36,70,74,192,8,54,129,6,6,1,0,0
2017-05-03,50,94,79,208,6,63,134,8,10,4,0,0
2017-05-04,44,92,82,174,4,43,125,8,9,0,2,0
2017-05-05,52,94,105,239,5,61,149,12,12,0,0,0
2017-05-06,60,72,86,185,2,43,137,5,14,0,1,0
2017-05-07,52,59,80,170,2,36,99,5,6,1,1,0
2017-05-08,35,79,102,176,14,63,128,4,9,2,0,0
2017-05-09,53,86,75,196,5,56,88,5,12,1,1,0
2017-05-10,48,70,98,192,7,60,106,7,16,0,0,0
2017-05-11,57,98,105,171,4,34,125,6,13,3,0,0
2017-05-12,56,91,102,180,7,54,140,7,8,1,1,0
2017-05-13,50,89,74,178,7,53,125,3,11,0,1,0
2017-05-14,45,68,80,156,1,45,123,8,9,0,1,0
2017-05-15,50,78,90,206,13,60,105,3,13,3,0,0
