Categories Final,Date Occurred,Crime_Count
BURGLARY,2015-07-05,56
BURGLARY,2015-07-06,70
BURGLARY,2015-07-07,82
BURGLARY,2015-07-08,82
BURGLARY,2015-07-09,64
BURGLARY,2015-07-10,78
BURGLARY,2015-07-11,73
BURGLARY,2015-07-12,59
BURGLARY,2015-07-13,88
BURGLARY,2015-07-14,62
BURGLARY,2015-07-15,88
BURGLARY,2015-07-16,74
BURGLARY,2015-07-17,82
BURGLARY,2015-07-18,67
BURGLARY,2015-07-19,73
BURGLARY,2015-07-20,77
BURGLARY,2015-07-21,89
BURGLARY,2015-07-22,85
BURGLARY,2015-07-23,65
BURGLARY,2015-07-24,83
BURGLARY,2015-07-25,83
BURGLARY,2015-07-26,70
BURGLARY,2015-07-27,79
BURGLARY,2015-07-28,76
BURGLARY,2015-07-29,92
BURGLARY,2015-07-30,80
BURGLARY,2015-07-31,111
BURGLARY,2015-08-01,89
BURGLARY,2015-08-02,73
BURGLARY,2015-08-03,78
BURGLARY,2015-08-04,70
BURGLARY,2015-08-05,80
BURGLARY,2015-08-06,61
BURGLARY,2015-08-07,92
BURGLARY,2015-08-08,66
BURGLARY,2015-08-09,71
BURGLARY,2015-08-10,81
BURGLARY,2015-08-11,68
BURGLARY,2015-08-12,81
BURGLARY,2015-08-13,85
BURGLARY,2015-08-14,101
BURGLARY,2015-08-15,75
BURGLARY,2015-08-16,75
BURGLARY,2015-08-17,65
BURGLARY,2015-08-18,72
BURGLARY,2015-08-19,65
BURGLARY,2015-08-20,72
BURGLARY,2015-08-21,100
BURGLARY,2015-08-22,76
BURGLARY,2015-08-23,77
BURGLARY,2015-08-24,97
BURGLARY,2015-08-25,88
BURGLARY,2015-08-26,82
BURGLARY,2015-08-27,67
BURGLARY,2015-08-28,88
BURGLARY,2015-08-29,67
BURGLARY,2015-08-30,66
BURGLARY,2015-08-31,74
BURGLARY,2015-09-01,111
BURGLARY,2015-09-02,66
BURGLARY,2015-09-03,84
BURGLARY,2015-09-04,80
BURGLARY,2015-09-05,67
BURGLARY,2015-09-06,61
BURGLARY,2015-09-07,57
BURGLARY,2015-09-08,63
BURGLARY,2015-09-09,70
BURGLARY,2015-09-10,86
BURGLARY,2015-09-11,91
BURGLARY,2015-09-12,69
BURGLARY,2015-09-13,57
BURGLARY,2015-09-14,80
BURGLARY,2015-09-15,91
BURGLARY,2015-09-16,81
BURGLARY,2015-09-17,91
BURGLARY,2015-09-18,107
BURGLARY,2015-09-19,61
BURGLARY,2015-09-20,76
BURGLARY,2015-09-21,79
BURGLARY,2015-09-22,87
BURGLARY,2015-09-23,99
BURGLARY,2015-09-24,99
BURGLARY,2015-09-25,79
BURGLARY,2015-09-26,87
BURGLARY,2015-09-27,53
BURGLARY,2015-09-28,74
BURGLARY,2015-09-29,99
BURGLARY,2015-09-30,99
BURGLARY,2015-10-01,80
BURGLARY,2015-10-02,87
BURGLARY,2015-10-03,84
BURGLARY,2015-10-04,52
BURGLARY,2015-10-05,81
BURGLARY,2015-10-06,66
BURGLARY,2015-10-07,64
BURGLARY,2015-10-08,81
BURGLARY,2015-10-09,86
BURGLARY,2015-10-10,72
BURGLARY,2015-10-11,59
BURGLARY,2015-10-12,58
BURGLARY,2015-10-13,70
BURGLARY,2015-10-14,80
BURGLARY,2015-10-15,108
BURGLARY,2015-10-16,121
BURGLARY,2015-10-17,61
BURGLARY,2015-10-18,58
BURGLARY,2015-10-19,95
BURGLARY,2015-10-20,91
BURGLARY,2015-10-21,74
BURGLARY,2015-10-22,76
BURGLARY,2015-10-23,92
BURGLARY,2015-10-24,76
BURGLARY,2015-10-25,65
BURGLARY,2015-10-26,72
BURGLARY,2015-10-27,91
BURGLARY,2015-10-28,87
BURGLARY,2015-10-29,96
BURGLARY,2015-10-30,78
BURGLARY,2015-10-31,88
BURGLARY,2015-11-01,82
BURGLARY,2015-11-02,88
BURGLARY,2015-11-03,74
BURGLARY,2015-11-04,71
BURGLARY,2015-11-05,65
BURGLARY,2015-11-06,61
BURGLARY,2015-11-07,80
BURGLARY,2015-11-08,56
BURGLARY,2015-11-09,91
BURGLARY,2015-11-10,100
BURGLARY,2015-11-11,75
BURGLARY,2015-11-12,92
BURGLARY,2015-11-13,102
BURGLARY,2015-11-14,80
BURGLARY,2015-11-15,72
BURGLARY,2015-11-16,86
BURGLARY,2015-11-17,77
BURGLARY,2015-11-18,65
BURGLARY,2015-11-19,85
BURGLARY,2015-11-20,95
BURGLARY,2015-11-21,107
BURGLARY,2015-11-22,106
BURGLARY,2015-11-23,77
BURGLARY,2015-11-24,87
BURGLARY,2015-11-25,105
BURGLARY,2015-11-26,76
BURGLARY,2015-11-27,79
BURGLARY,2015-11-28,103
BURGLARY,2015-11-29,67
BURGLARY,2015-11-30,92
BURGLARY,2015-12-01,89
BURGLARY,2015-12-02,96
BURGLARY,2015-12-03,93
BURGLARY,2015-12-04,102
BURGLARY,2015-12-05,92
BURGLARY,2015-12-06,102
BURGLARY,2015-12-07,82
BURGLARY,2015-12-08,80
BURGLARY,2015-12-09,84
BURGLARY,2015-12-10,98
BURGLARY,2015-12-11,96
BURGLARY,2015-12-12,70
BURGLARY,2015-12-13,87
BURGLARY,2015-12-14,79
BURGLARY,2015-12-15,122
BURGLARY,2015-12-16,98
BURGLARY,2015-12-17,98
BURGLARY,2015-12-18,109
BURGLARY,2015-12-19,107
BURGLARY,2015-12-20,96
BURGLARY,2015-12-21,110
BURGLARY,2015-12-22,92
BURGLARY,2015-12-23,131
BURGLARY,2015-12-24,113
BURGLARY,2015-12-25,69
BURGLARY,2015-12-26,70
BURGLARY,2015-12-27,75
BURGLARY,2015-12-28,65
BURGLARY,2015-12-29,91
BURGLARY,2015-12-30,100
BURGLARY,2015-12-31,109
BURGLARY,2016-01-01,95
BURGLARY,2016-01-02,79
BURGLARY,2016-01-03,74
BURGLARY,2016-01-04,78
BURGLARY,2016-01-05,86
BURGLARY,2016-01-06,91
BURGLARY,2016-01-07,95
BURGLARY,2016-01-08,80
BURGLARY,2016-01-09,88
BURGLARY,2016-01-10,78
BURGLARY,2016-01-11,79
BURGLARY,2016-01-12,88
BURGLARY,2016-01-13,86
BURGLARY,2016-01-14,99
BURGLARY,2016-01-15,121
BURGLARY,2016-01-16,95
BURGLARY,2016-01-17,74
BURGLARY,2016-01-18,74
BURGLARY,2016-01-19,79
BURGLARY,2016-01-20,94
BURGLARY,2016-01-21,106
BURGLARY,2016-01-22,89
BURGLARY,2016-01-23,100
BURGLARY,2016-01-24,87
BURGLARY,2016-01-25,90
BURGLARY,2016-01-26,93
BURGLARY,2016-01-27,77
BURGLARY,2016-01-28,88
BURGLARY,2016-01-29,111
BURGLARY,2016-01-30,95
BURGLARY,2016-01-31,69
BURGLARY,2016-02-01,102
BURGLARY,2016-02-02,73
BURGLARY,2016-02-03,93
BURGLARY,2016-02-04,86
BURGLARY,2016-02-05,89
BURGLARY,2016-02-06,79
BURGLARY,2016-02-07,88
BURGLARY,2016-02-08,76
BURGLARY,2016-02-09,85
BURGLARY,2016-02-10,78
BURGLARY,2016-02-11,77
BURGLARY,2016-02-12,93
BURGLARY,2016-02-13,87
BURGLARY,2016-02-14,48
BURGLARY,2016-02-15,62
BURGLARY,2016-02-16,75
BURGLARY,2016-02-17,80
BURGLARY,2016-02-18,78
BURGLARY,2016-02-19,96
BURGLARY,2016-02-20,83
BURGLARY,2016-02-21,66
BURGLARY,2016-02-22,80
BURGLARY,2016-02-23,90
BURGLARY,2016-02-24,80
BURGLARY,2016-02-25,83
BURGLARY,2016-02-26,93
BURGLARY,2016-02-27,76
BURGLARY,2016-02-28,45
BURGLARY,2016-02-29,76
BURGLARY,2016-03-01,89
BURGLARY,2016-03-02,95
BURGLARY,2016-03-03,93
BURGLARY,2016-03-04,88
BURGLARY,2016-03-05,78
BURGLARY,2016-03-06,71
BURGLARY,2016-03-07,66
BURGLARY,2016-03-08,85
BURGLARY,2016-03-09,75
BURGLARY,2016-03-10,74
BURGLARY,2016-03-11,96
BURGLARY,2016-03-12,72
BURGLARY,2016-03-13,65
BURGLARY,2016-03-14,75
BURGLARY,2016-03-15,89
BURGLARY,2016-03-16,98
BURGLARY,2016-03-17,87
BURGLARY,2016-03-18,80
BURGLARY,2016-03-19,77
BURGLARY,2016-03-20,76
BURGLARY,2016-03-21,57
BURGLARY,2016-03-22,81
BURGLARY,2016-03-23,79
BURGLARY,2016-03-24,106
BURGLARY,2016-03-25,115
BURGLARY,2016-03-26,84
BURGLARY,2016-03-27,73
BURGLARY,2016-03-28,77
BURGLARY,2016-03-29,93
BURGLARY,2016-03-30,71
BURGLARY,2016-03-31,59
BURGLARY,2016-04-01,112
BURGLARY,2016-04-02,53
BURGLARY,2016-04-03,79
BURGLARY,2016-04-04,83
BURGLARY,2016-04-05,71
BURGLARY,2016-04-06,84
BURGLARY,2016-04-07,93
BURGLARY,2016-04-08,111
BURGLARY,2016-04-09,73
BURGLARY,2016-04-10,62
BURGLARY,2016-04-11,77
BURGLARY,2016-04-12,81
BURGLARY,2016-04-13,80
BURGLARY,2016-04-14,109
BURGLARY,2016-04-15,104
BURGLARY,2016-04-16,86
BURGLARY,2016-04-17,71
BURGLARY,2016-04-18,89
BURGLARY,2016-04-19,88
BURGLARY,2016-04-20,87
BURGLARY,2016-04-21,90
BURGLARY,2016-04-22,97
BURGLARY,2016-04-23,79
BURGLARY,2016-04-24,82
BURGLARY,2016-04-25,98
BURGLARY,2016-04-26,81
BURGLARY,2016-04-27,87
BURGLARY,2016-04-28,99
BURGLARY,2016-04-29,91
BURGLARY,2016-04-30,80
BURGLARY,2016-05-01,85
BURGLARY,2016-05-02,86
BURGLARY,2016-05-03,87
BURGLARY,2016-05-04,68
BURGLARY,2016-05-05,77
BURGLARY,2016-05-06,93
BURGLARY,2016-05-07,84
BURGLARY,2016-05-08,84
BURGLARY,2016-05-09,83
BURGLARY,2016-05-10,91
BURGLARY,2016-05-11,94
BURGLARY,2016-05-12,90
BURGLARY,2016-05-13,94
BURGLARY,2016-05-14,84
BURGLARY,2016-05-15,67
BURGLARY,2016-05-16,89
BURGLARY,2016-05-17,82
BURGLARY,2016-05-18,86
BURGLARY,2016-05-19,79
BURGLARY,2016-05-20,92
BURGLARY,2016-05-21,68
BURGLARY,2016-05-22,90
BURGLARY,2016-05-23,74
BURGLARY,2016-05-24,88
BURGLARY,2016-05-25,91
BURGLARY,2016-05-26,90
BURGLARY,2016-05-27,124
BURGLARY,2016-05-28,82
BURGLARY,2016-05-29,86
BURGLARY,2016-05-30,77
BURGLARY,2016-05-31,77
BURGLARY,2016-06-01,90
BURGLARY,2016-06-02,72
BURGLARY,2016-06-03,94
BURGLARY,2016-06-04,66
BURGLARY,2016-06-05,74
BURGLARY,2016-06-06,79
BURGLARY,2016-06-07,67
BURGLARY,2016-06-08,94
BURGLARY,2016-06-09,109
BURGLARY,2016-06-10,99
BURGLARY,2016-06-11,104
BURGLARY,2016-06-12,75
BURGLARY,2016-06-13,86
BURGLARY,2016-06-14,75
BURGLARY,2016-06-15,87
BURGLARY,2016-06-16,77
BURGLARY,2016-06-17,100
BURGLARY,2016-06-18,75
BURGLARY,2016-06-19,71
BURGLARY,2016-06-20,86
BURGLARY,2016-06-21,88
BURGLARY,2016-06-22,95
BURGLARY,2016-06-23,82
BURGLARY,2016-06-24,73
BURGLARY,2016-06-25,100
BURGLARY,2016-06-26,93
BURGLARY,2016-06-27,89
BURGLARY,2016-06-28,98
BURGLARY,2016-06-29,65
BURGLARY,2016-06-30,96
BURGLARY,2016-07-01,102
BURGLARY,2016-07-02,71
BURGLARY,2016-07-03,88
BURGLARY,2016-07-04,88
BURGLARY,2016-07-05,75
BURGLARY,2016-07-06,90
BURGLARY,2016-07-07,89
BURGLARY,2016-07-08,103
BURGLARY,2016-07-09,76
BURGLARY,2016-07-10,82
BURGLARY,2016-07-11,91
BURGLARY,2016-07-12,84
BURGLARY,2016-07-13,105
BURGLARY,2016-07-14,91
BURGLARY,2016-07-15,79
BURGLARY,2016-07-16,83
BURGLARY,2016-07-17,86
BURGLARY,2016-07-18,81
BURGLARY,2016-07-19,99
BURGLARY,2016-07-20,113
BURGLARY,2016-07-21,90
BURGLARY,2016-07-22,94
BURGLARY,2016-07-23,99
BURGLARY,2016-07-24,66
BURGLARY,2016-07-25,87
BURGLARY,2016-07-26,75
BURGLARY,2016-07-27,88
BURGLARY,2016-07-28,73
BURGLARY,2016-07-29,88
BURGLARY,2016-07-30,91
BURGLARY,2016-07-31,76
BURGLARY,2016-08-01,101
BURGLARY,2016-08-02,69
BURGLARY,2016-08-03,88
BURGLARY,2016-08-04,75
BURGLARY,2016-08-05,97
BURGLARY,2016-08-06,100
BURGLARY,2016-08-07,81
BURGLARY,2016-08-08,71
BURGLARY,2016-08-09,101
BURGLARY,2016-08-10,85
BURGLARY,2016-08-11,75
BURGLARY,2016-08-12,89
BURGLARY,2016-08-13,85
BURGLARY,2016-08-14,75
BURGLARY,2016-08-15,90
BURGLARY,2016-08-16,81
BURGLARY,2016-08-17,92
BURGLARY,2016-08-18,105
BURGLARY,2016-08-19,82
BURGLARY,2016-08-20,74
BURGLARY,2016-08-21,77
BURGLARY,2016-08-22,82
BURGLARY,2016-08-23,87
BURGLARY,2016-08-24,93
BURGLARY,2016-08-25,90
BURGLARY,2016-08-26,112
BURGLARY,2016-08-27,69
BURGLARY,2016-08-28,59
BURGLARY,2016-08-29,77
BURGLARY,2016-08-30,98
BURGLARY,2016-08-31,78
BURGLARY,2016-09-01,96
BURGLARY,2016-09-02,91
BURGLARY,2016-09-03,67
BURGLARY,2016-09-04,72
BURGLARY,2016-09-05,81
BURGLARY,2016-09-06,68
BURGLARY,2016-09-07,86
BURGLARY,2016-09-08,89
BURGLARY,2016-09-09,81
BURGLARY,2016-09-10,82
BURGLARY,2016-09-11,71
BURGLARY,2016-09-12,76
BURGLARY,2016-09-13,78
BURGLARY,2016-09-14,92
BURGLARY,2016-09-15,99
BURGLARY,2016-09-16,107
BURGLARY,2016-09-17,83
BURGLARY,2016-09-18,65
BURGLARY,2016-09-19,84
BURGLARY,2016-09-20,85
BURGLARY,2016-09-21,82
BURGLARY,2016-09-22,82
BURGLARY,2016-09-23,88
BURGLARY,2016-09-24,77
BURGLARY,2016-09-25,78
BURGLARY,2016-09-26,74
BURGLARY,2016-09-27,80
BURGLARY,2016-09-28,88
BURGLARY,2016-09-29,93
BURGLARY,2016-09-30,89
BURGLARY,2016-10-01,96
BURGLARY,2016-10-02,79
BURGLARY,2016-10-03,105
BURGLARY,2016-10-04,90
BURGLARY,2016-10-05,83
BURGLARY,2016-10-06,72
BURGLARY,2016-10-07,118
BURGLARY,2016-10-08,74
BURGLARY,2016-10-09,77
BURGLARY,2016-10-10,89
BURGLARY,2016-10-11,95
BURGLARY,2016-10-12,89
BURGLARY,2016-10-13,91
BURGLARY,2016-10-14,91
BURGLARY,2016-10-15,119
BURGLARY,2016-10-16,60
BURGLARY,2016-10-17,85
BURGLARY,2016-10-18,106
BURGLARY,2016-10-19,78
BURGLARY,2016-10-20,91
BURGLARY,2016-10-21,102
BURGLARY,2016-10-22,78
BURGLARY,2016-10-23,87
BURGLARY,2016-10-24,95
BURGLARY,2016-10-25,82
BURGLARY,2016-10-26,91
BURGLARY,2016-10-27,94
BURGLARY,2016-10-28,100
BURGLARY,2016-10-29,79
BURGLARY,2016-10-30,77
BURGLARY,2016-10-31,92
BURGLARY,2016-11-01,117
BURGLARY,2016-11-02,83
BURGLARY,2016-11-03,93
BURGLARY,2016-11-04,95
BURGLARY,2016-11-05,73
BURGLARY,2016-11-06,79
BURGLARY,2016-11-07,79
BURGLARY,2016-11-08,68
BURGLARY,2016-11-09,94
BURGLARY,2016-11-10,96
BURGLARY,2016-11-11,96
BURGLARY,2016-11-12,74
BURGLARY,2016-11-13,72
BURGLARY,2016-11-14,84
BURGLARY,2016-11-15,80
BURGLARY,2016-11-16,82
BURGLARY,2016-11-17,85
BURGLARY,2016-11-18,100
BURGLARY,2016-11-19,86
BURGLARY,2016-11-20,96
BURGLARY,2016-11-21,94
BURGLARY,2016-11-22,80
BURGLARY,2016-11-23,115
BURGLARY,2016-11-24,84
BURGLARY,2016-11-25,86
BURGLARY,2016-11-26,99
BURGLARY,2016-11-27,84
BURGLARY,2016-11-28,97
BURGLARY,2016-11-29,67
BURGLARY,2016-11-30,79
BURGLARY,2016-12-01,102
BURGLARY,2016-12-02,77
BURGLARY,2016-12-03,89
BURGLARY,2016-12-04,83
BURGLARY,2016-12-05,102
BURGLARY,2016-12-06,92
BURGLARY,2016-12-07,88
BURGLARY,2016-12-08,94
BURGLARY,2016-12-09,96
BURGLARY,2016-12-10,102
BURGLARY,2016-12-11,78
BURGLARY,2016-12-12,87
BURGLARY,2016-12-13,91
BURGLARY,2016-12-14,100
BURGLARY,2016-12-15,146
BURGLARY,2016-12-16,118
BURGLARY,2016-12-17,98
BURGLARY,2016-12-18,96
BURGLARY,2016-12-19,94
BURGLARY,2016-12-20,112
BURGLARY,2016-12-21,89
BURGLARY,2016-12-22,113
BURGLARY,2016-12-23,152
BURGLARY,2016-12-24,128
BURGLARY,2016-12-25,82
BURGLARY,2016-12-26,74
BURGLARY,2016-12-27,87
BURGLARY,2016-12-28,90
BURGLARY,2016-12-29,81
BURGLARY,2016-12-30,84
BURGLARY,2016-12-31,86
BURGLARY,2017-01-01,102
BURGLARY,2017-01-02,86
BURGLARY,2017-01-03,82
BURGLARY,2017-01-04,89
BURGLARY,2017-01-05,101
BURGLARY,2017-01-06,101
BURGLARY,2017-01-07,86
BURGLARY,2017-01-08,84
BURGLARY,2017-01-09,93
BURGLARY,2017-01-10,112
BURGLARY,2017-01-11,107
BURGLARY,2017-01-12,107
BURGLARY,2017-01-13,103
BURGLARY,2017-01-14,105
BURGLARY,2017-01-15,94
BURGLARY,2017-01-16,90
BURGLARY,2017-01-17,90
BURGLARY,2017-01-18,96
BURGLARY,2017-01-19,122
BURGLARY,2017-01-20,127
BURGLARY,2017-01-21,111
BURGLARY,2017-01-22,86
BURGLARY,2017-01-23,87
BURGLARY,2017-01-24,99
BURGLARY,2017-01-25,86
BURGLARY,2017-01-26,94
BURGLARY,2017-01-27,108
BURGLARY,2017-01-28,82
BURGLARY,2017-01-29,89
BURGLARY,2017-01-30,99
BURGLARY,2017-01-31,108
BURGLARY,2017-02-01,122
BURGLARY,2017-02-02,104
BURGLARY,2017-02-03,85
BURGLARY,2017-02-04,96
BURGLARY,2017-02-05,99
BURGLARY,2017-02-06,91
BURGLARY,2017-02-07,115
BURGLARY,2017-02-08,81
BURGLARY,2017-02-09,94
BURGLARY,2017-02-10,119
BURGLARY,2017-02-11,114
BURGLARY,2017-02-12,88
BURGLARY,2017-02-13,79
BURGLARY,2017-02-14,82
BURGLARY,2017-02-15,72
BURGLARY,2017-02-16,91
BURGLARY,2017-02-17,109
BURGLARY,2017-02-18,103
BURGLARY,2017-02-19,87
BURGLARY,2017-02-20,79
BURGLARY,2017-02-21,113
BURGLARY,2017-02-22,107
BURGLARY,2017-02-23,65
BURGLARY,2017-02-24,122
BURGLARY,2017-02-25,90
BURGLARY,2017-02-26,78
BURGLARY,2017-02-27,100
BURGLARY,2017-02-28,68
BURGLARY,2017-03-01,85
BURGLARY,2017-03-02,76
BURGLARY,2017-03-03,89
BURGLARY,2017-03-04,96
BURGLARY,2017-03-05,75
BURGLARY,2017-03-06,91
BURGLARY,2017-03-07,89
BURGLARY,2017-03-08,80
BURGLARY,2017-03-09,85
BURGLARY,2017-03-10,108
BURGLARY,2017-03-11,81
BURGLARY,2017-03-12,57
BURGLARY,2017-03-13,92
BURGLARY,2017-03-14,73
BURGLARY,2017-03-15,87
BURGLARY,2017-03-16,106
BURGLARY,2017-03-17,98
BURGLARY,2017-03-18,106
BURGLARY,2017-03-19,95
BURGLARY,2017-03-20,75
BURGLARY,2017-03-21,102
BURGLARY,2017-03-22,85
BURGLARY,2017-03-23,90
BURGLARY,2017-03-24,88
BURGLARY,2017-03-25,105
BURGLARY,2017-03-26,77
BURGLARY,2017-03-27,107
BURGLARY,2017-03-28,97
BURGLARY,2017-03-29,96
BURGLARY,2017-03-30,91
BURGLARY,2017-03-31,95
BURGLARY,2017-04-01,107
BURGLARY,2017-04-02,89
BURGLARY,2017-04-03,97
BURGLARY,2017-04-04,98
BURGLARY,2017-04-05,92
BURGLARY,2017-04-06,102
BURGLARY,2017-04-07,112
BURGLARY,2017-04-08,91
BURGLARY,2017-04-09,89
BURGLARY,2017-04-10,95
BURGLARY,2017-04-11,88
BURGLARY,2017-04-12,62
BURGLARY,2017-04-13,94
BURGLARY,2017-04-14,103
BURGLARY,2017-04-15,89
BURGLARY,2017-04-16,75
BURGLARY,2017-04-17,82
BURGLARY,2017-04-18,75
BURGLARY,2017-04-19,105
BURGLARY,2017-04-20,93
BURGLARY,2017-04-21,107
BURGLARY,2017-04-22,98
BURGLARY,2017-04-23,70
BURGLARY,2017-04-24,98
BURGLARY,2017-04-25,89
BURGLARY,2017-04-26,75
BURGLARY,2017-04-27,94
BURGLARY,2017-04-28,113
BURGLARY,2017-04-29,103
BURGLARY,2017-04-30,95
BURGLARY,2017-05-01,104
BURGLARY,2017-05-02,74
BURGLARY,2017-05-03,79
BURGLARY,2017-05-04,82
BURGLARY,2017-05-05,105
BURGLARY,2017-05-06,86
BURGLARY,2017-05-07,80
BURGLARY,2017-05-08,102
BURGLARY,2017-05-09,75
BURGLARY,2017-05-10,98
BURGLARY,2017-05-11,105
BURGLARY,2017-05-12,102
BURGLARY,2017-05-13,74
BURGLARY,2017-05-14,80
BURGLARY,2017-05-15,90
BURGLARY,2017-05-16,70
BURGLARY,2017-05-17,83
BURGLARY,2017-05-18,83
BURGLARY,2017-05-19,105
BURGLARY,2017-05-20,91
BURGLARY,2017-05-21,66
BURGLARY,2017-05-22,83
BURGLARY,2017-05-23,73
BURGLARY,2017-05-24,96
BURGLARY,2017-05-25,98
BURGLARY,2017-05-26,145
BURGLARY,2017-05-27,104
BURGLARY,2017-05-28,73
BURGLARY,2017-05-29,80
BURGLARY,2017-05-30,82
BURGLARY,2017-05-31,84
BURGLARY,2017-06-01,116
BURGLARY,2017-06-02,88
BURGLARY,2017-06-03,77
BURGLARY,2017-06-04,69
BURGLARY,2017-06-05,100
BURGLARY,2017-06-06,83
BURGLARY,2017-06-07,95
BURGLARY,2017-06-08,85
BURGLARY,2017-06-09,87
BURGLARY,2017-06-10,75
BURGLARY,2017-06-11,76
BURGLARY,2017-06-12,76
BURGLARY,2017-06-13,84
BURGLARY,2017-06-14,84
BURGLARY,2017-06-15,75
BURGLARY,2017-06-16,98
BURGLARY,2017-06-17,90
BURGLARY,2017-06-18,76
BURGLARY,2017-06-19,73
BURGLARY,2017-06-20,82
BURGLARY,2017-06-21,92
BURGLARY,2017-06-22,90
BURGLARY,2017-06-23,92
BURGLARY,2017-06-24,111
BURGLARY,2017-06-25,82
BURGLARY,2017-06-26,97
BURGLARY,2017-06-27,97
BURGLARY,2017-06-28,92
BURGLARY,2017-06-29,68
BURGLARY,2017-06-30,94
BURGLARY,2017-07-01,105
BURGLARY,2017-07-02,64
BURGLARY,2017-07-03,84
BURGLARY,2017-07-04,72
BURGLARY,2017-07-05,82
BURGLARY,2017-07-06,69
BURGLARY,2017-07-07,91
BURGLARY,2017-07-08,73
BURGLARY,2017-07-09,61
BURGLARY,2017-07-10,81
BURGLARY,2017-07-11,93
BURGLARY,2017-07-12,95
BURGLARY,2017-07-13,98
BURGLARY,2017-07-14,92
BURGLARY,2017-07-15,99
BURGLARY,2017-07-16,70
BURGLARY,2017-07-17,79
BURGLARY,2017-07-18,87
BURGLARY,2017-07-19,78
BURGLARY,2017-07-20,106
BURGLARY,2017-07-21,116
BURGLARY,2017-07-22,86
BURGLARY,2017-07-23,95
BURGLARY,2017-07-24,103
BURGLARY,2017-07-25,111
BURGLARY,2017-07-26,93
BURGLARY,2017-07-27,122
BURGLARY,2017-07-28,92
BURGLARY,2017-07-29,100
BURGLARY,2017-07-30,75
BURGLARY,2017-07-31,88
BURGLARY,2017-08-01,114
BURGLARY,2017-08-02,84
BURGLARY,2017-08-03,83
BURGLARY,2017-08-04,99
BURGLARY,2017-08-05,91
BURGLARY,2017-08-06,85
BURGLARY,2017-08-07,98
BURGLARY,2017-08-08,71
BURGLARY,2017-08-09,80
BURGLARY,2017-08-10,86
BURGLARY,2017-08-11,86
BURGLARY,2017-08-12,94
BURGLARY,2017-08-13,102
BURGLARY,2017-08-14,87
BURGLARY,2017-08-15,95
BURGLARY,2017-08-16,78
BURGLARY,2017-08-17,104
BURGLARY,2017-08-18,95
BURGLARY,2017-08-19,91
BURGLARY,2017-08-20,67
BURGLARY,2017-08-21,85
BURGLARY,2017-08-22,85
BURGLARY,2017-08-23,102
BURGLARY,2017-08-24,85
BURGLARY,2017-08-25,96
BURGLARY,2017-08-26,82
BURGLARY,2017-08-27,74
BURGLARY,2017-08-28,84
BURGLARY,2017-08-29,101
BURGLARY,2017-08-30,79
BURGLARY,2017-08-31,97
BURGLARY,2017-09-01,109
BURGLARY,2017-09-02,77
BURGLARY,2017-09-03,78
BURGLARY,2017-09-04,84
BURGLARY,2017-09-05,83
BURGLARY,2017-09-06,91
BURGLARY,2017-09-07,87
BURGLARY,2017-09-08,87
BURGLARY,2017-09-09,97
BURGLARY,2017-09-10,79
BURGLARY,2017-09-11,92
BURGLARY,2017-09-12,102
BURGLARY,2017-09-13,104
BURGLARY,2017-09-14,107
BURGLARY,2017-09-15,109
BURGLARY,2017-09-16,112
BURGLARY,2017-09-17,85
BURGLARY,2017-09-18,110
BURGLARY,2017-09-19,88
BURGLARY,2017-09-20,80
BURGLARY,2017-09-21,107
BURGLARY,2017-09-22,122
BURGLARY,2017-09-23,78
BURGLARY,2017-09-24,90
BURGLARY,2017-09-25,95
BURGLARY,2017-09-26,98
BURGLARY,2017-09-27,121
BURGLARY,2017-09-28,107
BURGLARY,2017-09-29,111
BURGLARY,2017-09-30,100
BURGLARY,2017-10-01,92
BURGLARY,2017-10-02,76
BURGLARY,2017-10-03,88
BURGLARY,2017-10-04,94
BURGLARY,2017-10-05,89
BURGLARY,2017-10-06,124
BURGLARY,2017-10-07,99
BURGLARY,2017-10-08,88
BURGLARY,2017-10-09,81
BURGLARY,2017-10-10,90
BURGLARY,2017-10-11,89
BURGLARY,2017-10-12,94
BURGLARY,2017-10-13,94
BURGLARY,2017-10-14,108
BURGLARY,2017-10-15,96
BURGLARY,2017-10-16,77
BURGLARY,2017-10-17,116
BURGLARY,2017-10-18,91
BURGLARY,2017-10-19,102
BURGLARY,2017-10-20,149
BURGLARY,2017-10-21,109
BURGLARY,2017-10-22,101
BURGLARY,2017-10-23,85
BURGLARY,2017-10-24,98
BURGLARY,2017-10-25,113
BURGLARY,2017-10-26,103
BURGLARY,2017-10-27,121
BURGLARY,2017-10-28,110
BURGLARY,2017-10-29,76
BURGLARY,2017-10-30,79
BURGLARY,2017-10-31,108
BURGLARY,2017-11-01,91
BURGLARY,2017-11-02,98
BURGLARY,2017-11-03,121
BURGLARY,2017-11-04,80
BURGLARY,2017-11-05,79
BURGLARY,2017-11-06,75
BURGLARY,2017-11-07,90
BURGLARY,2017-11-08,74
BURGLARY,2017-11-09,92
BURGLARY,2017-11-10,90
BURGLARY,2017-11-11,85
BURGLARY,2017-11-12,90
BURGLARY,2017-11-13,87
BURGLARY,2017-11-14,102
BURGLARY,2017-11-15,83
BURGLARY,2017-11-16,107
BURGLARY,2017-11-17,114
BURGLARY,2017-11-18,86
BURGLARY,2017-11-19,89
BURGLARY,2017-11-20,99
BURGLARY,2017-11-21,96
BURGLARY,2017-11-22,135
BURGLARY,2017-11-23,74
