Categories Final,Date Occurred,Crime_Count
LARCENY-THEFT,2015-12-04,52
LARCENY-THEFT,2015-12-05,44
LARCENY-THEFT,2015-12-06,58
LARCENY-THEFT,2015-12-07,45
LARCENY-THEFT,2015-12-08,45
LARCENY-THEFT,2015-12-09,59
LARCENY-THEFT,2015-12-10,47
LARCENY-THEFT,2015-12-11,53
LARCENY-THEFT,2015-12-12,54
LARCENY-THEFT,2015-12-13,42
LARCENY-THEFT,2015-12-14,46
LARCENY-THEFT,2015-12-15,54
LARCENY-THEFT,2015-12-16,41
LARCENY-THEFT,2015-12-17,34
LARCENY-THEFT,2015-12-18,46
LARCENY-THEFT,2015-12-19,39
LARCENY-THEFT,2015-12-20,58
LARCENY-THEFT,2015-12-21,48
LARCENY-THEFT,2015-12-22,45
LARCENY-THEFT,2015-12-23,46
LARCENY-THEFT,2015-12-24,35
LARCENY-THEFT,2015-12-25,29
LARCENY-THEFT,2015-12-26,30
LARCENY-THEFT,2015-12-27,32
LARCENY-THEFT,2015-12-28,47
LARCENY-THEFT,2015-12-29,46
LARCENY-THEFT,2015-12-30,34
LARCENY-THEFT,2015-12-31,48
LARCENY-THEFT,2016-01-01,68
LARCENY-THEFT,2016-01-02,49
LARCENY-THEFT,2016-01-03,48
LARCENY-THEFT,2016-01-04,49
LARCENY-THEFT,2016-01-05,45
LARCENY-THEFT,2016-01-06,42
LARCENY-THEFT,2016-01-07,48
LARCENY-THEFT,2016-01-08,39
LARCENY-THEFT,2016-01-09,47
LARCENY-THEFT,2016-01-10,47
LARCENY-THEFT,2016-01-11,53
LARCENY-THEFT,2016-01-12,33
LARCENY-THEFT,2016-01-13,47
LARCENY-THEFT,2016-01-14,55
LARCENY-THEFT,2016-01-15,66
LARCENY-THEFT,2016-01-16,45
LARCENY-THEFT,2016-01-17,53
LARCENY-THEFT,2016-01-18,58
LARCENY-THEFT,2016-01-19,55
LARCENY-THEFT,2016-01-20,56
LARCENY-THEFT,2016-01-21,62
LARCENY-THEFT,2016-01-22,58
LARCENY-THEFT,2016-01-23,43
LARCENY-THEFT,2016-01-24,50
LARCENY-THEFT,2016-01-25,45
LARCENY-THEFT,2016-01-26,52
LARCENY-THEFT,2016-01-27,45
LARCENY-THEFT,2016-01-28,52
LARCENY-THEFT,2016-01-29,53
LARCENY-THEFT,2016-01-30,43
LARCENY-THEFT,2016-01-31,49
LARCENY-THEFT,2016-02-01,51
LARCENY-THEFT,2016-02-02,56
LARCENY-THEFT,2016-02-03,52
LARCENY-THEFT,2016-02-04,40
LARCENY-THEFT,2016-02-05,42
LARCENY-THEFT,2016-02-06,41
LARCENY-THEFT,2016-02-07,35
LARCENY-THEFT,2016-02-08,40
LARCENY-THEFT,2016-02-09,57
LARCENY-THEFT,2016-02-10,48
LARCENY-THEFT,2016-02-11,52
LARCENY-THEFT,2016-02-12,39
LARCENY-THEFT,2016-02-13,50
LARCENY-THEFT,2016-02-14,35
LARCENY-THEFT,2016-02-15,50
LARCENY-THEFT,2016-02-16,50
LARCENY-THEFT,2016-02-17,48
LARCENY-THEFT,2016-02-18,55
LARCENY-THEFT,2016-02-19,54
LARCENY-THEFT,2016-02-20,50
LARCENY-THEFT,2016-02-21,52
LARCENY-THEFT,2016-02-22,40
LARCENY-THEFT,2016-02-23,52
LARCENY-THEFT,2016-02-24,55
LARCENY-THEFT,2016-02-25,34
LARCENY-THEFT,2016-02-26,50
LARCENY-THEFT,2016-02-27,42
LARCENY-THEFT,2016-02-28,44
LARCENY-THEFT,2016-02-29,58
LARCENY-THEFT,2016-03-01,61
LARCENY-THEFT,2016-03-02,43
LARCENY-THEFT,2016-03-03,51
LARCENY-THEFT,2016-03-04,58
LARCENY-THEFT,2016-03-05,45
LARCENY-THEFT,2016-03-06,52
LARCENY-THEFT,2016-03-07,55
LARCENY-THEFT,2016-03-08,53
LARCENY-THEFT,2016-03-09,46
LARCENY-THEFT,2016-03-10,52
LARCENY-THEFT,2016-03-11,39
LARCENY-THEFT,2016-03-12,40
LARCENY-THEFT,2016-03-13,41
LARCENY-THEFT,2016-03-14,37
LARCENY-THEFT,2016-03-15,46
LARCENY-THEFT,2016-03-16,56
LARCENY-THEFT,2016-03-17,36
LARCENY-THEFT,2016-03-18,46
LARCENY-THEFT,2016-03-19,34
LARCENY-THEFT,2016-03-20,45
LARCENY-THEFT,2016-03-21,51
LARCENY-THEFT,2016-03-22,58
LARCENY-THEFT,2016-03-23,46
LARCENY-THEFT,2016-03-24,46
LARCENY-THEFT,2016-03-25,42
LARCENY-THEFT,2016-03-26,37
LARCENY-THEFT,2016-03-27,44
LARCENY-THEFT,2016-03-28,47
LARCENY-THEFT,2016-03-29,42
LARCENY-THEFT,2016-03-30,55
LARCENY-THEFT,2016-03-31,59
LARCENY-THEFT,2016-04-01,72
LARCENY-THEFT,2016-04-02,56
LARCENY-THEFT,2016-04-03,40
LARCENY-THEFT,2016-04-04,53
LARCENY-THEFT,2016-04-05,48
LARCENY-THEFT,2016-04-06,45
LARCENY-THEFT,2016-04-07,47
LARCENY-THEFT,2016-04-08,66
LARCENY-THEFT,2016-04-09,44
LARCENY-THEFT,2016-04-10,54
LARCENY-THEFT,2016-04-11,57
LARCENY-THEFT,2016-04-12,64
LARCENY-THEFT,2016-04-13,52
LARCENY-THEFT,2016-04-14,60
LARCENY-THEFT,2016-04-15,57
LARCENY-THEFT,2016-04-16,43
LARCENY-THEFT,2016-04-17,47
LARCENY-THEFT,2016-04-18,39
LARCENY-THEFT,2016-04-19,47
LARCENY-THEFT,2016-04-20,37
LARCENY-THEFT,2016-04-21,55
LARCENY-THEFT,2016-04-22,51
LARCENY-THEFT,2016-04-23,35
LARCENY-THEFT,2016-04-24,47
LARCENY-THEFT,2016-04-25,48
LARCENY-THEFT,2016-04-26,58
LARCENY-THEFT,2016-04-27,41
LARCENY-THEFT,2016-04-28,51
LARCENY-THEFT,2016-04-29,50
LARCENY-THEFT,2016-04-30,38
LARCENY-THEFT,2016-05-01,64
LARCENY-THEFT,2016-05-02,51
LARCENY-THEFT,2016-05-03,48
LARCENY-THEFT,2016-05-04,44
LARCENY-THEFT,2016-05-05,57
LARCENY-THEFT,2016-05-06,48
LARCENY-THEFT,2016-05-07,38
LARCENY-THEFT,2016-05-08,38
LARCENY-THEFT,2016-05-09,34
LARCENY-THEFT,2016-05-10,52
LARCENY-THEFT,2016-05-11,42
LARCENY-THEFT,2016-05-12,36
LARCENY-THEFT,2016-05-13,64
LARCENY-THEFT,2016-05-14,51
LARCENY-THEFT,2016-05-15,44
LARCENY-THEFT,2016-05-16,49
LARCENY-THEFT,2016-05-17,65
LARCENY-THEFT,2016-05-18,54
LARCENY-THEFT,2016-05-19,52
LARCENY-THEFT,2016-05-20,45
LARCENY-THEFT,2016-05-21,44
LARCENY-THEFT,2016-05-22,43
LARCENY-THEFT,2016-05-23,41
LARCENY-THEFT,2016-05-24,55
LARCENY-THEFT,2016-05-25,48
LARCENY-THEFT,2016-05-26,48
LARCENY-THEFT,2016-05-27,45
LARCENY-THEFT,2016-05-28,51
LARCENY-THEFT,2016-05-29,43
LARCENY-THEFT,2016-05-30,32
LARCENY-THEFT,2016-05-31,46
LARCENY-THEFT,2016-06-01,45
LARCENY-THEFT,2016-06-02,50
LARCENY-THEFT,2016-06-03,55
LARCENY-THEFT,2016-06-04,36
LARCENY-THEFT,2016-06-05,31
LARCENY-THEFT,2016-06-06,45
LARCENY-THEFT,2016-06-07,46
LARCENY-THEFT,2016-06-08,43
LARCENY-THEFT,2016-06-09,51
LARCENY-THEFT,2016-06-10,47
LARCENY-THEFT,2016-06-11,41
LARCENY-THEFT,2016-06-12,58
LARCENY-THEFT,2016-06-13,51
LARCENY-THEFT,2016-06-14,46
LARCENY-THEFT,2016-06-15,49
LARCENY-THEFT,2016-06-16,39
LARCENY-THEFT,2016-06-17,42
LARCENY-THEFT,2016-06-18,43
LARCENY-THEFT,2016-06-19,36
LARCENY-THEFT,2016-06-20,48
LARCENY-THEFT,2016-06-21,54
LARCENY-THEFT,2016-06-22,52
LARCENY-THEFT,2016-06-23,58
LARCENY-THEFT,2016-06-24,43
LARCENY-THEFT,2016-06-25,70
LARCENY-THEFT,2016-06-26,46
LARCENY-THEFT,2016-06-27,50
LARCENY-THEFT,2016-06-28,45
LARCENY-THEFT,2016-06-29,61
LARCENY-THEFT,2016-06-30,57
LARCENY-THEFT,2016-07-01,61
LARCENY-THEFT,2016-07-02,33
LARCENY-THEFT,2016-07-03,42
LARCENY-THEFT,2016-07-04,40
LARCENY-THEFT,2016-07-05,43
LARCENY-THEFT,2016-07-06,49
LARCENY-THEFT,2016-07-07,48
LARCENY-THEFT,2016-07-08,50
LARCENY-THEFT,2016-07-09,51
LARCENY-THEFT,2016-07-10,41
LARCENY-THEFT,2016-07-11,57
LARCENY-THEFT,2016-07-12,60
LARCENY-THEFT,2016-07-13,48
LARCENY-THEFT,2016-07-14,68
LARCENY-THEFT,2016-07-15,61
LARCENY-THEFT,2016-07-16,49
LARCENY-THEFT,2016-07-17,44
LARCENY-THEFT,2016-07-18,33
LARCENY-THEFT,2016-07-19,42
LARCENY-THEFT,2016-07-20,52
LARCENY-THEFT,2016-07-21,52
LARCENY-THEFT,2016-07-22,63
LARCENY-THEFT,2016-07-23,45
LARCENY-THEFT,2016-07-24,38
LARCENY-THEFT,2016-07-25,55
LARCENY-THEFT,2016-07-26,52
LARCENY-THEFT,2016-07-27,47
LARCENY-THEFT,2016-07-28,41
LARCENY-THEFT,2016-07-29,42
LARCENY-THEFT,2016-07-30,48
LARCENY-THEFT,2016-07-31,41
LARCENY-THEFT,2016-08-01,61
LARCENY-THEFT,2016-08-02,58
LARCENY-THEFT,2016-08-03,53
LARCENY-THEFT,2016-08-04,54
LARCENY-THEFT,2016-08-05,58
LARCENY-THEFT,2016-08-06,52
LARCENY-THEFT,2016-08-07,48
LARCENY-THEFT,2016-08-08,57
LARCENY-THEFT,2016-08-09,61
LARCENY-THEFT,2016-08-10,60
LARCENY-THEFT,2016-08-11,74
LARCENY-THEFT,2016-08-12,55
LARCENY-THEFT,2016-08-13,54
LARCENY-THEFT,2016-08-14,48
LARCENY-THEFT,2016-08-15,45
LARCENY-THEFT,2016-08-16,54
LARCENY-THEFT,2016-08-17,50
LARCENY-THEFT,2016-08-18,48
LARCENY-THEFT,2016-08-19,65
LARCENY-THEFT,2016-08-20,56
LARCENY-THEFT,2016-08-21,48
LARCENY-THEFT,2016-08-22,42
LARCENY-THEFT,2016-08-23,51
LARCENY-THEFT,2016-08-24,44
LARCENY-THEFT,2016-08-25,57
LARCENY-THEFT,2016-08-26,76
LARCENY-THEFT,2016-08-27,58
LARCENY-THEFT,2016-08-28,46
LARCENY-THEFT,2016-08-29,67
LARCENY-THEFT,2016-08-30,47
LARCENY-THEFT,2016-08-31,51
LARCENY-THEFT,2016-09-01,53
LARCENY-THEFT,2016-09-02,77
LARCENY-THEFT,2016-09-03,50
LARCENY-THEFT,2016-09-04,40
LARCENY-THEFT,2016-09-05,61
LARCENY-THEFT,2016-09-06,46
LARCENY-THEFT,2016-09-07,62
LARCENY-THEFT,2016-09-08,66
LARCENY-THEFT,2016-09-09,64
LARCENY-THEFT,2016-09-10,51
LARCENY-THEFT,2016-09-11,51
LARCENY-THEFT,2016-09-12,63
LARCENY-THEFT,2016-09-13,40
LARCENY-THEFT,2016-09-14,67
LARCENY-THEFT,2016-09-15,53
LARCENY-THEFT,2016-09-16,55
LARCENY-THEFT,2016-09-17,53
LARCENY-THEFT,2016-09-18,41
LARCENY-THEFT,2016-09-19,61
LARCENY-THEFT,2016-09-20,46
LARCENY-THEFT,2016-09-21,60
LARCENY-THEFT,2016-09-22,54
LARCENY-THEFT,2016-09-23,58
LARCENY-THEFT,2016-09-24,38
LARCENY-THEFT,2016-09-25,53
LARCENY-THEFT,2016-09-26,50
LARCENY-THEFT,2016-09-27,51
LARCENY-THEFT,2016-09-28,46
LARCENY-THEFT,2016-09-29,39
LARCENY-THEFT,2016-09-30,44
LARCENY-THEFT,2016-10-01,70
LARCENY-THEFT,2016-10-02,43
LARCENY-THEFT,2016-10-03,42
LARCENY-THEFT,2016-10-04,47
LARCENY-THEFT,2016-10-05,60
LARCENY-THEFT,2016-10-06,49
LARCENY-THEFT,2016-10-07,45
LARCENY-THEFT,2016-10-08,58
LARCENY-THEFT,2016-10-09,55
LARCENY-THEFT,2016-10-10,55
LARCENY-THEFT,2016-10-11,59
LARCENY-THEFT,2016-10-12,51
LARCENY-THEFT,2016-10-13,49
LARCENY-THEFT,2016-10-14,61
LARCENY-THEFT,2016-10-15,62
LARCENY-THEFT,2016-10-16,43
LARCENY-THEFT,2016-10-17,51
LARCENY-THEFT,2016-10-18,54
LARCENY-THEFT,2016-10-19,67
LARCENY-THEFT,2016-10-20,46
LARCENY-THEFT,2016-10-21,64
LARCENY-THEFT,2016-10-22,56
LARCENY-THEFT,2016-10-23,50
LARCENY-THEFT,2016-10-24,52
LARCENY-THEFT,2016-10-25,57
LARCENY-THEFT,2016-10-26,57
LARCENY-THEFT,2016-10-27,48
LARCENY-THEFT,2016-10-28,58
LARCENY-THEFT,2016-10-29,51
LARCENY-THEFT,2016-10-30,44
LARCENY-THEFT,2016-10-31,62
LARCENY-THEFT,2016-11-01,74
LARCENY-THEFT,2016-11-02,50
LARCENY-THEFT,2016-11-03,42
LARCENY-THEFT,2016-11-04,47
LARCENY-THEFT,2016-11-05,58
LARCENY-THEFT,2016-11-06,63
LARCENY-THEFT,2016-11-07,60
LARCENY-THEFT,2016-11-08,49
LARCENY-THEFT,2016-11-09,64
LARCENY-THEFT,2016-11-10,67
LARCENY-THEFT,2016-11-11,46
LARCENY-THEFT,2016-11-12,49
LARCENY-THEFT,2016-11-13,42
LARCENY-THEFT,2016-11-14,57
LARCENY-THEFT,2016-11-15,46
LARCENY-THEFT,2016-11-16,52
LARCENY-THEFT,2016-11-17,44
LARCENY-THEFT,2016-11-18,54
LARCENY-THEFT,2016-11-19,47
LARCENY-THEFT,2016-11-20,41
LARCENY-THEFT,2016-11-21,59
LARCENY-THEFT,2016-11-22,51
LARCENY-THEFT,2016-11-23,65
LARCENY-THEFT,2016-11-24,43
LARCENY-THEFT,2016-11-25,61
LARCENY-THEFT,2016-11-26,42
LARCENY-THEFT,2016-11-27,41
LARCENY-THEFT,2016-11-28,56
LARCENY-THEFT,2016-11-29,48
LARCENY-THEFT,2016-11-30,36
LARCENY-THEFT,2016-12-01,61
LARCENY-THEFT,2016-12-02,55
LARCENY-THEFT,2016-12-03,54
LARCENY-THEFT,2016-12-04,50
LARCENY-THEFT,2016-12-05,52
LARCENY-THEFT,2016-12-06,62
LARCENY-THEFT,2016-12-07,44
LARCENY-THEFT,2016-12-08,55
LARCENY-THEFT,2016-12-09,63
LARCENY-THEFT,2016-12-10,54
LARCENY-THEFT,2016-12-11,60
LARCENY-THEFT,2016-12-12,51
LARCENY-THEFT,2016-12-13,45
LARCENY-THEFT,2016-12-14,54
LARCENY-THEFT,2016-12-15,57
LARCENY-THEFT,2016-12-16,58
LARCENY-THEFT,2016-12-17,51
LARCENY-THEFT,2016-12-18,43
LARCENY-THEFT,2016-12-19,49
LARCENY-THEFT,2016-12-20,55
LARCENY-THEFT,2016-12-21,46
LARCENY-THEFT,2016-12-22,56
LARCENY-THEFT,2016-12-23,64
LARCENY-THEFT,2016-12-24,37
LARCENY-THEFT,2016-12-25,33
LARCENY-THEFT,2016-12-26,51
LARCENY-THEFT,2016-12-27,41
LARCENY-THEFT,2016-12-28,50
LARCENY-THEFT,2016-12-29,53
LARCENY-THEFT,2016-12-30,45
LARCENY-THEFT,2016-12-31,34
LARCENY-THEFT,2017-01-01,62
LARCENY-THEFT,2017-01-02,41
LARCENY-THEFT,2017-01-03,66
LARCENY-THEFT,2017-01-04,48
LARCENY-THEFT,2017-01-05,50
LARCENY-THEFT,2017-01-06,62
LARCENY-THEFT,2017-01-07,42
LARCENY-THEFT,2017-01-08,44
LARCENY-THEFT,2017-01-09,49
LARCENY-THEFT,2017-01-10,70
LARCENY-THEFT,2017-01-11,41
LARCENY-THEFT,2017-01-12,48
LARCENY-THEFT,2017-01-13,51
LARCENY-THEFT,2017-01-14,37
LARCENY-THEFT,2017-01-15,50
LARCENY-THEFT,2017-01-16,48
LARCENY-THEFT,2017-01-17,53
LARCENY-THEFT,2017-01-18,39
LARCENY-THEFT,2017-01-19,46
LARCENY-THEFT,2017-01-20,58
LARCENY-THEFT,2017-01-21,46
LARCENY-THEFT,2017-01-22,48
LARCENY-THEFT,2017-01-23,48
LARCENY-THEFT,2017-01-24,48
LARCENY-THEFT,2017-01-25,53
LARCENY-THEFT,2017-01-26,55
LARCENY-THEFT,2017-01-27,55
LARCENY-THEFT,2017-01-28,43
LARCENY-THEFT,2017-01-29,50
LARCENY-THEFT,2017-01-30,60
LARCENY-THEFT,2017-01-31,60
LARCENY-THEFT,2017-02-01,62
LARCENY-THEFT,2017-02-02,47
LARCENY-THEFT,2017-02-03,50
LARCENY-THEFT,2017-02-04,52
LARCENY-THEFT,2017-02-05,59
LARCENY-THEFT,2017-02-06,49
LARCENY-THEFT,2017-02-07,44
LARCENY-THEFT,2017-02-08,39
LARCENY-THEFT,2017-02-09,44
LARCENY-THEFT,2017-02-10,53
LARCENY-THEFT,2017-02-11,35
LARCENY-THEFT,2017-02-12,42
LARCENY-THEFT,2017-02-13,66
LARCENY-THEFT,2017-02-14,43
LARCENY-THEFT,2017-02-15,61
LARCENY-THEFT,2017-02-16,50
LARCENY-THEFT,2017-02-17,57
LARCENY-THEFT,2017-02-18,58
LARCENY-THEFT,2017-02-19,48
LARCENY-THEFT,2017-02-20,53
LARCENY-THEFT,2017-02-21,46
LARCENY-THEFT,2017-02-22,59
LARCENY-THEFT,2017-02-23,55
LARCENY-THEFT,2017-02-24,49
LARCENY-THEFT,2017-02-25,54
LARCENY-THEFT,2017-02-26,50
LARCENY-THEFT,2017-02-27,48
LARCENY-THEFT,2017-02-28,55
LARCENY-THEFT,2017-03-01,70
LARCENY-THEFT,2017-03-02,47
LARCENY-THEFT,2017-03-03,41
LARCENY-THEFT,2017-03-04,57
LARCENY-THEFT,2017-03-05,46
LARCENY-THEFT,2017-03-06,41
LARCENY-THEFT,2017-03-07,41
LARCENY-THEFT,2017-03-08,42
LARCENY-THEFT,2017-03-09,48
LARCENY-THEFT,2017-03-10,61
LARCENY-THEFT,2017-03-11,50
LARCENY-THEFT,2017-03-12,31
LARCENY-THEFT,2017-03-13,47
LARCENY-THEFT,2017-03-14,46
LARCENY-THEFT,2017-03-15,58
LARCENY-THEFT,2017-03-16,45
LARCENY-THEFT,2017-03-17,62
LARCENY-THEFT,2017-03-18,46
LARCENY-THEFT,2017-03-19,33
LARCENY-THEFT,2017-03-20,49
LARCENY-THEFT,2017-03-21,49
LARCENY-THEFT,2017-03-22,45
LARCENY-THEFT,2017-03-23,46
LARCENY-THEFT,2017-03-24,46
LARCENY-THEFT,2017-03-25,61
LARCENY-THEFT,2017-03-26,47
LARCENY-THEFT,2017-03-27,61
LARCENY-THEFT,2017-03-28,39
LARCENY-THEFT,2017-03-29,42
LARCENY-THEFT,2017-03-30,57
LARCENY-THEFT,2017-03-31,59
LARCENY-THEFT,2017-04-01,62
LARCENY-THEFT,2017-04-02,49
LARCENY-THEFT,2017-04-03,43
LARCENY-THEFT,2017-04-04,45
LARCENY-THEFT,2017-04-05,45
LARCENY-THEFT,2017-04-06,45
LARCENY-THEFT,2017-04-07,57
LARCENY-THEFT,2017-04-08,48
LARCENY-THEFT,2017-04-09,39
LARCENY-THEFT,2017-04-10,57
LARCENY-THEFT,2017-04-11,41
LARCENY-THEFT,2017-04-12,48
LARCENY-THEFT,2017-04-13,51
LARCENY-THEFT,2017-04-14,48
LARCENY-THEFT,2017-04-15,47
LARCENY-THEFT,2017-04-16,51
LARCENY-THEFT,2017-04-17,50
LARCENY-THEFT,2017-04-18,69
LARCENY-THEFT,2017-04-19,47
LARCENY-THEFT,2017-04-20,54
LARCENY-THEFT,2017-04-21,72
LARCENY-THEFT,2017-04-22,51
LARCENY-THEFT,2017-04-23,39
LARCENY-THEFT,2017-04-24,51
LARCENY-THEFT,2017-04-25,56
LARCENY-THEFT,2017-04-26,52
LARCENY-THEFT,2017-04-27,61
LARCENY-THEFT,2017-04-28,69
LARCENY-THEFT,2017-04-29,47
LARCENY-THEFT,2017-04-30,50
LARCENY-THEFT,2017-05-01,67
LARCENY-THEFT,2017-05-02,54
LARCENY-THEFT,2017-05-03,63
LARCENY-THEFT,2017-05-04,43
LARCENY-THEFT,2017-05-05,61
LARCENY-THEFT,2017-05-06,43
LARCENY-THEFT,2017-05-07,36
LARCENY-THEFT,2017-05-08,63
LARCENY-THEFT,2017-05-09,56
LARCENY-THEFT,2017-05-10,60
LARCENY-THEFT,2017-05-11,34
LARCENY-THEFT,2017-05-12,54
LARCENY-THEFT,2017-05-13,53
LARCENY-THEFT,2017-05-14,45
LARCENY-THEFT,2017-05-15,60
LARCENY-THEFT,2017-05-16,54
LARCENY-THEFT,2017-05-17,42
LARCENY-THEFT,2017-05-18,46
LARCENY-THEFT,2017-05-19,48
LARCENY-THEFT,2017-05-20,52
LARCENY-THEFT,2017-05-21,54
LARCENY-THEFT,2017-05-22,53
LARCENY-THEFT,2017-05-23,51
LARCENY-THEFT,2017-05-24,39
LARCENY-THEFT,2017-05-25,37
LARCENY-THEFT,2017-05-26,64
LARCENY-THEFT,2017-05-27,49
LARCENY-THEFT,2017-05-28,42
LARCENY-THEFT,2017-05-29,52
LARCENY-THEFT,2017-05-30,51
LARCENY-THEFT,2017-05-31,41
LARCENY-THEFT,2017-06-01,66
LARCENY-THEFT,2017-06-02,62
LARCENY-THEFT,2017-06-03,56
LARCENY-THEFT,2017-06-04,43
LARCENY-THEFT,2017-06-05,65
LARCENY-THEFT,2017-06-06,54
LARCENY-THEFT,2017-06-07,54
LARCENY-THEFT,2017-06-08,50
LARCENY-THEFT,2017-06-09,64
LARCENY-THEFT,2017-06-10,54
LARCENY-THEFT,2017-06-11,45
LARCENY-THEFT,2017-06-12,47
LARCENY-THEFT,2017-06-13,43
LARCENY-THEFT,2017-06-14,47
LARCENY-THEFT,2017-06-15,62
LARCENY-THEFT,2017-06-16,48
LARCENY-THEFT,2017-06-17,59
LARCENY-THEFT,2017-06-18,47
LARCENY-THEFT,2017-06-19,55
LARCENY-THEFT,2017-06-20,52
LARCENY-THEFT,2017-06-21,45
LARCENY-THEFT,2017-06-22,44
LARCENY-THEFT,2017-06-23,65
LARCENY-THEFT,2017-06-24,45
LARCENY-THEFT,2017-06-25,43
LARCENY-THEFT,2017-06-26,54
LARCENY-THEFT,2017-06-27,36
LARCENY-THEFT,2017-06-28,51
LARCENY-THEFT,2017-06-29,44
LARCENY-THEFT,2017-06-30,71
LARCENY-THEFT,2017-07-01,61
LARCENY-THEFT,2017-07-02,51
LARCENY-THEFT,2017-07-03,52
LARCENY-THEFT,2017-07-04,38
LARCENY-THEFT,2017-07-05,53
LARCENY-THEFT,2017-07-06,52
LARCENY-THEFT,2017-07-07,52
LARCENY-THEFT,2017-07-08,43
LARCENY-THEFT,2017-07-09,38
LARCENY-THEFT,2017-07-10,47
LARCENY-THEFT,2017-07-11,64
LARCENY-THEFT,2017-07-12,45
LARCENY-THEFT,2017-07-13,60
LARCENY-THEFT,2017-07-14,71
LARCENY-THEFT,2017-07-15,50
LARCENY-THEFT,2017-07-16,57
LARCENY-THEFT,2017-07-17,57
LARCENY-THEFT,2017-07-18,57
LARCENY-THEFT,2017-07-19,53
LARCENY-THEFT,2017-07-20,53
LARCENY-THEFT,2017-07-21,65
LARCENY-THEFT,2017-07-22,53
LARCENY-THEFT,2017-07-23,50
LARCENY-THEFT,2017-07-24,49
LARCENY-THEFT,2017-07-25,47
LARCENY-THEFT,2017-07-26,67
LARCENY-THEFT,2017-07-27,58
LARCENY-THEFT,2017-07-28,52
LARCENY-THEFT,2017-07-29,48
LARCENY-THEFT,2017-07-30,52
LARCENY-THEFT,2017-07-31,53
LARCENY-THEFT,2017-08-01,52
LARCENY-THEFT,2017-08-02,55
LARCENY-THEFT,2017-08-03,62
LARCENY-THEFT,2017-08-04,48
LARCENY-THEFT,2017-08-05,54
LARCENY-THEFT,2017-08-06,37
LARCENY-THEFT,2017-08-07,52
LARCENY-THEFT,2017-08-08,37
LARCENY-THEFT,2017-08-09,50
LARCENY-THEFT,2017-08-10,56
LARCENY-THEFT,2017-08-11,51
LARCENY-THEFT,2017-08-12,46
LARCENY-THEFT,2017-08-13,47
LARCENY-THEFT,2017-08-14,55
LARCENY-THEFT,2017-08-15,39
LARCENY-THEFT,2017-08-16,54
LARCENY-THEFT,2017-08-17,65
LARCENY-THEFT,2017-08-18,61
LARCENY-THEFT,2017-08-19,59
LARCENY-THEFT,2017-08-20,41
LARCENY-THEFT,2017-08-21,58
LARCENY-THEFT,2017-08-22,50
LARCENY-THEFT,2017-08-23,47
LARCENY-THEFT,2017-08-24,57
LARCENY-THEFT,2017-08-25,66
LARCENY-THEFT,2017-08-26,38
LARCENY-THEFT,2017-08-27,54
LARCENY-THEFT,2017-08-28,56
LARCENY-THEFT,2017-08-29,47
LARCENY-THEFT,2017-08-30,61
LARCENY-THEFT,2017-08-31,52
LARCENY-THEFT,2017-09-01,65
LARCENY-THEFT,2017-09-02,49
LARCENY-THEFT,2017-09-03,37
LARCENY-THEFT,2017-09-04,45
LARCENY-THEFT,2017-09-05,50
LARCENY-THEFT,2017-09-06,53
LARCENY-THEFT,2017-09-07,45
LARCENY-THEFT,2017-09-08,69
LARCENY-THEFT,2017-09-09,50
LARCENY-THEFT,2017-09-10,47
LARCENY-THEFT,2017-09-11,50
LARCENY-THEFT,2017-09-12,60
LARCENY-THEFT,2017-09-13,41
LARCENY-THEFT,2017-09-14,58
LARCENY-THEFT,2017-09-15,51
LARCENY-THEFT,2017-09-16,38
LARCENY-THEFT,2017-09-17,44
LARCENY-THEFT,2017-09-18,45
LARCENY-THEFT,2017-09-19,45
LARCENY-THEFT,2017-09-20,51
LARCENY-THEFT,2017-09-21,49
LARCENY-THEFT,2017-09-22,54
LARCENY-THEFT,2017-09-23,49
LARCENY-THEFT,2017-09-24,47
LARCENY-THEFT,2017-09-25,56
LARCENY-THEFT,2017-09-26,54
LARCENY-THEFT,2017-09-27,68
LARCENY-THEFT,2017-09-28,51
LARCENY-THEFT,2017-09-29,65
LARCENY-THEFT,2017-09-30,62
LARCENY-THEFT,2017-10-01,49
LARCENY-THEFT,2017-10-02,57
LARCENY-THEFT,2017-10-03,55
LARCENY-THEFT,2017-10-04,41
LARCENY-THEFT,2017-10-05,58
LARCENY-THEFT,2017-10-06,69
LARCENY-THEFT,2017-10-07,49
LARCENY-THEFT,2017-10-08,61
LARCENY-THEFT,2017-10-09,51
LARCENY-THEFT,2017-10-10,46
LARCENY-THEFT,2017-10-11,49
LARCENY-THEFT,2017-10-12,51
LARCENY-THEFT,2017-10-13,62
LARCENY-THEFT,2017-10-14,50
LARCENY-THEFT,2017-10-15,56
LARCENY-THEFT,2017-10-16,52
LARCENY-THEFT,2017-10-17,53
LARCENY-THEFT,2017-10-18,58
LARCENY-THEFT,2017-10-19,60
LARCENY-THEFT,2017-10-20,72
LARCENY-THEFT,2017-10-21,58
LARCENY-THEFT,2017-10-22,44
LARCENY-THEFT,2017-10-23,51
LARCENY-THEFT,2017-10-24,47
LARCENY-THEFT,2017-10-25,54
LARCENY-THEFT,2017-10-26,51
LARCENY-THEFT,2017-10-27,52
LARCENY-THEFT,2017-10-28,51
LARCENY-THEFT,2017-10-29,45
LARCENY-THEFT,2017-10-30,49
LARCENY-THEFT,2017-10-31,65
LARCENY-THEFT,2017-11-01,65
