Dispatch_Date,AGGRAVATED ASSAULT,MISC,MOTOR VEHICLE THEFT,BURGLARY,ARSON,ROBBERY,RAPE,DRUG OFFENSE,MURDER AND NON-NEGLIGENT MANSLAUGHTER
2007-06-15,113,252,134,30,1,25,2,54,0
2007-06-16,88,306,116,27,2,16,2,69,1
2007-06-17,109,214,114,17,1,36,1,44,1
2007-06-18,84,251,146,42,2,29,5,56,2
2007-06-19,103,288,146,44,1,26,2,68,1
2007-06-20,85,321,134,32,3,21,3,50,2
2007-06-21,100,311,143,32,1,21,1,63,6
2007-06-22,90,279,142,27,1,29,1,53,1
2007-06-23,109,260,122,24,5,18,1,44,1
2007-06-24,107,281,109,16,3,28,1,40,1
2007-06-25,90,325,151,42,1,27,5,40,2
2007-06-26,85,331,157,40,0,32,4,50,2
2007-06-27,97,280,145,41,1,30,6,38,0
2007-06-28,101,236,135,31,1,17,3,56,3
2007-06-29,116,296,143,33,1,28,5,70,0
2007-06-30,111,258,149,31,2,32,3,53,1
2007-07-01,112,302,118,23,2,28,3,39,0
2007-07-02,102,310,149,35,1,21,0,44,1
2007-07-03,84,372,136,30,3,21,3,67,0
2007-07-04,79,233,97,25,4,27,3,39,3
2007-07-05,96,291,134,43,0,42,3,64,3
2007-07-06,82,229,131,31,3,23,4,64,0
2007-07-07,109,291,118,27,2,35,3,56,1
2007-07-08,107,275,105,29,3,36,2,41,0
2007-07-09,99,303,132,34,1,22,1,37,1
2007-07-10,106,374,149,36,0,28,1,62,1
2007-07-11,139,355,139,24,1,35,3,60,0
2007-07-12,107,391,143,29,2,33,4,72,1
2007-07-13,94,289,135,40,1,33,2,54,2
2007-07-14,97,246,104,36,1,36,4,44,1
2007-07-15,107,270,107,37,1,22,3,54,2
2007-07-16,104,250,153,49,4,28,6,45,0
2007-07-17,80,369,127,30,0,37,2,68,2
2007-07-18,90,345,146,20,3,32,2,60,0
2007-07-19,83,347,152,33,2,33,2,54,2
2007-07-20,106,283,120,36,3,28,6,37,0
2007-07-21,111,269,112,33,1,27,3,70,2
2007-07-22,125,248,90,26,2,20,2,35,6
2007-07-23,104,277,163,34,2,38,3,44,1
2007-07-24,94,347,140,32,1,29,3,71,1
2007-07-25,87,360,149,43,4,39,3,71,1
2007-07-26,89,338,152,30,1,25,4,56,0
2007-07-27,90,280,136,46,2,28,4,46,0
2007-07-28,101,260,119,34,1,30,3,55,5
2007-07-29,120,232,97,34,1,25,2,34,1
2007-07-30,101,270,128,38,2,37,2,39,1
2007-07-31,72,414,143,35,2,36,4,59,1
2007-08-01,83,359,155,33,3,26,4,70,3
2007-08-02,79,330,135,30,2,37,2,54,0
2007-08-03,85,306,115,31,4,31,5,53,1
2007-08-04,105,273,82,28,1,26,4,65,0
2007-08-05,123,256,104,22,2,22,3,43,1
2007-08-06,106,261,127,39,4,22,0,33,0
2007-08-07,96,380,123,31,3,29,2,86,1
2007-08-08,87,327,139,38,2,38,2,67,0
2007-08-09,89,286,111,30,0,22,3,56,2
2007-08-10,76,282,122,46,0,20,3,62,0
2007-08-11,100,300,133,30,2,27,6,65,0
2007-08-12,92,273,120,25,4,23,1,54,1
2007-08-13,104,303,148,35,3,25,4,30,1
2007-08-14,99,345,141,44,3,26,1,62,1
2007-08-15,76,367,157,38,1,31,2,63,2
2007-08-16,89,370,125,37,1,23,2,74,2
2007-08-17,95,279,133,49,2,19,4,42,3
2007-08-18,88,267,116,37,2,30,1,42,1
2007-08-19,83,294,100,27,2,22,3,25,0
2007-08-20,75,292,152,40,2,25,0,42,1
2007-08-21,73,293,136,30,4,19,3,61,0
2007-08-22,69,355,125,37,1,30,1,65,0
2007-08-23,78,401,150,34,4,36,3,69,1
2007-08-24,93,300,155,31,2,25,2,56,0
2007-08-25,103,236,117,26,1,31,1,56,2
2007-08-26,100,269,128,26,6,24,2,38,3
2007-08-27,87,296,146,38,2,40,0,37,1
2007-08-28,88,371,160,33,2,43,1,60,0
2007-08-29,88,358,144,25,3,29,0,62,3
2007-08-30,88,312,104,26,3,38,7,66,0
2007-08-31,89,298,121,23,2,24,2,72,1
2007-09-01,104,263,126,22,4,32,2,60,7
2007-09-02,97,298,103,43,1,25,7,57,0
2007-09-03,102,233,92,28,1,23,3,40,1
2007-09-04,104,317,125,30,4,17,6,45,0
2007-09-05,92,356,130,49,1,27,4,73,2
2007-09-06,85,307,127,30,3,29,1,76,0
2007-09-07,93,272,115,31,2,33,3,63,2
2007-09-08,119,268,118,23,4,28,8,52,2
2007-09-09,112,281,115,19,2,36,2,41,1
2007-09-10,90,263,125,37,3,24,1,36,1
2007-09-11,100,264,126,29,2,34,1,96,0
2007-09-12,105,316,124,40,1,20,3,79,0
2007-09-13,84,342,119,32,3,30,3,68,0
2007-09-14,97,292,117,18,2,21,4,67,2
2007-09-15,99,327,101,23,1,36,2,67,0
2007-09-16,98,265,114,29,1,24,4,47,1
2007-09-17,86,244,122,39,2,30,0,47,0
2007-09-18,93,272,121,36,0,28,2,78,0
2007-09-19,103,281,140,38,1,30,3,86,0
2007-09-20,105,304,134,39,1,39,2,63,2
2007-09-21,119,258,137,23,2,31,7,40,0
2007-09-22,107,276,126,23,1,30,1,59,2
2007-09-23,110,277,116,24,1,27,3,43,1
2007-09-24,96,252,135,45,1,21,6,48,0
2007-09-25,123,296,147,37,1,27,7,79,3
2007-09-26,110,311,137,42,2,17,2,75,1
2007-09-27,102,301,133,39,3,33,1,56,0
2007-09-28,110,277,120,37,5,32,3,73,0
2007-09-29,105,232,136,22,1,34,4,47,0
2007-09-30,113,245,122,22,2,34,1,46,0
2007-10-01,118,245,136,45,1,37,4,60,0
2007-10-02,106,273,132,38,3,25,2,64,0
2007-10-03,107,318,150,34,2,32,1,68,1
2007-10-04,98,261,139,21,3,26,4,70,2
2007-10-05,123,264,123,35,0,23,4,59,2
2007-10-06,102,279,127,20,2,38,2,60,2
2007-10-07,128,291,108,23,3,25,6,37,1
2007-10-08,113,315,151,31,2,27,5,42,1
2007-10-09,101,278,137,33,5,29,1,69,0
2007-10-10,107,277,139,31,0,29,3,61,0
2007-10-11,113,297,123,31,2,33,2,73,0
2007-10-12,91,217,123,34,0,26,1,56,1
2007-10-13,98,264,101,24,1,20,4,52,0
2007-10-14,84,219,115,26,1,24,4,58,0
2007-10-15,93,232,135,32,2,23,2,63,1
2007-10-16,124,272,140,40,3,27,5,81,0
2007-10-17,111,300,153,25,2,23,5,61,3
2007-10-18,90,247,135,41,1,24,1,60,1
2007-10-19,112,221,120,31,1,36,2,47,1
2007-10-20,117,270,133,26,0,39,5,62,0
2007-10-21,117,269,124,25,2,38,6,48,1
2007-10-22,130,284,147,38,1,40,3,49,0
2007-10-23,113,283,129,41,2,18,4,67,0
2007-10-24,112,267,135,40,0,31,4,71,2
2007-10-25,106,265,123,37,0,29,2,61,2
2007-10-26,98,216,129,28,1,29,5,45,1
2007-10-27,87,209,135,29,0,46,1,41,2
2007-10-28,72,193,126,30,2,36,1,62,2
2007-10-29,95,253,137,40,0,24,5,47,1
2007-10-30,104,256,124,31,6,27,3,58,2
2007-10-31,95,281,128,24,0,34,3,33,1
2007-11-01,105,256,122,41,1,24,3,63,1
2007-11-02,98,230,99,18,1,30,3,61,0
2007-11-03,68,205,115,34,1,32,4,57,3
2007-11-04,68,230,125,27,2,24,3,37,0
2007-11-05,106,265,137,44,2,31,4,38,2
2007-11-06,66,237,137,85,1,22,2,64,1
2007-11-07,94,205,106,30,0,21,2,24,3
2007-11-08,95,254,118,29,0,29,4,46,1
2007-11-09,103,212,113,27,2,26,2,64,0
2007-11-10,82,243,127,35,1,24,3,61,1
2007-11-11,94,204,106,20,2,44,3,54,2
2007-11-12,72,287,144,38,1,28,4,37,0
2007-11-13,93,255,130,30,1,29,1,48,1
2007-11-14,91,281,141,27,2,41,4,66,0
2007-11-15,89,244,140,50,1,27,0,59,0
2007-11-16,78,213,145,31,0,31,0,52,1
2007-11-17,69,306,122,29,1,33,7,78,2
2007-11-18,87,247,107,29,0,30,2,48,3
2007-11-19,74,239,136,33,0,30,1,56,1
2007-11-20,75,270,155,38,1,28,1,72,0
2007-11-21,100,295,137,39,2,37,4,59,0
2007-11-22,85,141,100,21,2,14,1,25,1
2007-11-23,55,169,113,41,3,27,2,60,0
2007-11-24,81,242,111,24,1,20,2,57,1
2007-11-25,105,232,100,27,1,19,3,66,2
2007-11-26,86,254,121,44,4,36,0,41,1
2007-11-27,81,314,151,30,5,34,5,72,0
2007-11-28,93,270,132,49,0,26,5,68,1
2007-11-29,114,243,114,49,2,24,1,79,1
2007-11-30,91,288,114,37,0,26,3,81,1
2007-12-01,83,256,120,17,1,26,2,79,0
2007-12-02,83,247,93,19,3,24,2,75,0
2007-12-03,85,233,128,46,5,24,9,56,1
2007-12-04,95,257,122,36,4,23,3,64,0
2007-12-05,85,259,140,38,0,24,5,72,1
2007-12-06,94,229,96,40,1,22,1,76,0
2007-12-07,80,206,134,37,2,27,3,52,1
2007-12-08,82,214,130,26,0,27,2,69,2
2007-12-09,92,227,125,32,0,41,0,58,0
2007-12-10,90,267,180,47,0,26,6,45,1
2007-12-11,96,267,145,38,1,34,1,89,1
2007-12-12,84,247,163,43,1,35,1,61,0
2007-12-13,100,243,120,31,1,18,4,59,1
2007-12-14,107,226,124,38,0,32,0,68,0
2007-12-15,99,285,114,34,1,28,1,85,1
2007-12-16,76,153,116,29,2,21,1,37,1
2007-12-17,100,250,138,44,2,20,4,45,1
2007-12-18,90,247,131,25,1,30,4,72,0
2007-12-19,83,282,119,31,0,25,5,65,1
2007-12-20,107,267,111,35,0,31,2,62,2
2007-12-21,94,200,121,30,0,35,4,46,0
2007-12-22,75,219,117,26,2,24,1,55,1
2007-12-23,72,189,117,23,1,26,0,39,0
2007-12-24,63,200,123,35,2,28,3,44,1
2007-12-25,75,91,52,13,2,14,3,7,3
2007-12-26,73,278,113,36,1,20,3,52,0
2007-12-27,75,391,117,40,0,26,5,56,0
2007-12-28,65,328,129,33,1,22,2,69,0
2007-12-29,95,250,93,28,0,18,2,60,0
2007-12-30,89,271,98,22,1,24,5,38,1
2007-12-31,64,227,98,38,0,17,3,48,0
2008-01-01,109,233,76,16,5,19,5,52,1
2008-01-02,91,261,126,39,5,19,0,57,2
2008-01-03,68,205,99,25,2,27,4,70,0
2008-01-04,83,247,119,42,1,26,0,58,1
2008-01-05,82,243,105,34,2,24,1,64,1
2008-01-06,82,270,90,28,4,23,2,64,0
2008-01-07,97,280,131,41,1,28,0,52,0
2008-01-08,114,342,125,39,1,30,1,61,0
2008-01-09,115,274,124,44,2,26,3,71,1
2008-01-10,102,266,135,41,3,32,1,84,1
2008-01-11,109,259,103,46,0,32,2,69,0
2008-01-12,102,292,135,22,2,28,1,59,0
2008-01-13,95,222,88,30,1,24,3,56,0
2008-01-14,113,223,140,48,1,25,1,50,2
2008-01-15,87,311,124,39,2,27,2,62,1
2008-01-16,98,277,125,21,1,25,2,48,0
2008-01-17,84,238,123,28,3,19,2,55,0
2008-01-18,87,236,120,26,2,20,3,63,1
2008-01-19,84,256,101,36,1,32,4,81,3
2008-01-20,75,209,80,22,2,12,2,38,2
2008-01-21,61,214,122,23,2,13,1,35,0
2008-01-22,73,247,119,43,2,32,4,71,1
2008-01-23,81,260,123,41,2,27,1,74,1
2008-01-24,86,273,117,36,2,31,1,60,0
2008-01-25,89,242,120,38,1,31,3,59,0
2008-01-26,82,213,89,19,3,31,4,93,2
2008-01-27,88,224,117,28,3,24,2,63,0
2008-01-28,90,252,136,30,2,26,3,38,0
2008-01-29,86,255,112,54,4,25,4,69,0
2008-01-30,90,262,97,35,1,19,5,65,1
2008-01-31,75,213,112,36,3,25,3,56,3
2008-02-01,89,184,109,29,1,36,3,69,0
2008-02-02,87,270,79,18,2,22,3,89,1
2008-02-03,80,244,85,15,1,24,3,45,1
2008-02-04,103,239,132,40,4,26,3,51,1
2008-02-05,94,281,108,34,2,18,4,106,2
2008-02-06,133,309,118,26,1,19,5,66,0
2008-02-07,83,256,124,27,1,22,5,70,0
2008-02-08,101,242,113,37,2,32,2,71,0
2008-02-09,75,262,114,25,2,28,0,103,2
2008-02-10,62,245,94,19,0,24,3,56,0
2008-02-11,79,227,115,29,1,20,4,46,1
2008-02-12,70,175,84,30,3,13,2,50,0
2008-02-13,66,221,93,25,1,20,3,46,0
2008-02-14,93,242,113,29,3,26,0,57,1
2008-02-15,93,209,94,38,0,30,2,47,1
2008-02-16,77,253,110,24,3,18,6,77,0
2008-02-17,74,320,96,23,1,25,1,45,0
2008-02-18,66,380,107,21,0,13,2,71,0
2008-02-19,92,266,122,42,1,26,3,66,0
2008-02-20,85,244,110,41,0,24,0,63,4
2008-02-21,92,220,109,33,1,26,6,64,1
2008-02-22,78,192,88,20,1,21,4,34,0
2008-02-23,70,231,100,22,3,21,4,69,1
2008-02-24,103,238,111,32,3,27,5,58,3
2008-02-25,102,270,121,42,1,20,2,57,1
2008-02-26,92,275,121,27,1,18,3,87,0
2008-02-27,103,283,121,36,3,16,1,90,0
2008-02-28,118,231,103,29,2,16,2,53,0
2008-02-29,112,214,115,23,2,30,3,65,2
2008-03-01,87,273,107,29,1,22,8,70,1
2008-03-02,87,319,101,23,3,14,2,74,1
2008-03-03,102,279,111,33,1,18,0,61,0
2008-03-04,126,274,108,31,3,24,5,88,0
2008-03-05,112,300,117,32,1,27,3,84,0
2008-03-06,109,259,130,38,1,19,3,76,0
2008-03-07,116,225,109,36,2,20,3,54,0
2008-03-08,69,294,92,33,1,13,2,43,0
2008-03-09,81,259,103,25,0,14,2,59,1
2008-03-10,98,323,118,40,2,26,3,65,1
2008-03-11,130,285,133,45,1,26,4,87,0
2008-03-12,98,310,112,36,2,20,1,81,1
2008-03-13,109,242,102,36,4,27,6,63,2
2008-03-14,119,263,129,30,3,35,4,55,1
2008-03-15,120,364,103,29,2,26,3,89,0
2008-03-16,92,362,84,16,2,25,1,60,2
2008-03-17,82,293,133,47,2,24,0,48,1
2008-03-18,95,293,121,33,4,18,4,74,2
2008-03-19,74,324,96,24,2,25,3,53,0
2008-03-20,90,354,128,32,0,22,3,69,1
2008-03-21,81,264,96,29,2,30,2,76,0
2008-03-22,90,238,115,31,4,15,0,63,2
2008-03-23,72,243,63,18,1,22,3,47,3
2008-03-24,96,307,126,32,3,28,2,58,0
2008-03-25,99,289,118,31,2,18,1,96,0
2008-03-26,123,342,111,29,2,29,1,91,1
2008-03-27,105,259,111,34,5,32,4,73,0
2008-03-28,109,274,110,30,4,34,6,63,2
2008-03-29,73,246,88,23,0,21,2,68,1
2008-03-30,93,291,97,25,0,13,4,60,1
2008-03-31,90,248,113,42,1,20,0,56,1
2008-04-01,83,257,114,35,2,35,2,93,0
2008-04-02,153,301,103,24,2,24,4,54,0
2008-04-03,93,252,104,33,5,26,5,67,0
2008-04-04,111,260,121,30,2,31,2,68,1
2008-04-05,95,359,114,27,0,24,1,79,1
2008-04-06,105,271,103,27,1,26,2,59,1
2008-04-07,91,275,125,48,5,24,2,65,0
2008-04-08,117,294,124,31,1,27,1,76,0
2008-04-09,129,349,117,38,2,25,1,91,0
2008-04-10,151,318,104,35,6,19,3,94,2
2008-04-11,125,274,121,34,2,21,4,69,1
2008-04-12,110,282,120,25,1,30,6,64,3
2008-04-13,112,274,100,30,2,36,4,61,3
2008-04-14,106,263,117,37,4,29,2,66,0
2008-04-15,120,319,126,40,1,27,1,87,2
2008-04-16,115,278,127,30,3,16,3,79,1
2008-04-17,107,228,130,38,0,25,2,63,0
2008-04-18,109,266,130,31,4,30,4,68,1
2008-04-19,118,334,117,32,1,28,2,68,2
2008-04-20,112,331,90,27,1,32,1,66,3
2008-04-21,114,273,163,42,2,21,9,50,1
2008-04-22,79,260,116,34,3,23,4,61,0
2008-04-23,140,339,147,30,7,25,2,85,0
2008-04-24,113,293,118,41,2,14,2,61,0
2008-04-25,110,282,133,36,1,21,3,76,0
2008-04-26,96,316,112,24,0,29,4,63,0
2008-04-27,100,252,102,21,2,26,0,72,5
2008-04-28,114,234,115,49,2,20,4,37,0
2008-04-29,107,297,151,32,2,21,5,82,1
2008-04-30,104,291,151,30,1,18,2,55,1
2008-05-01,121,275,110,30,4,27,2,62,1
2008-05-02,98,232,112,32,3,28,2,76,0
2008-05-03,82,237,99,24,0,23,2,56,1
2008-05-04,93,231,94,21,0,19,1,68,2
2008-05-05,113,276,121,45,5,26,4,54,3
2008-05-06,93,287,100,19,1,22,1,93,1
2008-05-07,110,311,140,37,1,26,3,68,0
2008-05-08,108,240,148,34,2,23,3,56,0
2008-05-09,97,189,103,41,1,33,3,30,0
2008-05-10,67,261,108,22,1,18,2,58,2
2008-05-11,91,239,93,27,3,20,2,51,0
2008-05-12,75,187,131,43,1,20,4,34,0
2008-05-13,94,258,120,27,4,26,5,55,1
2008-05-14,116,242,106,33,1,30,2,68,1
2008-05-15,116,271,122,30,1,23,4,68,0
2008-05-16,92,212,97,44,2,24,1,40,1
2008-05-17,94,264,93,32,1,18,2,66,0
2008-05-18,112,320,107,20,3,38,4,65,0
2008-05-19,88,311,115,53,0,25,3,63,2
2008-05-20,96,266,115,31,0,22,2,74,1
2008-05-21,101,320,111,30,1,30,4,71,0
2008-05-22,104,265,139,41,1,23,2,62,0
2008-05-23,97,264,141,24,1,21,1,80,1
2008-05-24,108,291,115,27,2,20,4,77,3
2008-05-25,107,283,92,19,2,22,1,53,2
2008-05-26,93,272,96,34,0,17,2,43,0
2008-05-27,121,313,149,35,1,26,3,68,0
2008-05-28,110,289,135,41,2,26,5,76,1
2008-05-29,112,264,143,36,1,23,3,76,0
2008-05-30,118,259,127,35,3,32,3,82,1
2008-05-31,108,286,96,30,1,30,3,49,2
2008-06-01,127,412,114,32,4,27,3,64,3
2008-06-02,131,284,152,39,1,26,5,36,1
2008-06-03,99,300,141,31,3,12,3,56,1
2008-06-04,101,258,134,30,3,22,5,68,0
2008-06-05,112,282,125,36,1,18,0,74,1
2008-06-06,138,280,145,33,3,27,1,66,1
2008-06-07,91,319,116,17,1,26,3,61,0
2008-06-08,101,248,98,22,0,19,6,34,0
2008-06-09,108,243,151,44,2,29,2,25,0
2008-06-10,100,264,137,36,2,29,1,56,1
2008-06-11,111,340,136,44,1,22,5,59,0
2008-06-12,124,302,133,41,1,22,0,62,0
2008-06-13,123,278,121,31,1,24,4,72,0
2008-06-14,115,358,107,31,2,21,2,83,2
2008-06-15,122,271,119,20,2,33,2,38,2
2008-06-16,96,251,149,53,2,33,5,30,3
2008-06-17,97,321,153,34,2,22,4,80,3
2008-06-18,80,373,131,32,2,23,2,70,1
2008-06-19,124,357,150,36,2,27,2,78,2
2008-06-20,97,305,161,28,2,31,2,88,1
2008-06-21,106,361,101,28,4,21,3,82,1
2008-06-22,112,269,107,28,4,19,2,48,3
2008-06-23,96,301,132,41,1,35,2,41,2
2008-06-24,76,312,147,23,1,28,6,82,0
2008-06-25,105,341,145,37,4,29,3,52,0
2008-06-26,105,360,143,28,2,25,3,53,0
2008-06-27,92,337,128,33,3,28,3,65,0
2008-06-28,93,285,132,35,0,35,5,75,0
2008-06-29,121,267,124,27,1,30,4,50,3
2008-06-30,107,334,152,49,2,29,2,23,2
2008-07-01,92,315,148,37,3,25,3,54,0
2008-07-02,114,352,144,39,2,18,2,47,1
2008-07-03,116,353,106,36,2,30,3,55,0
2008-07-04,101,267,78,36,2,10,4,73,1
2008-07-05,121,250,128,28,1,23,2,79,0
2008-07-06,114,249,105,25,1,25,2,54,0
2008-07-07,87,276,144,41,6,36,1,42,0
2008-07-08,91,417,154,37,1,22,4,63,0
2008-07-09,111,398,130,36,7,31,4,66,1
2008-07-10,97,371,140,40,1,26,2,64,1
2008-07-11,108,263,123,33,2,26,3,55,1
2008-07-12,88,318,134,26,1,27,5,50,3
2008-07-13,104,271,88,25,3,32,9,42,0
2008-07-14,90,295,141,51,2,25,6,30,0
2008-07-15,92,296,159,53,3,25,3,71,2
2008-07-16,88,385,129,43,4,25,0,57,1
2008-07-17,73,324,150,39,2,27,6,63,1
2008-07-18,106,260,135,41,1,23,4,62,3
2008-07-19,93,331,121,37,2,34,1,55,0
2008-07-20,121,232,95,39,2,23,3,46,1
2008-07-21,91,369,126,58,1,19,5,34,2
2008-07-22,88,353,139,37,3,31,3,53,2
2008-07-23,69,320,117,41,1,21,5,45,0
2008-07-24,102,350,125,44,1,27,4,53,0
2008-07-25,83,280,125,45,3,27,1,73,1
2008-07-26,119,220,131,38,1,18,3,75,1
2008-07-27,103,231,137,36,1,28,2,40,2
2008-07-28,95,290,152,43,2,22,7,27,0
2008-07-29,106,360,158,43,0,30,4,54,0
2008-07-30,119,385,137,53,2,31,2,64,0
2008-07-31,103,314,131,33,4,25,9,59,0
2008-08-01,106,277,149,36,1,30,1,71,0
2008-08-02,104,298,103,38,1,27,5,75,0
2008-08-03,102,296,108,22,3,18,4,40,1
2008-08-04,83,345,154,62,2,24,2,33,0
2008-08-05,108,424,148,42,2,22,6,96,2
2008-08-06,97,387,138,48,2,22,1,68,0
2008-08-07,81,356,160,40,2,32,2,53,2
2008-08-08,103,273,126,36,2,30,6,79,1
2008-08-09,93,277,115,40,1,19,3,63,0
2008-08-10,79,231,80,21,2,25,5,34,6
2008-08-11,74,297,159,47,2,26,3,32,1
2008-08-12,89,340,156,40,3,26,5,66,0
2008-08-13,93,442,123,38,2,19,7,66,1
2008-08-14,90,317,128,38,2,16,8,78,0
2008-08-15,96,272,116,40,1,21,0,68,1
2008-08-16,101,259,108,51,2,34,5,80,1
2008-08-17,111,256,113,25,3,31,3,41,0
2008-08-18,103,367,149,60,1,21,4,61,0
2008-08-19,100,426,152,48,1,27,4,64,1
2008-08-20,74,434,160,34,1,24,1,53,1
2008-08-21,88,353,127,44,6,20,2,72,0
2008-08-22,84,278,140,44,1,29,3,69,0
2008-08-23,106,279,107,31,1,16,0,98,0
2008-08-24,113,224,104,30,5,26,7,37,0
2008-08-25,93,261,154,63,3,37,3,39,0
2008-08-26,117,325,147,69,3,28,6,48,0
2008-08-27,103,353,146,27,3,40,4,59,2
2008-08-28,87,364,129,42,4,23,3,76,3
2008-08-29,86,286,121,47,1,34,1,77,2
2008-08-30,124,216,91,31,2,28,1,73,3
2008-08-31,115,251,94,40,0,26,3,57,1
2008-09-01,103,204,126,42,2,35,2,35,0
2008-09-02,92,321,152,47,2,24,0,77,4
2008-09-03,75,326,157,46,1,29,2,84,0
2008-09-04,90,272,111,35,1,27,4,68,0
2008-09-05,109,230,111,29,5,24,4,62,1
2008-09-06,99,227,105,37,1,28,3,58,4
2008-09-07,80,198,119,33,1,22,1,36,0
2008-09-08,79,239,144,56,0,30,6,29,2
2008-09-09,91,259,153,42,4,22,3,64,1
2008-09-10,107,280,125,49,1,28,2,57,0
2008-09-11,98,274,126,30,1,23,1,41,2
2008-09-12,96,205,143,32,1,30,5,61,0
2008-09-13,89,263,105,28,1,28,2,88,2
2008-09-14,119,279,113,39,2,31,4,47,3
2008-09-15,115,260,135,42,6,25,3,24,0
2008-09-16,106,267,143,37,1,24,2,78,2
2008-09-17,131,229,121,40,4,30,2,50,0
2008-09-18,130,269,135,36,4,33,3,61,0
2008-09-19,93,248,130,45,0,33,4,76,1
2008-09-20,117,207,130,34,1,32,2,58,0
2008-09-21,134,238,121,27,1,30,1,49,1
2008-09-22,101,237,151,51,3,33,1,29,0
2008-09-23,99,261,122,41,3,30,6,62,1
2008-09-24,107,252,125,35,1,26,4,59,0
2008-09-25,94,217,119,48,3,36,2,40,2
2008-09-26,92,222,140,38,1,29,4,70,1
2008-09-27,91,238,144,29,1,25,0,61,1
2008-09-28,96,215,127,32,1,34,5,46,1
2008-09-29,100,230,122,48,1,18,4,36,0
2008-09-30,98,242,119,45,6,20,1,33,2
2008-10-01,97,269,126,22,1,36,3,65,0
2008-10-02,97,251,134,42,3,22,4,64,2
2008-10-03,95,260,133,32,1,27,1,79,1
2008-10-04,97,236,101,37,2,29,3,63,3
2008-10-05,76,250,112,23,2,35,5,45,1
2008-10-06,72,201,139,39,1,42,1,32,0
2008-10-07,97,289,131,29,2,25,3,58,0
2008-10-08,115,287,133,43,1,26,4,63,0
2008-10-09,102,294,124,43,0,25,1,73,0
2008-10-10,87,225,115,34,3,22,3,50,1
2008-10-11,92,266,113,41,3,25,2,55,2
2008-10-12,97,217,104,33,0,28,2,45,1
2008-10-13,101,259,149,37,4,23,4,34,0
2008-10-14,135,298,149,41,1,30,1,66,1
2008-10-15,108,264,139,25,4,32,3,57,0
2008-10-16,122,280,150,39,2,31,3,64,1
2008-10-17,119,239,140,33,2,33,0,59,3
2008-10-18,95,215,117,37,2,43,3,43,0
2008-10-19,87,236,111,35,2,29,1,36,0
2008-10-20,116,175,123,57,3,29,5,22,0
2008-10-21,101,210,121,56,2,25,3,58,1
2008-10-22,92,233,125,32,2,29,4,55,1
2008-10-23,83,259,135,34,1,32,5,52,6
2008-10-24,87,238,120,35,2,22,2,68,2
2008-10-25,89,214,120,32,2,33,5,57,0
2008-10-26,90,202,99,30,2,37,5,50,2
2008-10-27,69,210,126,34,7,39,3,34,3
2008-10-28,78,177,111,37,2,32,0,58,4
2008-10-29,74,213,107,34,2,20,1,40,1
2008-10-30,150,367,152,40,1,36,4,43,0
2008-10-31,113,256,94,25,0,35,0,60,2
2008-11-01,96,221,114,28,3,37,3,44,1
2008-11-02,104,213,96,30,4,32,2,44,4
2008-11-03,100,246,142,44,1,35,0,45,0
2008-11-04,92,273,123,32,0,28,2,61,1
2008-11-05,70,263,127,51,1,39,5,62,1
2008-11-06,80,218,128,37,1,39,2,59,0
2008-11-07,109,223,121,41,0,31,2,73,1
2008-11-08,64,254,115,24,1,23,2,68,1
2008-11-09,93,212,105,37,3,20,1,50,2
2008-11-10,73,245,145,71,0,34,2,59,1
2008-11-11,81,242,135,33,1,38,3,99,0
2008-11-12,83,251,129,44,3,27,1,58,1
2008-11-13,88,242,102,47,1,36,1,54,0
2008-11-14,87,201,118,34,3,34,4,66,1
2008-11-15,92,238,122,29,1,23,0,82,1
2008-11-16,103,220,104,41,0,25,2,44,1
2008-11-17,93,203,120,46,0,44,3,39,0
2008-11-18,61,204,100,34,1,28,3,68,0
2008-11-19,88,223,114,45,2,29,3,53,0
2008-11-20,63,140,101,32,0,33,2,39,1
2008-11-21,125,245,124,46,1,29,4,63,1
2008-11-22,65,240,98,33,4,19,1,68,0
2008-11-23,81,187,96,24,1,27,1,40,0
2008-11-24,87,193,147,32,0,34,7,26,0
2008-11-25,81,224,108,40,1,23,2,62,0
2008-11-26,78,249,118,35,1,29,3,69,1
2008-11-27,76,107,69,36,2,23,2,24,0
2008-11-28,77,205,116,38,3,26,3,69,2
2008-11-29,74,234,112,31,1,25,1,76,1
2008-11-30,84,268,87,30,2,26,2,61,0
2008-12-01,95,223,136,48,3,28,0,28,3
2008-12-02,69,254,112,33,0,22,6,79,0
2008-12-03,88,268,100,33,3,40,8,73,2
2008-12-04,89,219,131,33,1,15,4,61,0
2008-12-05,118,227,106,39,0,32,0,55,1
2008-12-06,80,201,120,25,1,32,2,74,1
2008-12-07,78,219,112,29,1,19,2,53,0
2008-12-08,92,194,132,38,3,34,2,38,0
2008-12-09,90,266,129,51,2,28,0,72,0
2008-12-10,101,250,125,35,0,37,4,76,1
2008-12-11,82,196,117,30,2,27,2,44,1
2008-12-12,93,221,109,42,3,38,2,63,0
2008-12-13,81,271,112,44,0,28,2,104,0
2008-12-14,81,214,91,32,2,28,3,45,4
2008-12-15,86,222,136,49,1,23,1,47,1
2008-12-16,105,252,147,40,1,31,2,70,2
2008-12-17,104,242,137,53,1,27,7,63,0
2008-12-18,89,214,115,38,2,28,3,60,1
2008-12-19,90,199,110,42,2,29,4,69,1
2008-12-20,73,213,115,29,0,26,2,86,0
