Dispatch_Date,AGGRAVATED ASSAULT,MISC,MOTOR VEHICLE THEFT,BURGLARY,ARSON,ROBBERY,RAPE,DRUG OFFENSE,MURDER AND NON-NEGLIGENT MANSLAUGHTER
2008-12-21,54,168,78,31,2,33,0,49,0
2008-12-22,56,202,100,47,0,18,3,24,0
2008-12-23,67,215,120,35,2,33,5,52,0
2008-12-24,61,135,91,26,1,26,1,21,0
2008-12-25,65,100,47,28,2,20,2,12,3
2008-12-26,69,233,106,30,1,31,1,91,1
2008-12-27,80,257,82,28,2,34,3,75,3
2008-12-28,85,228,92,33,0,34,2,37,2
2008-12-29,71,302,108,50,2,34,0,35,1
2008-12-30,64,313,106,41,0,34,7,73,0
2008-12-31,67,208,72,23,0,21,3,67,1
2009-01-01,140,167,80,23,1,26,8,60,1
2009-01-02,61,225,107,37,0,35,1,61,0
2009-01-03,61,235,71,31,3,32,3,60,0
2009-01-04,67,225,90,28,1,34,0,41,0
2009-01-05,58,198,119,57,3,36,4,27,1
2009-01-06,55,230,116,33,1,22,3,62,1
2009-01-07,79,224,101,46,1,35,1,53,0
2009-01-08,66,260,97,37,3,25,3,83,2
2009-01-09,91,193,114,52,4,29,5,84,0
2009-01-10,66,231,89,25,2,20,1,76,0
2009-01-11,69,164,82,18,0,26,3,48,0
2009-01-12,101,183,93,26,1,21,3,31,0
2009-01-13,105,259,85,29,1,38,3,81,0
2009-01-14,87,260,100,44,0,30,4,74,1
2009-01-15,100,222,101,24,0,25,0,61,0
2009-01-16,74,170,80,26,1,30,0,48,2
2009-01-17,79,228,78,33,2,29,2,61,1
2009-01-18,64,193,78,16,2,30,1,41,1
2009-01-19,47,202,93,34,0,28,2,30,2
2009-01-20,65,252,102,36,0,23,1,59,2
2009-01-21,60,249,107,33,2,23,1,58,0
2009-01-22,80,235,91,35,1,24,4,57,0
2009-01-23,92,229,119,37,1,36,2,73,0
2009-01-24,84,242,86,30,0,17,3,65,2
2009-01-25,85,214,69,23,2,24,0,61,1
2009-01-26,77,174,98,29,1,21,4,41,0
2009-01-27,85,226,102,38,5,29,3,59,0
2009-01-28,56,161,75,20,1,19,4,59,0
2009-01-29,73,227,101,31,0,20,1,45,0
2009-01-30,90,191,85,29,4,35,3,56,0
2009-01-31,52,195,82,16,2,16,1,75,1
2009-02-01,92,204,77,20,1,21,4,47,1
2009-02-02,95,187,117,30,1,19,7,43,5
2009-02-03,71,226,100,33,1,34,4,60,0
2009-02-04,52,213,77,21,1,19,1,46,0
2009-02-05,58,217,83,19,2,24,1,48,0
2009-02-06,68,164,88,25,0,22,0,79,0
2009-02-07,78,215,90,16,2,19,5,73,0
2009-02-08,96,280,81,24,2,20,2,38,1
2009-02-09,96,237,109,26,2,20,2,35,2
2009-02-10,82,259,119,23,2,23,4,89,0
2009-02-11,76,296,104,17,0,22,2,80,0
2009-02-12,74,238,112,41,3,20,4,56,0
2009-02-13,100,192,104,31,0,21,1,49,2
2009-02-14,80,195,88,20,1,20,4,72,1
2009-02-15,72,297,89,24,1,26,3,43,0
2009-02-16,66,248,112,18,0,18,5,54,0
2009-02-17,66,236,97,38,4,30,0,76,0
2009-02-18,81,213,78,16,0,26,2,58,1
2009-02-19,86,231,91,39,4,30,4,58,1
2009-02-20,84,185,97,22,1,16,2,43,0
2009-02-21,78,248,95,19,0,21,2,70,3
2009-02-22,79,267,85,21,2,19,0,49,0
2009-02-23,77,204,102,25,1,21,3,39,4
2009-02-24,94,267,81,21,2,18,2,56,2
2009-02-25,86,229,112,30,2,21,3,65,0
2009-02-26,73,267,85,20,2,20,2,79,1
2009-02-27,81,210,98,23,2,20,2,70,1
2009-02-28,89,262,92,21,0,25,6,79,0
2009-03-01,78,281,82,14,2,24,2,65,1
2009-03-02,60,112,67,14,0,8,2,15,0
2009-03-03,81,177,78,22,3,18,3,63,1
2009-03-04,75,207,78,22,2,22,0,66,1
2009-03-05,89,244,99,27,0,23,0,52,0
2009-03-06,102,227,94,18,3,27,1,77,1
2009-03-07,101,340,104,17,0,25,3,65,1
2009-03-08,107,310,87,16,1,29,4,49,2
2009-03-09,105,187,120,18,2,25,6,46,0
2009-03-10,88,255,112,28,0,26,6,68,0
2009-03-11,99,281,104,30,3,24,3,70,2
2009-03-12,86,260,115,16,0,24,2,64,0
2009-03-13,102,208,99,20,1,24,4,63,0
2009-03-14,106,338,108,25,1,27,1,95,0
2009-03-15,95,341,104,18,1,18,5,48,5
2009-03-16,92,205,101,17,1,29,2,30,0
2009-03-17,93,274,93,14,0,17,3,75,1
2009-03-18,119,290,105,19,2,21,3,78,1
2009-03-19,118,250,95,21,0,19,5,71,1
2009-03-20,110,262,103,31,1,22,1,66,1
2009-03-21,79,306,102,24,0,21,1,79,0
2009-03-22,92,269,99,17,1,16,2,56,1
2009-03-23,104,240,114,33,2,14,3,30,0
2009-03-24,92,237,97,24,1,12,1,81,0
2009-03-25,87,259,123,19,0,26,1,83,1
2009-03-26,91,229,108,32,5,17,1,62,1
2009-03-27,103,294,99,31,1,18,3,94,1
2009-03-28,83,326,105,20,1,25,3,73,0
2009-03-29,97,289,88,16,4,15,2,44,1
2009-03-30,107,223,131,25,2,15,0,39,0
2009-03-31,89,264,114,35,2,26,2,80,0
2009-04-01,120,224,98,21,0,30,3,81,0
2009-04-02,120,295,114,16,2,24,1,77,1
2009-04-03,110,260,100,32,3,16,3,78,1
2009-04-04,73,373,94,26,2,18,5,84,0
2009-04-05,99,322,101,22,2,27,0,51,0
2009-04-06,72,287,129,30,1,29,0,37,1
2009-04-07,69,373,114,24,1,20,1,101,0
2009-04-08,64,328,90,26,2,21,3,76,0
2009-04-09,83,480,101,19,2,18,1,85,1
2009-04-10,101,276,123,35,1,37,2,84,0
2009-04-11,80,275,81,28,2,29,2,79,2
2009-04-12,77,205,58,32,1,24,3,46,0
2009-04-13,119,217,112,23,0,22,0,32,2
2009-04-14,82,216,100,37,1,15,1,52,1
2009-04-15,68,208,90,34,3,24,2,64,0
2009-04-16,104,295,91,25,2,29,1,64,1
2009-04-17,86,301,113,24,0,22,1,74,0
2009-04-18,99,301,113,22,3,24,2,83,1
2009-04-19,91,256,108,28,1,28,2,43,1
2009-04-20,93,195,103,24,1,19,3,26,1
2009-04-21,104,265,114,23,3,23,1,73,1
2009-04-22,133,308,128,20,1,27,3,70,0
2009-04-23,92,249,116,39,0,28,7,59,1
2009-04-24,114,235,101,28,2,17,4,68,1
2009-04-25,106,292,96,26,1,19,3,77,0
2009-04-26,108,302,91,26,1,23,2,42,3
2009-04-27,101,238,101,32,0,24,0,31,0
2009-04-28,135,213,96,23,1,20,2,56,2
2009-04-29,109,269,106,28,0,32,0,74,0
2009-04-30,109,253,111,20,1,20,0,52,2
2009-05-01,99,247,103,28,0,34,1,80,1
2009-05-02,94,278,108,13,2,17,1,93,0
2009-05-03,90,253,75,17,0,23,4,40,1
2009-05-04,84,208,122,43,1,32,3,23,1
2009-05-05,83,248,133,27,1,28,3,76,1
2009-05-06,106,246,134,21,0,26,3,64,0
2009-05-07,100,272,125,37,1,24,2,72,0
2009-05-08,100,225,107,24,2,18,3,71,2
2009-05-09,118,272,105,24,2,25,2,79,0
2009-05-10,101,254,112,26,1,21,4,36,2
2009-05-11,95,226,134,35,0,28,3,28,1
2009-05-12,130,283,124,27,1,34,1,48,0
2009-05-13,123,261,105,33,4,28,3,61,0
2009-05-14,105,246,104,38,0,16,0,42,3
2009-05-15,119,233,99,20,0,19,3,70,0
2009-05-16,123,331,109,29,1,19,3,72,0
2009-05-17,87,257,92,21,0,23,3,27,0
2009-05-18,109,288,115,30,1,22,5,45,1
2009-05-19,97,246,127,43,2,39,5,37,1
2009-05-20,108,297,136,18,0,17,6,70,1
2009-05-21,116,269,124,28,2,19,0,61,0
2009-05-22,124,250,112,23,2,26,5,74,0
2009-05-23,108,298,111,30,0,18,2,62,3
2009-05-24,97,259,100,23,0,27,2,48,1
2009-05-25,111,251,84,20,1,27,2,34,0
2009-05-26,102,274,122,39,3,18,4,66,0
2009-05-27,103,266,104,32,4,19,2,70,1
2009-05-28,110,324,115,29,1,24,4,65,0
2009-05-29,111,234,107,38,1,36,3,80,1
2009-05-30,101,306,97,18,2,22,2,83,1
2009-05-31,97,308,93,13,0,26,0,62,3
2009-06-01,89,230,133,28,1,28,3,23,0
2009-06-02,120,252,124,25,4,28,2,76,0
2009-06-03,115,300,115,31,2,18,3,63,0
2009-06-04,122,250,122,33,1,25,3,50,2
2009-06-05,92,174,129,25,3,21,0,52,0
2009-06-06,83,241,113,27,0,24,1,60,0
2009-06-07,119,333,116,16,1,20,1,54,0
2009-06-08,88,272,128,32,1,22,3,46,1
2009-06-09,89,315,131,37,1,18,3,70,2
2009-06-10,121,267,136,33,0,21,3,69,3
2009-06-11,100,224,135,33,0,28,0,72,3
2009-06-12,113,227,130,25,0,23,2,68,1
2009-06-13,118,328,104,19,3,30,6,79,1
2009-06-14,107,240,99,21,0,28,8,46,0
2009-06-15,117,294,128,36,1,29,4,49,2
2009-06-16,110,302,134,29,2,18,1,70,0
2009-06-17,79,242,120,38,3,26,0,75,1
2009-06-18,77,241,126,27,0,19,1,58,0
2009-06-19,108,253,120,30,0,26,1,69,0
2009-06-20,83,237,99,29,2,19,3,48,0
2009-06-21,102,305,87,15,1,24,1,38,4
2009-06-22,96,292,123,30,0,33,4,57,1
2009-06-23,102,369,118,31,1,27,4,77,2
2009-06-24,105,347,125,22,1,21,7,66,0
2009-06-25,78,363,112,30,2,22,2,62,0
2009-06-26,98,279,104,24,0,27,1,87,1
2009-06-27,110,233,107,15,1,22,3,69,2
2009-06-28,83,305,90,26,2,19,3,58,1
2009-06-29,75,297,125,37,2,23,2,37,0
2009-06-30,97,311,125,33,1,23,9,73,0
2009-07-01,96,281,117,22,0,23,3,72,1
2009-07-02,80,261,121,39,0,14,4,62,2
2009-07-03,100,253,94,26,0,22,0,70,0
2009-07-04,109,269,68,22,0,22,3,53,0
2009-07-05,113,243,75,30,4,21,0,32,0
2009-07-06,108,257,122,38,2,23,0,34,2
2009-07-07,102,304,141,32,1,28,1,50,0
2009-07-08,73,365,113,29,0,26,4,80,2
2009-07-09,99,400,129,32,1,19,2,67,0
2009-07-10,90,252,117,20,0,25,3,70,0
2009-07-11,97,265,93,29,1,19,5,56,1
2009-07-12,104,203,94,25,2,21,0,38,0
2009-07-13,104,249,145,37,3,14,4,40,1
2009-07-14,76,310,123,31,2,35,0,62,1
2009-07-15,121,297,122,19,1,13,1,72,0
2009-07-16,78,287,106,32,1,27,4,56,1
2009-07-17,88,260,122,27,0,19,4,79,1
2009-07-18,92,284,108,19,1,22,3,69,1
2009-07-19,102,298,94,28,2,29,3,37,0
2009-07-20,112,260,141,29,1,19,2,25,2
2009-07-21,106,310,124,39,2,27,1,56,3
2009-07-22,108,350,139,21,2,27,3,63,0
2009-07-23,110,321,124,38,1,26,1,54,0
2009-07-24,88,251,101,41,1,27,3,69,0
2009-07-25,114,259,101,28,2,24,2,60,3
2009-07-26,101,244,105,24,3,28,2,30,4
2009-07-27,96,284,133,49,3,18,2,30,1
2009-07-28,89,278,128,38,1,25,3,62,0
2009-07-29,88,282,112,30,0,26,3,78,0
2009-07-30,106,254,123,37,0,26,0,65,0
2009-07-31,92,245,123,26,2,30,2,74,1
2009-08-01,84,296,105,27,0,22,1,77,1
2009-08-02,105,225,98,21,0,24,2,28,1
2009-08-03,91,246,143,42,1,28,1,24,0
2009-08-04,119,387,128,36,3,32,3,73,2
2009-08-05,86,366,126,34,1,27,7,77,1
2009-08-06,114,287,141,18,1,30,2,63,2
2009-08-07,107,268,116,33,0,21,3,70,2
2009-08-08,86,263,100,24,1,33,4,63,1
2009-08-09,111,198,111,24,0,28,5,31,1
2009-08-10,90,237,153,37,0,22,6,23,1
2009-08-11,79,335,115,33,0,21,4,63,0
2009-08-12,96,295,126,33,1,36,1,64,1
2009-08-13,85,293,124,25,3,34,2,60,1
2009-08-14,92,250,128,33,1,25,3,82,1
2009-08-15,95,305,96,36,0,20,1,67,0
2009-08-16,127,284,100,25,0,19,1,38,1
2009-08-17,77,323,115,47,2,28,4,32,1
2009-08-18,77,294,152,32,1,33,1,56,1
2009-08-19,78,287,117,33,1,29,1,70,0
2009-08-20,91,271,127,42,2,32,5,63,1
2009-08-21,97,260,119,28,0,29,3,63,1
2009-08-22,97,199,117,28,0,26,2,53,0
2009-08-23,99,231,103,37,0,22,2,35,1
2009-08-24,90,223,139,40,2,22,2,27,3
2009-08-25,83,296,149,47,3,28,5,61,0
2009-08-26,80,305,138,43,0,25,2,65,2
2009-08-27,90,329,147,30,1,28,2,53,0
2009-08-28,70,243,118,37,2,37,1,77,0
2009-08-29,85,261,116,39,2,30,3,71,2
2009-08-30,109,199,113,44,0,29,3,32,0
2009-08-31,101,246,162,48,4,34,2,26,0
2009-09-01,73,301,156,33,2,21,3,58,0
2009-09-02,75,332,130,26,1,25,3,73,3
2009-09-03,78,316,141,35,3,28,3,82,2
2009-09-04,98,219,141,34,1,32,3,91,0
2009-09-05,93,227,112,29,3,18,1,65,1
2009-09-06,93,236,86,30,2,27,4,43,1
2009-09-07,98,195,105,28,3,23,1,37,2
2009-09-08,99,262,156,40,7,24,4,61,1
2009-09-09,81,224,112,30,2,26,1,63,0
2009-09-10,86,200,117,42,1,37,4,43,0
2009-09-11,85,139,98,32,1,19,1,50,1
2009-09-12,90,233,105,31,0,31,2,84,1
2009-09-13,103,227,101,23,4,25,4,31,0
2009-09-14,101,215,139,33,3,36,1,27,0
2009-09-15,97,231,125,31,1,20,2,73,2
2009-09-16,78,214,134,44,0,33,3,41,0
2009-09-17,94,231,116,35,1,28,0,63,1
2009-09-18,108,227,107,31,2,36,3,64,0
2009-09-19,99,237,115,28,0,32,6,57,2
2009-09-20,104,218,109,35,0,26,1,35,0
2009-09-21,92,201,120,37,2,31,1,27,3
2009-09-22,113,208,126,146,1,24,5,65,1
2009-09-23,114,219,103,46,1,23,2,59,2
2009-09-24,119,219,134,25,1,23,2,42,1
2009-09-25,104,248,146,37,1,30,3,72,1
2009-09-26,93,198,121,24,1,25,2,54,1
2009-09-27,87,175,92,31,0,29,0,28,0
2009-09-28,93,245,140,22,2,29,1,24,0
2009-09-29,82,249,134,42,1,33,2,53,0
2009-09-30,94,233,110,33,0,27,5,66,0
2009-10-01,106,219,128,28,2,36,4,75,1
2009-10-02,98,243,116,26,1,21,1,60,0
2009-10-03,97,230,109,27,1,20,0,88,0
2009-10-04,106,210,109,22,3,17,3,37,2
2009-10-05,85,218,127,48,3,28,3,50,1
2009-10-06,105,264,126,36,2,20,8,64,0
2009-10-07,97,221,131,37,0,35,4,58,1
2009-10-08,92,309,117,30,1,12,0,64,3
2009-10-09,103,213,123,29,3,32,4,64,3
2009-10-10,103,227,139,25,1,29,2,58,0
2009-10-11,82,254,108,32,3,17,3,43,1
2009-10-12,67,207,117,43,1,22,4,32,0
2009-10-13,75,227,126,40,0,29,2,63,1
2009-10-14,76,219,123,34,0,24,1,55,1
2009-10-15,71,150,108,33,1,24,2,31,1
2009-10-16,80,174,130,29,0,22,3,48,1
2009-10-17,68,189,108,22,1,33,4,50,0
2009-10-18,64,174,91,31,1,29,3,27,1
2009-10-19,91,207,136,40,1,24,4,31,2
2009-10-20,78,237,121,49,0,26,2,62,2
2009-10-21,86,240,117,38,3,26,1,51,1
2009-10-22,103,281,120,32,0,27,1,64,0
2009-10-23,109,251,116,44,0,33,5,62,1
2009-10-24,74,192,120,30,5,31,2,56,2
2009-10-25,106,210,109,31,2,21,0,42,1
2009-10-26,113,201,146,45,1,24,4,33,1
2009-10-27,102,205,118,43,0,19,5,54,1
2009-10-28,87,194,105,41,1,25,3,42,0
2009-10-29,97,223,126,44,0,20,1,77,0
2009-10-30,108,264,109,27,0,30,6,54,0
2009-10-31,101,235,111,31,0,20,2,59,1
2009-11-01,92,208,110,20,0,31,3,24,1
2009-11-02,109,219,133,31,1,30,3,26,0
2009-11-03,74,209,104,39,0,32,2,52,3
2009-11-04,76,185,115,34,0,24,1,61,0
2009-11-05,95,209,114,25,1,23,3,73,1
2009-11-06,86,183,102,34,1,19,3,61,0
2009-11-07,73,235,87,35,3,21,0,62,2
2009-11-08,88,212,104,33,0,22,3,40,2
2009-11-09,107,199,117,24,2,23,2,29,1
2009-11-10,98,308,130,49,1,23,2,72,1
2009-11-11,70,242,130,19,2,24,5,64,0
2009-11-12,72,209,125,37,4,21,2,59,1
2009-11-13,92,194,129,29,0,28,1,63,2
2009-11-14,90,231,134,37,2,24,2,76,1
2009-11-15,77,256,122,33,0,26,5,40,2
2009-11-16,95,245,147,43,4,24,3,43,0
2009-11-17,86,267,151,30,0,30,3,62,2
2009-11-18,119,243,127,42,0,17,2,81,0
2009-11-19,119,232,124,31,3,27,3,67,0
2009-11-20,91,206,133,35,1,34,3,81,3
2009-11-21,65,186,105,26,1,24,4,74,2
2009-11-22,71,219,81,20,1,21,3,37,0
2009-11-23,67,193,107,40,1,37,6,25,0
2009-11-24,89,220,110,50,1,26,3,58,1
2009-11-25,69,235,111,41,2,26,1,59,0
2009-11-26,70,130,63,21,3,9,1,21,0
2009-11-27,62,177,106,44,3,28,1,53,0
2009-11-28,66,224,101,30,0,26,1,80,1
2009-11-29,76,241,105,29,4,35,5,57,2
2009-11-30,73,219,119,44,2,31,4,31,1
2009-12-01,85,234,108,25,5,33,0,65,1
2009-12-02,87,195,127,30,1,31,1,47,2
2009-12-03,85,216,120,44,1,21,0,58,0
2009-12-04,109,187,140,38,4,33,3,61,0
2009-12-05,89,226,110,26,2,34,4,49,1
2009-12-06,59,176,94,21,0,14,2,39,1
2009-12-07,95,217,114,39,2,33,4,34,0
2009-12-08,79,238,113,30,1,15,4,72,0
2009-12-09,82,217,122,35,0,35,2,76,2
2009-12-10,83,230,114,45,3,24,3,68,0
2009-12-11,72,188,111,36,3,17,4,65,1
2009-12-12,69,230,119,22,1,20,2,69,2
2009-12-13,64,176,94,27,1,24,1,44,0
2009-12-14,89,206,135,32,2,27,2,37,0
2009-12-15,93,267,112,20,1,35,2,53,1
2009-12-16,89,246,145,24,1,32,1,61,0
2009-12-17,95,206,101,33,1,29,3,47,2
2009-12-18,91,187,124,26,0,34,3,43,1
2009-12-19,43,127,63,19,0,15,1,24,0
2009-12-20,50,81,58,17,1,11,1,7,0
2009-12-21,63,136,85,29,1,13,0,17,0
2009-12-22,60,176,96,28,2,26,5,38,0
2009-12-23,60,163,105,58,0,23,5,35,0
2009-12-24,71,151,84,25,2,27,2,30,0
2009-12-25,55,57,41,23,2,9,3,12,1
2009-12-26,83,123,75,28,2,18,2,37,0
2009-12-27,81,204,94,28,2,19,2,42,1
2009-12-28,77,262,118,33,0,39,4,31,2
2009-12-29,59,212,117,46,2,28,2,48,0
2009-12-30,58,205,113,28,1,20,1,64,1
2009-12-31,54,158,92,27,0,27,3,54,2
2010-01-01,107,217,90,29,2,21,6,61,1
2010-01-02,55,176,97,32,1,21,1,46,0
2010-01-03,72,138,90,24,2,14,2,31,1
2010-01-04,56,160,124,26,1,15,2,29,0
2010-01-05,89,218,103,28,1,22,2,49,0
2010-01-06,63,181,116,35,1,28,1,58,0
2010-01-07,93,226,125,20,1,33,3,69,2
2010-01-08,83,150,98,28,1,26,3,71,1
2010-01-09,63,178,97,21,2,29,1,53,0
2010-01-10,83,136,76,14,2,20,2,30,1
2010-01-11,85,178,120,37,0,21,1,33,0
2010-01-12,79,189,122,41,0,25,3,53,3
2010-01-13,101,194,106,27,2,18,2,72,0
2010-01-14,82,230,115,30,1,23,0,57,0
2010-01-15,90,198,102,37,0,37,0,64,0
2010-01-16,78,243,98,23,4,24,0,81,0
2010-01-17,76,217,99,35,1,14,0,54,0
2010-01-18,74,222,133,29,4,17,3,39,1
2010-01-19,81,211,129,28,1,36,0,73,2
2010-01-20,111,253,110,24,0,31,1,57,1
2010-01-21,102,191,114,30,1,14,2,63,0
2010-01-22,97,187,124,29,1,29,3,67,2
2010-01-23,78,201,101,29,0,26,1,68,1
2010-01-24,75,184,99,30,2,20,1,46,4
2010-01-25,90,172,145,34,2,27,5,22,0
2010-01-26,88,237,128,40,2,21,2,65,0
2010-01-27,90,209,121,29,5,21,3,69,0
2010-01-28,74,218,107,54,0,18,4,44,0
2010-01-29,81,163,97,32,1,20,3,53,0
2010-01-30,69,198,110,20,0,15,3,71,0
2010-01-31,67,177,97,16,1,17,0,43,0
2010-02-01,96,196,100,27,1,16,1,62,0
2010-02-02,90,236,120,15,2,13,1,94,1
2010-02-03,75,237,109,26,1,25,5,84,0
2010-02-04,97,189,107,25,0,23,2,62,2
2010-02-05,116,168,102,18,2,27,2,71,0
2010-02-06,47,88,38,13,0,16,0,10,0
2010-02-07,51,103,65,10,0,10,1,16,0
2010-02-08,68,173,84,20,1,18,1,28,0
2010-02-09,69,171,81,25,1,18,1,45,1
2010-02-10,33,71,20,6,0,9,0,8,0
2010-02-11,53,107,61,10,0,8,1,20,3
2010-02-12,58,143,57,17,0,12,1,32,1
2010-02-13,77,140,69,14,0,14,3,42,0
2010-02-14,90,158,69,14,1,18,2,21,2
2010-02-15,50,301,65,20,2,14,2,35,1
2010-02-16,70,185,92,21,0,11,5,52,0
2010-02-17,92,180,89,21,2,18,1,63,2
2010-02-18,80,227,105,21,1,19,0,67,0
2010-02-19,100,172,122,20,0,19,1,62,0
2010-02-20,77,254,97,19,2,20,1,83,2
2010-02-21,95,223,93,15,2,15,4,49,1
2010-02-22,104,196,118,30,1,22,4,47,1
2010-02-23,82,162,100,21,0,22,3,48,0
2010-02-24,89,243,108,26,2,18,2,64,0
2010-02-25,58,155,105,19,1,15,0,53,1
2010-02-26,52,140,92,14,1,12,2,53,1
2010-02-27,89,183,86,20,1,23,1,66,0
2010-02-28,72,230,93,12,2,9,0,62,0
2010-03-01,85,204,106,31,0,30,2,30,1
2010-03-02,87,229,118,30,3,16,2,68,1
2010-03-03,96,199,108,26,1,27,4,74,1
2010-03-04,102,213,127,34,2,21,3,80,2
2010-03-05,85,184,100,21,0,28,2,43,0
2010-03-06,93,209,94,28,1,22,3,68,0
2010-03-07,78,211,113,16,2,15,7,36,1
2010-03-08,95,206,104,24,4,20,0,49,0
2010-03-09,118,236,104,14,3,13,2,64,2
2010-03-10,115,259,114,42,3,26,3,96,0
2010-03-11,115,291,108,39,0,22,3,78,2
2010-03-12,94,171,108,24,1,11,1,58,1
2010-03-13,66,167,89,13,1,15,1,62,2
2010-03-14,79,178,86,26,1,15,3,34,1
2010-03-15,82,203,129,24,2,18,7,36,0
2010-03-16,97,237,98,24,2,15,2,77,2
2010-03-17,108,218,100,32,0,13,0,64,2
2010-03-18,107,262,113,18,2,17,3,69,0
2010-03-19,108,213,120,26,0,22,1,60,0
2010-03-20,96,237,106,21,1,16,3,76,0
2010-03-21,100,241,129,21,2,14,6,49,0
2010-03-22,111,181,107,28,0,18,5,35,2
2010-03-23,98,179,126,25,1,10,3,60,2
2010-03-24,128,245,121,33,1,30,4,76,2
2010-03-25,117,228,113,37,1,26,2,66,1
2010-03-26,107,211,136,28,0,17,0,57,3
2010-03-27,87,177,118,17,0,24,1,63,1
2010-03-28,76,192,98,15,0,14,0,47,1
2010-03-29,85,175,130,34,0,25,4,28,0
2010-03-30,84,224,124,39,1,18,3,48,1
2010-03-31,81,339,118,31,1,21,0,70,1
2010-04-01,93,292,151,23,1,29,1,94,0
2010-04-02,100,238,105,23,0,22,3,89,0
2010-04-03,74,223,120,14,1,19,3,71,1
2010-04-04,75,213,83,20,0,17,2,43,0
2010-04-05,96,225,131,33,1,13,1,37,0
2010-04-06,100,256,101,25,1,20,4,55,1
2010-04-07,114,260,119,35,3,28,2,61,2
2010-04-08,130,240,138,27,0,20,3,69,1
2010-04-09,122,188,134,27,1,19,5,48,1
2010-04-10,88,205,115,26,2,15,1,73,0
2010-04-11,92,203,108,10,1,30,2,40,0
2010-04-12,95,199,134,28,1,24,1,30,2
2010-04-13,102,216,125,43,1,19,4,79,0
2010-04-14,108,231,115,31,1,25,0,67,2
2010-04-15,124,286,127,23,2,20,4,57,1
2010-04-16,119,225,139,27,3,27,1,63,1
2010-04-17,89,224,131,17,1,30,2,74,0
2010-04-18,85,228,110,19,0,17,1,49,0
2010-04-19,96,225,148,27,1,20,5,27,1
2010-04-20,107,236,148,27,3,29,7,73,1
2010-04-21,107,254,125,36,1,32,4,72,0
2010-04-22,118,212,116,26,1,22,3,59,1
2010-04-23,96,192,99,29,0,29,0,57,3
2010-04-24,94,211,117,23,4,20,2,74,0
2010-04-25,88,174,94,12,1,21,2,31,0
2010-04-26,99,170,141,42,1,35,3,35,0
2010-04-27,118,221,130,30,2,26,1,63,2
2010-04-28,96,248,134,31,0,28,1,75,2
2010-04-29,123,294,118,46,0,19,4,64,0
2010-04-30,112,197,131,22,0,16,2,76,1
2010-05-01,92,380,147,15,2,17,5,68,1
2010-05-02,116,198,105,23,0,19,4,24,4
2010-05-03,90,236,136,31,1,18,4,17,1
2010-05-04,124,298,158,38,3,28,4,74,0
2010-05-05,115,278,148,26,2,22,3,64,2
2010-05-06,121,292,118,32,2,24,4,68,2
2010-05-07,116,226,158,30,1,24,3,85,0
2010-05-08,106,243,104,27,0,21,1,63,0
2010-05-09,93,187,122,25,2,27,6,33,0
2010-05-10,99,206,146,26,4,24,0,37,2
2010-05-11,98,225,136,36,0,29,1,67,0
2010-05-12,92,211,124,29,1,20,3,67,0
2010-05-13,102,271,149,31,2,21,6,69,0
2010-05-14,113,231,141,24,2,22,0,73,2
2010-05-15,93,248,131,24,3,22,3,65,0
2010-05-16,94,247,131,21,0,29,4,40,1
2010-05-17,111,230,134,49,0,30,4,64,1
2010-05-18,98,185,140,44,1,24,5,48,0
2010-05-19,96,263,157,36,1,27,3,90,0
2010-05-20,95,251,136,16,1,17,5,49,0
2010-05-21,120,232,125,32,1,27,4,82,1
2010-05-22,127,247,122,20,4,33,4,54,0
2010-05-23,103,194,99,23,1,25,2,31,0
2010-05-24,112,190,144,38,2,24,1,22,1
2010-05-25,87,269,137,30,0,25,2,62,0
2010-05-26,109,278,126,46,3,19,2,68,0
2010-05-27,110,247,156,28,4,16,3,68,1
2010-05-28,95,210,181,25,3,23,2,61,2
2010-05-29,85,250,110,23,1,17,2,54,1
2010-05-30,109,264,94,29,2,22,2,49,1
2010-05-31,119,176,103,30,0,13,5,30,2
2010-06-01,110,233,138,41,2,23,4,75,1
2010-06-02,116,283,118,33,6,16,4,67,3
2010-06-03,105,260,114,34,2,22,4,78,1
2010-06-04,97,203,130,40,1,13,3,86,1
2010-06-05,93,237,124,26,0,25,3,59,0
2010-06-06,118,197,110,20,1,23,2,33,1
2010-06-07,104,200,158,41,1,30,3,30,0
2010-06-08,116,276,162,32,4,21,6,54,1
2010-06-09,103,227,148,36,3,22,2,54,2
2010-06-10,108,277,141,34,1,18,1,59,1
2010-06-11,101,246,143,38,0,29,4,84,1
2010-06-12,71,289,131,24,2,15,2,60,1
2010-06-13,80,220,96,29,1,27,5,31,1
2010-06-14,106,234,157,34,0,19,3,33,0
2010-06-15,94,281,150,27,1,17,2,55,1
2010-06-16,91,262,145,24,4,21,2,69,1
2010-06-17,91,291,158,31,0,22,1,57,0
2010-06-18,117,198,151,23,0,22,2,64,0
2010-06-19,101,234,118,26,0,19,3,50,4
2010-06-20,105,201,124,28,0,21,2,28,1
2010-06-21,97,222,162,41,2,20,4,14,0
2010-06-22,101,307,134,41,1,29,4,64,1
2010-06-23,91,318,175,40,1,19,2,56,0
2010-06-24,85,297,140,30,5,22,2,48,3
2010-06-25,86,292,156,29,2,19,3,62,1
2010-06-26,91,258,112,22,2,16,1,48,1
2010-06-27,97,232,134,30,0,21,3,32,2
2010-06-28,94,199,145,44,3,26,3,24,0
