Day,AGGRAVATED ASSAULT,MISC,MOTOR VEHICLE THEFT,BURGLARY,ARSON,ROBBERY,RAPE,DRUG OFFENSE,MURDER AND NON-NEGLIGENT MANSLAUGHTER
06-03,106.36363636363636,255.72727272727272,126.63636363636364,28.09090909090909,1.5454545454545454,21.363636363636363,3.3636363636363638,51.54545454545455,0.5454545454545454
06-04,104.81818181818181,268.45454545454544,122.63636363636364,27.90909090909091,1.3636363636363635,23.454545454545453,2.3636363636363638,54.0,0.6363636363636364
06-05,111.0909090909091,249.0909090909091,126.81818181818181,27.454545454545453,1.3636363636363635,23.09090909090909,2.727272727272727,50.54545454545455,0.6363636363636364
06-06,105.54545454545455,259.72727272727275,124.36363636363636,29.545454545454547,1.7272727272727273,22.454545454545453,2.3636363636363638,44.45454545454545,1.1818181818181819
06-07,94.9090909090909,264.09090909090907,124.45454545454545,24.90909090909091,1.1818181818181819,22.636363636363637,2.6363636363636362,44.36363636363637,0.6363636363636364
06-08,98.54545454545455,256.6363636363636,123.18181818181819,26.181818181818183,1.5454545454545454,20.636363636363637,3.6363636363636362,42.54545454545455,0.36363636363636365
06-09,100.0,275.1818181818182,125.54545454545455,29.272727272727273,0.7272727272727273,24.272727272727273,3.272727272727273,39.90909090909091,0.9090909090909091
06-10,102.0909090909091,254.72727272727272,124.36363636363636,29.90909090909091,1.1818181818181819,21.181818181818183,2.272727272727273,47.81818181818182,1.1818181818181819
06-11,101.9090909090909,253.0,127.63636363636364,30.727272727272727,1.2727272727272727,22.818181818181817,2.5454545454545454,51.45454545454545,1.3636363636363635
06-12,99.63636363636364,242.72727272727272,125.0,32.90909090909091,1.1818181818181819,21.181818181818183,3.090909090909091,47.27272727272727,0.7272727272727273
06-13,101.27272727272727,261.90909090909093,123.0,28.727272727272727,1.5454545454545454,22.181818181818183,4.181818181818182,48.54545454545455,1.0
06-14,104.45454545454545,279.72727272727275,124.18181818181819,27.0,1.7272727272727273,21.181818181818183,2.909090909090909,52.45454545454545,0.6363636363636364
06-15,105.54545454545455,257.8181818181818,126.0,27.818181818181817,0.9090909090909091,21.545454545454547,2.1818181818181817,48.45454545454545,0.6363636363636364
06-16,97.36363636363636,266.90909090909093,123.36363636363636,29.818181818181817,1.7272727272727273,19.272727272727273,3.6363636363636362,43.45454545454545,0.8181818181818182
06-17,101.54545454545455,263.45454545454544,125.0,28.818181818181817,1.7272727272727273,22.636363636363637,2.727272727272727,51.81818181818182,0.8181818181818182
06-18,96.36363636363636,260.45454545454544,120.63636363636364,30.818181818181817,1.4545454545454546,22.363636363636363,2.8181818181818183,48.45454545454545,0.7272727272727273
06-19,101.54545454545455,273.27272727272725,126.63636363636364,30.09090909090909,0.9090909090909091,22.727272727272727,2.6363636363636362,51.27272727272727,1.0909090909090908
06-20,100.81818181818181,277.90909090909093,130.9090909090909,29.636363636363637,1.3636363636363635,19.90909090909091,3.0,43.45454545454545,0.9090909090909091
06-21,101.36363636363636,285.6363636363636,128.63636363636363,29.181818181818183,1.2727272727272727,20.545454545454547,2.6363636363636362,46.81818181818182,2.0
06-22,102.27272727272727,279.1818181818182,128.45454545454547,30.0,1.1818181818181819,23.09090909090909,3.0,45.36363636363637,1.2727272727272727
06-23,99.54545454545455,282.0,132.63636363636363,31.545454545454547,1.6363636363636365,25.181818181818183,2.6363636363636362,41.36363636363637,1.0
06-24,98.63636363636364,275.8181818181818,133.54545454545453,28.90909090909091,1.4545454545454546,24.363636363636363,3.4545454545454546,45.45454545454545,1.0909090909090908
06-25,95.54545454545455,291.0,130.8181818181818,30.09090909090909,1.3636363636363635,23.09090909090909,3.5454545454545454,42.54545454545455,0.5454545454545454
06-26,89.63636363636364,273.45454545454544,128.36363636363637,31.09090909090909,1.6363636363636365,24.90909090909091,2.1818181818181817,44.09090909090909,1.4545454545454546
06-27,91.72727272727273,259.6363636363636,129.63636363636363,29.727272727272727,1.4545454545454546,22.90909090909091,3.909090909090909,42.90909090909091,1.0909090909090908
