Occurred Date,AGGRAVATED ASSAULT,DRUG OFFENSE,MURDER AND NON-NEGLIGENT MANSLAUGHTER,RAPE,MISC,BURGLARY,LARCENY-THEFT,MOTOR VEHICLE THEFT,ARSON
2016-06-17,5,1,0,2,66,19,34,8,0
2016-06-18,9,5,0,2,55,18,51,14,3
2016-06-19,12,1,0,1,56,17,36,13,0
2016-06-20,7,3,0,6,44,22,39,12,2
2016-06-21,5,1,0,1,56,8,37,11,0
2016-06-22,8,2,0,3,53,19,49,7,0
2016-06-23,7,1,0,2,54,21,29,10,0
2016-06-24,5,4,0,3,48,25,43,11,0
2016-06-25,10,1,0,6,32,15,47,8,0
2016-06-26,6,1,0,1,43,16,32,12,1
2016-06-27,6,3,0,1,55,16,39,7,0
2016-06-28,5,4,0,0,55,21,48,11,1
2016-06-29,4,8,0,0,37,19,55,9,1
2016-06-30,7,2,0,1,46,26,38,15,1
2016-07-01,10,6,0,5,61,23,45,11,0
2016-07-02,4,7,0,0,61,18,39,10,0
2016-07-03,9,4,0,2,55,26,42,9,1
2016-07-04,4,3,0,0,51,20,42,8,0
2016-07-05,14,0,0,2,78,20,44,14,0
2016-07-06,6,8,0,0,67,20,47,10,0
2016-07-07,3,4,0,5,61,25,32,12,0
2016-07-08,7,1,0,1,77,18,38,15,0
2016-07-09,6,2,0,0,70,15,40,15,0
2016-07-10,7,2,0,3,70,16,40,6,0
2016-07-11,6,1,0,5,64,23,36,9,1
2016-07-12,8,5,0,2,52,27,42,10,1
2016-07-13,9,3,0,3,65,14,43,10,0
2016-07-14,5,5,0,0,51,12,37,13,1
2016-07-15,8,3,0,7,34,15,36,9,1
2016-07-16,7,2,0,3,40,14,46,6,0
2016-07-17,8,1,0,3,37,14,37,6,0
2016-07-18,5,3,0,0,27,14,27,8,0
2016-07-19,6,2,0,0,36,14,50,9,1
2016-07-20,7,7,0,2,52,20,50,8,1
2016-07-21,4,1,0,1,51,19,43,8,0
2016-07-22,7,3,0,0,57,19,50,11,1
2016-07-23,6,0,0,3,63,25,41,11,0
2016-07-24,4,2,1,0,60,15,43,9,0
2016-07-25,10,3,0,5,53,23,42,6,2
2016-07-26,5,6,0,3,37,17,29,6,2
2016-07-27,7,1,0,2,52,20,45,11,0
2016-07-28,2,3,0,2,53,19,46,7,0
2016-07-29,4,2,0,4,40,27,41,14,0
2016-07-30,7,4,0,2,37,13,44,11,1
2016-07-31,8,5,0,4,51,20,28,8,2
2016-08-01,4,4,1,1,58,22,46,10,2
2016-08-02,10,5,0,2,42,14,38,7,0
2016-08-03,7,1,0,1,42,20,44,8,2
2016-08-04,8,3,0,2,44,18,39,13,0
2016-08-05,8,6,0,3,45,12,39,9,0
2016-08-06,8,3,0,2,41,13,37,10,0
2016-08-07,8,5,0,6,43,9,40,14,0
2016-08-08,3,5,0,2,60,18,24,6,0
2016-08-09,3,1,0,0,42,15,36,10,0
2016-08-10,6,2,0,0,53,19,44,12,0
2016-08-11,9,8,0,4,44,18,46,11,1
2016-08-12,7,4,0,1,66,22,47,10,0
2016-08-13,1,4,0,4,39,16,50,9,1
2016-08-14,3,4,0,0,43,10,35,5,0
2016-08-15,7,3,0,3,56,21,39,18,0
2016-08-16,3,5,0,0,45,22,40,9,0
2016-08-17,4,8,0,1,57,11,36,10,0
2016-08-18,7,3,0,5,40,14,36,11,1
2016-08-19,7,3,0,1,38,15,40,17,1
2016-08-20,9,0,0,2,47,15,39,11,0
2016-08-21,8,0,0,3,59,15,39,11,0
2016-08-22,5,3,0,4,44,17,46,12,0
2016-08-23,4,1,0,1,45,25,57,16,0
2016-08-24,11,6,0,3,55,19,37,13,0
2016-08-25,9,4,0,4,35,22,48,11,0
2016-08-26,7,4,0,5,45,19,41,11,1
2016-08-27,10,1,0,0,68,19,31,14,0
2016-08-28,10,2,0,3,43,10,35,12,0
2016-08-29,10,1,0,5,36,21,42,13,0
2016-08-30,4,2,0,0,44,17,33,12,0
2016-08-31,4,3,0,1,44,21,40,10,0
2016-09-01,10,5,0,12,41,39,38,9,0
2016-09-02,7,2,0,2,51,24,43,9,0
2016-09-03,8,4,0,4,49,31,46,12,0
2016-09-04,9,3,0,1,45,17,40,15,0
2016-09-05,3,6,0,3,44,17,17,7,0
2016-09-06,5,7,0,4,50,24,30,10,0
2016-09-07,12,3,0,4,45,22,43,6,0
2016-09-08,3,5,0,4,48,26,34,8,1
2016-09-09,8,5,0,0,56,22,28,5,1
2016-09-10,6,3,0,1,45,21,38,14,0
2016-09-11,6,0,0,2,41,14,34,8,0
2016-09-12,10,5,0,1,41,14,33,12,0
2016-09-13,6,5,0,4,36,27,48,11,0
2016-09-14,7,2,0,1,44,28,33,10,0
2016-09-15,5,5,0,2,42,30,31,16,1
2016-09-16,4,3,0,2,66,29,37,14,0
2016-09-17,5,2,0,0,50,28,41,13,0
2016-09-18,10,1,0,5,44,16,33,12,0
2016-09-19,5,4,0,3,66,18,41,9,0
2016-09-20,3,3,0,2,51,22,45,9,1
2016-09-21,7,4,0,1,53,17,24,5,2
2016-09-22,3,6,0,2,58,17,30,8,0
2016-09-23,8,3,0,1,48,24,27,16,0
2016-09-24,4,1,0,5,65,21,44,9,0
2016-09-25,11,1,0,5,54,12,44,9,1
2016-09-26,9,2,0,1,43,21,41,13,1
2016-09-27,5,2,0,1,56,15,34,9,0
2016-09-28,5,8,0,4,63,23,46,11,0
2016-09-29,7,6,0,0,43,9,34,7,1
2016-09-30,4,4,0,2,61,14,39,12,0
2016-10-01,6,1,0,4,58,24,32,9,0
2016-10-02,5,2,1,0,60,8,40,10,1
2016-10-03,4,3,0,0,56,19,27,18,0
2016-10-04,4,3,0,4,62,20,43,7,0
2016-10-05,6,1,0,0,46,19,33,8,1
2016-10-06,5,5,0,3,39,20,28,9,0
2016-10-07,4,1,0,1,58,20,45,10,0
2016-10-08,7,1,0,5,62,29,39,15,0
2016-10-09,4,3,0,2,48,21,22,14,0
2016-10-10,0,4,0,4,61,18,36,8,0
2016-10-11,8,7,0,3,57,19,42,13,0
2016-10-12,5,3,0,3,43,21,28,9,0
2016-10-13,2,1,0,2,54,19,31,16,0
2016-10-14,6,0,0,1,50,36,37,15,0
2016-10-15,8,1,0,3,52,23,32,16,0
2016-10-16,10,2,0,1,55,26,43,15,0
2016-10-17,1,6,0,2,56,21,28,19,0
2016-10-18,12,5,0,0,50,19,44,13,1
2016-10-19,7,4,0,5,51,21,32,8,0
2016-10-20,5,5,0,1,54,11,61,5,0
2016-10-21,3,2,0,4,56,26,57,14,2
2016-10-22,6,1,0,2,61,13,41,19,0
2016-10-23,5,2,0,3,47,22,38,13,0
2016-10-24,5,1,0,3,56,20,28,20,0
2016-10-25,2,2,0,6,48,21,41,11,0
2016-10-26,5,2,0,1,58,15,32,12,0
2016-10-27,4,3,0,2,45,21,36,15,0
2016-10-28,6,1,0,6,69,31,42,12,0
2016-10-29,5,1,0,1,53,19,45,13,0
2016-10-30,7,2,0,2,49,26,37,7,1
2016-10-31,3,0,0,2,66,32,40,12,0
2016-11-01,9,2,0,5,71,19,35,10,0
2016-11-02,6,4,1,0,56,20,33,6,0
2016-11-03,7,2,0,3,49,22,30,11,0
2016-11-04,4,4,0,2,51,18,34,11,1
2016-11-05,7,0,0,4,56,26,33,9,0
2016-11-06,8,2,0,0,52,22,34,13,0
2016-11-07,3,3,0,2,67,25,42,10,0
2016-11-08,9,2,0,3,57,18,31,11,0
2016-11-09,10,4,0,2,48,9,56,13,1
2016-11-10,2,6,0,2,57,13,33,18,1
2016-11-11,7,8,0,1,66,27,31,17,0
2016-11-12,9,3,0,2,56,26,33,18,0
2016-11-13,8,1,1,3,67,18,26,15,1
2016-11-14,6,3,0,3,62,12,46,19,0
2016-11-15,8,2,0,3,64,20,50,13,0
2016-11-16,2,4,0,1,55,24,45,8,0
2016-11-17,4,2,0,2,48,18,40,18,0
2016-11-18,4,3,0,0,66,24,49,17,0
2016-11-19,8,1,0,0,58,13,53,20,0
2016-11-20,12,1,0,2,52,15,30,19,1
2016-11-21,6,3,0,1,51,20,35,18,0
2016-11-22,2,3,0,3,60,19,42,14,0
2016-11-23,6,4,0,1,54,29,49,20,0
2016-11-24,4,1,0,1,51,23,17,12,0
2016-11-25,8,1,0,0,62,25,51,16,0
2016-11-26,3,3,0,1,62,26,49,18,0
2016-11-27,6,2,0,2,50,13,30,20,0
2016-11-28,11,4,0,1,45,16,42,10,0
2016-11-29,4,8,0,1,66,22,36,13,0
2016-11-30,9,1,0,3,54,16,24,11,0
2016-12-01,1,0,0,5,69,23,42,12,0
2016-12-02,7,3,0,1,53,20,45,16,0
2016-12-03,1,1,0,2,63,24,43,16,0
2016-12-04,8,1,0,7,61,30,32,9,0
2016-12-05,7,6,0,3,59,19,44,18,0
2016-12-06,9,4,0,2,50,18,40,15,0
2016-12-07,2,6,0,2,57,12,36,11,1
2016-12-08,3,1,0,1,48,13,43,16,0
2016-12-09,10,3,0,2,51,25,37,8,0
2016-12-10,7,6,0,4,64,12,43,10,0
2016-12-11,9,3,0,1,51,19,25,5,0
2016-12-12,7,3,0,3,52,22,47,18,0
2016-12-13,8,2,0,1,50,22,62,12,0
2016-12-14,8,6,0,1,37,18,51,10,0
2016-12-15,4,4,1,5,68,28,46,9,0
2016-12-16,4,2,0,2,43,27,32,15,0
2016-12-17,5,7,0,1,39,16,49,9,0
2016-12-18,4,3,0,0,49,21,35,13,0
2016-12-19,9,1,0,4,58,26,47,13,0
2016-12-20,5,2,0,2,59,19,54,14,0
2016-12-21,5,2,0,2,43,23,45,10,0
2016-12-22,7,3,0,2,41,29,54,7,0
2016-12-23,1,1,0,1,63,27,31,15,0
2016-12-24,5,0,0,1,42,27,35,9,0
2016-12-25,4,0,0,5,31,21,15,6,0
2016-12-26,6,0,0,2,44,23,30,3,0
2016-12-27,5,3,0,0,42,21,49,11,0
2016-12-28,7,3,0,2,47,16,42,13,0
2016-12-29,5,2,0,0,55,29,36,4,0
2016-12-30,5,4,0,0,50,17,32,8,1
2016-12-31,15,1,0,1,45,31,30,6,0
2017-01-01,8,4,0,19,48,24,43,7,0
2017-01-02,5,6,0,1,42,23,40,7,2
2017-01-03,5,5,0,0,44,22,28,9,1
2017-01-04,5,6,0,1,44,26,34,11,0
2017-01-05,0,3,0,4,50,18,34,13,1
2017-01-06,4,3,0,1,62,21,41,17,0
2017-01-07,5,9,0,2,66,27,33,10,0
2017-01-08,5,4,0,3,71,15,33,13,1
2017-01-09,6,2,0,1,47,35,32,11,1
2017-01-10,3,4,0,1,50,18,27,11,0
2017-01-11,6,6,0,0,59,20,48,8,1
2017-01-12,5,3,0,0,54,23,29,7,0
2017-01-13,4,3,0,3,61,17,44,8,0
2017-01-14,6,4,0,3,67,13,30,10,0
2017-01-15,12,3,1,5,55,15,30,10,0
2017-01-16,6,4,0,1,66,21,35,13,1
2017-01-17,5,4,0,4,57,18,44,7,0
2017-01-18,3,2,0,2,69,23,27,7,0
2017-01-19,2,2,0,1,45,30,49,7,0
2017-01-20,12,1,0,1,68,19,32,10,1
2017-01-21,12,2,0,2,58,23,36,8,0
2017-01-22,8,5,0,2,58,14,23,8,0
2017-01-23,6,4,0,4,59,23,43,8,0
2017-01-24,4,1,0,2,67,32,35,8,0
2017-01-25,3,4,0,2,51,18,37,3,0
2017-01-26,6,3,0,1,67,19,47,13,1
2017-01-27,4,3,0,1,64,29,40,11,0
2017-01-28,10,4,0,4,62,25,42,15,0
2017-01-29,8,2,1,2,47,24,18,12,0
2017-01-30,3,1,0,0,49,16,41,15,0
2017-01-31,4,2,0,3,43,19,37,6,0
2017-02-01,5,3,0,4,56,28,35,5,0
2017-02-02,5,7,0,0,59,22,30,7,2
2017-02-03,3,5,0,2,39,26,30,13,0
2017-02-04,8,1,0,3,50,17,26,5,2
2017-02-05,11,2,0,2,54,21,27,7,0
2017-02-06,6,1,0,2,38,15,30,7,1
2017-02-07,5,1,0,1,44,20,34,6,0
2017-02-08,7,10,0,0,34,12,29,13,0
2017-02-09,2,4,0,2,61,16,27,14,0
2017-02-10,6,4,1,1,55,27,35,12,1
2017-02-11,6,2,0,0,54,19,45,7,2
2017-02-12,9,3,0,1,62,14,26,8,2
2017-02-13,6,3,0,2,47,22,51,8,0
2017-02-14,4,8,0,1,50,14,31,14,1
2017-02-15,1,4,0,2,53,16,32,15,3
2017-02-16,5,2,0,1,41,17,34,13,0
2017-02-17,7,1,0,3,62,17,42,14,0
2017-02-18,14,4,0,2,53,18,35,8,0
2017-02-19,7,2,0,2,49,12,37,7,1
2017-02-20,4,5,0,2,73,19,30,9,0
2017-02-21,4,5,0,2,53,13,34,12,1
2017-02-22,2,10,0,2,53,28,30,11,0
2017-02-23,3,1,0,3,42,10,39,12,0
2017-02-24,2,7,0,1,60,31,47,11,0
2017-02-25,8,2,0,4,51,19,39,12,0
2017-02-26,8,2,0,3,42,22,26,7,1
2017-02-27,4,2,0,2,52,21,37,5,2
2017-02-28,8,5,0,2,60,15,39,17,1
2017-03-01,5,1,0,3,59,19,43,12,0
2017-03-02,5,3,0,6,43,26,44,9,0
2017-03-03,6,6,0,3,51,24,34,8,1
2017-03-04,8,2,0,0,54,24,31,10,0
2017-03-05,8,2,0,4,63,15,31,13,1
2017-03-06,4,9,0,3,46,22,41,11,0
2017-03-07,4,4,0,1,80,20,31,8,0
2017-03-08,6,3,0,2,44,16,30,7,0
2017-03-09,6,5,0,2,48,19,36,9,0
2017-03-10,11,3,0,2,51,19,44,8,0
2017-03-11,14,0,0,2,44,15,39,9,2
2017-03-12,3,0,0,1,43,15,32,10,0
2017-03-13,4,1,0,4,55,17,47,6,0
2017-03-14,6,1,0,3,52,12,35,7,0
2017-03-15,3,2,0,1,51,18,52,8,0
2017-03-16,5,1,0,2,52,26,45,9,0
2017-03-17,7,2,0,3,78,26,42,15,1
2017-03-18,6,3,0,3,70,24,38,13,0
2017-03-19,4,1,0,0,73,10,27,6,1
2017-03-20,13,5,0,2,59,22,38,9,0
2017-03-21,7,4,0,3,64,24,39,15,0
2017-03-22,6,6,0,0,57,25,36,13,0
2017-03-23,5,2,0,3,56,21,33,6,0
2017-03-24,0,7,0,6,80,30,41,12,0
2017-03-25,6,3,0,0,73,29,51,12,1
2017-03-26,11,3,0,4,56,27,35,6,0
2017-03-27,4,3,0,4,68,20,36,7,0
2017-03-28,8,8,0,1,75,19,38,11,0
2017-03-29,7,9,0,2,69,16,44,9,0
2017-03-30,7,3,0,4,57,21,37,10,0
2017-03-31,6,3,0,5,80,16,31,5,2
2017-04-01,10,7,0,5,71,24,46,15,1
2017-04-02,9,2,0,2,62,15,33,5,1
2017-04-03,10,2,0,1,47,21,41,5,0
2017-04-04,4,2,0,0,59,19,37,9,0
2017-04-05,7,1,0,3,44,25,37,10,0
2017-04-06,5,2,0,2,61,23,40,5,0
2017-04-07,5,10,0,3,55,23,50,8,0
2017-04-08,0,6,0,1,44,27,30,6,1
2017-04-09,4,4,0,0,63,21,25,8,0
2017-04-10,2,4,0,4,77,19,37,14,1
2017-04-11,2,2,1,1,59,23,45,10,0
2017-04-12,3,3,0,2,53,22,25,5,0
2017-04-13,7,1,0,1,57,28,36,8,1
2017-04-14,5,1,0,3,56,31,45,7,0
2017-04-15,6,0,0,2,50,23,39,3,1
2017-04-16,8,1,0,2,53,11,18,7,1
2017-04-17,7,1,0,1,56,25,31,10,0
2017-04-18,6,5,0,3,60,16,38,6,0
2017-04-19,9,2,0,4,54,18,43,6,2
2017-04-20,6,0,0,1,42,20,35,6,0
2017-04-21,8,3,0,3,60,20,36,12,0
2017-04-22,7,2,0,2,52,14,41,6,0
2017-04-23,4,4,0,3,56,17,30,8,1
2017-04-24,4,4,0,1,61,14,37,11,0
2017-04-25,14,4,0,3,59,25,40,10,0
2017-04-26,10,3,0,3,58,24,30,8,0
2017-04-27,5,2,0,3,58,17,37,10,1
2017-04-28,7,5,1,1,49,22,48,8,0
2017-04-29,7,1,0,2,72,33,38,8,0
2017-04-30,3,1,0,2,53,19,33,5,1
2017-05-01,8,3,0,4,64,35,35,6,0
2017-05-02,3,9,0,2,54,19,37,6,0
2017-05-03,9,5,1,1,41,19,23,8,0
2017-05-04,9,5,0,0,50,23,35,10,1
2017-05-05,4,3,0,5,55,28,43,6,0
2017-05-06,9,2,0,2,49,29,36,11,1
2017-05-07,12,4,0,5,50,20,40,4,0
2017-05-08,8,4,0,2,54,25,36,3,0
2017-05-09,5,5,0,2,41,15,35,4,0
2017-05-10,8,3,0,5,35,22,37,9,0
2017-05-11,10,2,0,3,46,19,42,5,0
2017-05-12,5,2,0,5,47,23,40,10,1
2017-05-13,12,1,0,3,63,17,26,9,0
2017-05-14,7,4,0,1,64,20,27,4,0
2017-05-15,6,1,0,2,50,18,35,11,1
2017-05-16,5,4,0,3,57,16,41,14,0
2017-05-17,5,12,0,4,42,16,39,9,0
2017-05-18,6,4,0,2,47,16,44,8,0
2017-05-19,7,8,0,4,56,22,60,10,0
2017-05-20,14,2,0,1,60,25,52,7,1
2017-05-21,14,3,0,5,65,17,40,10,1
2017-05-22,6,3,0,3,37,19,41,10,0
2017-05-23,8,7,1,4,54,24,49,5,2
2017-05-24,4,2,0,3,56,27,48,8,0
2017-05-25,6,4,0,1,68,29,37,8,0
2017-05-26,8,9,0,1,101,24,40,9,0
2017-05-27,6,2,0,2,50,15,48,12,0
2017-05-28,9,2,0,4,51,14,41,9,0
2017-05-29,5,4,0,3,43,29,32,8,0
2017-05-30,5,6,0,2,35,13,39,9,0
2017-05-31,4,8,0,5,56,10,42,8,0
2017-06-01,10,8,0,5,62,28,45,7,1
2017-06-02,9,4,0,2,54,23,43,10,1
2017-06-03,6,1,0,5,46,15,30,5,0
2017-06-04,5,7,0,2,52,23,34,8,0
2017-06-05,5,5,1,2,50,19,38,4,0
2017-06-06,5,3,0,3,57,11,42,5,0
2017-06-07,8,10,0,1,58,21,31,4,1
2017-06-08,1,3,0,2,37,25,32,8,0
2017-06-09,5,3,1,2,64,25,42,16,0
2017-06-10,12,7,0,6,63,22,27,9,0
2017-06-11,6,4,0,2,43,12,31,15,0
2017-06-12,9,6,0,7,46,15,33,8,1
2017-06-13,7,12,0,4,50,10,34,6,1
2017-06-14,14,8,0,0,46,17,41,10,1
2017-06-15,7,10,0,3,54,24,35,10,0
2017-06-16,12,4,0,3,41,21,44,14,1
2017-06-17,6,4,0,3,48,19,49,4,0
2017-06-18,8,3,0,0,43,15,25,18,0
2017-06-19,6,9,0,3,57,17,39,9,0
2017-06-20,11,3,0,0,42,21,56,9,0
2017-06-21,13,3,0,1,28,29,28,10,2
2017-06-22,3,4,0,3,46,10,52,7,0
2017-06-23,5,1,1,3,54,18,53,12,0
2017-06-24,13,4,0,0,53,23,40,8,3
2017-06-25,8,2,0,4,72,18,38,9,1
2017-06-26,8,1,0,2,87,17,44,12,1
2017-06-27,9,2,0,3,86,20,41,14,2
2017-06-28,13,3,0,1,67,14,44,9,0
2017-06-29,4,2,0,2,61,27,48,11,0
2017-06-30,6,2,0,0,72,14,37,4,0
2017-07-01,11,19,1,5,84,31,44,4,0
2017-07-02,7,3,1,2,64,15,34,12,0
2017-07-03,9,5,0,3,52,11,43,9,1
2017-07-04,9,3,0,2,59,25,31,10,1
2017-07-05,6,4,0,1,48,26,38,12,0
2017-07-06,9,5,0,2,41,17,49,8,0
2017-07-07,10,6,0,1,48,12,50,16,0
2017-07-08,14,3,0,3,66,19,52,14,1
2017-07-09,10,3,1,2,48,23,35,7,2
2017-07-10,4,7,0,4,62,17,35,7,0
2017-07-11,8,5,0,1,42,15,33,7,1
2017-07-12,4,3,0,3,44,15,35,12,0
2017-07-13,4,3,0,3,51,19,41,14,0
2017-07-14,6,4,1,3,47,28,47,13,1
2017-07-15,9,1,0,2,53,23,49,11,0
2017-07-16,12,3,0,2,75,15,53,9,2
2017-07-17,7,3,0,5,48,21,51,15,1
2017-07-18,8,3,0,4,65,22,40,4,1
2017-07-19,11,3,0,1,57,21,45,8,1
2017-07-20,5,13,0,1,44,25,32,17,2
2017-07-21,6,1,0,3,50,19,41,14,0
2017-07-22,11,6,0,1,54,18,39,9,2
2017-07-23,6,1,0,2,55,19,41,15,2
2017-07-24,9,1,1,4,46,26,43,16,2
2017-07-25,8,7,0,4,49,22,59,15,1
2017-07-26,6,4,0,1,53,28,47,8,0
2017-07-27,6,2,0,3,46,25,46,10,1
2017-07-28,8,6,0,0,47,21,41,10,0
2017-07-29,10,1,0,4,57,19,48,16,1
2017-07-30,9,3,0,1,76,15,36,10,0
2017-07-31,12,5,0,4,61,20,46,11,0
2017-08-01,9,8,0,6,48,28,43,12,1
2017-08-02,11,5,0,1,62,28,43,8,0
2017-08-03,8,9,0,0,56,22,52,7,1
2017-08-04,5,4,0,4,54,19,43,14,0
2017-08-05,7,4,0,1,68,23,52,12,0
2017-08-06,10,4,0,2,62,25,38,4,0
2017-08-07,7,5,0,0,46,20,40,16,0
2017-08-08,7,5,0,4,39,11,49,11,1
2017-08-09,10,3,0,1,49,25,39,11,0
2017-08-10,11,4,0,4,56,23,50,10,0
2017-08-11,6,9,0,0,50,18,41,10,1
2017-08-12,9,5,1,2,59,21,48,11,0
2017-08-13,4,1,0,3,55,17,38,18,0
2017-08-14,12,4,0,2,58,13,38,11,1
2017-08-15,7,7,0,2,49,19,55,10,2
2017-08-16,9,4,0,3,48,15,44,17,1
2017-08-17,6,4,0,3,58,24,39,14,0
2017-08-18,9,5,0,2,61,23,37,11,0
2017-08-19,11,3,1,2,62,23,50,11,0
2017-08-20,4,3,0,2,47,16,39,16,0
2017-08-21,9,5,0,3,56,26,50,18,0
2017-08-22,11,5,1,3,47,20,42,10,2
2017-08-23,2,1,0,1,47,23,41,17,0
2017-08-24,6,9,0,3,55,25,36,12,0
2017-08-25,7,4,0,5,67,21,38,12,0
2017-08-26,11,3,0,3,53,25,48,9,0
2017-08-27,9,2,0,0,50,23,35,10,0
2017-08-28,8,2,0,4,48,20,41,11,2
2017-08-29,5,7,0,5,68,24,40,7,1
2017-08-30,7,3,0,3,59,17,54,18,2
2017-08-31,8,3,0,1,79,16,34,8,0
2017-09-01,6,2,0,6,70,26,50,12,0
2017-09-02,4,5,0,2,65,18,49,7,1
2017-09-03,8,7,0,5,55,23,46,11,0
2017-09-04,9,0,0,2,62,21,31,9,1
2017-09-05,10,3,1,3,45,21,33,14,0
2017-09-06,3,4,0,2,45,18,43,7,0
2017-09-07,5,2,0,1,27,14,39,7,0
2017-09-08,10,11,0,4,54,23,38,14,0
2017-09-09,8,4,0,0,53,16,51,12,0
2017-09-10,6,2,0,2,62,17,25,13,0
2017-09-11,6,6,0,3,51,18,38,21,2
2017-09-12,7,7,0,2,50,21,50,11,0
2017-09-13,5,4,0,6,43,19,45,9,0
2017-09-14,9,6,1,2,40,21,40,13,0
2017-09-15,5,3,0,1,61,31,41,9,0
2017-09-16,12,2,0,3,69,23,47,13,0
2017-09-17,5,1,0,2,59,19,28,12,0
2017-09-18,7,3,0,1,56,23,42,16,1
2017-09-19,5,4,1,4,48,13,43,12,0
2017-09-20,5,4,0,1,52,26,48,8,0
2017-09-21,4,6,0,2,45,24,41,16,0
2017-09-22,13,2,0,1,52,32,47,12,0
2017-09-23,7,3,0,2,58,25,38,9,0
2017-09-24,7,3,0,2,57,20,38,7,1
2017-09-25,5,1,0,4,54,16,42,9,0
2017-09-26,7,3,0,5,45,24,31,11,0
2017-09-27,5,6,0,3,50,25,36,9,0
2017-09-28,10,5,0,2,52,27,44,6,0
2017-09-29,7,8,0,3,56,29,26,12,0
2017-09-30,7,1,0,0,41,23,38,8,1
2017-10-01,9,4,0,1,62,22,38,10,0
2017-10-02,6,7,0,2,56,29,38,6,0
2017-10-03,4,4,0,3,39,18,36,12,0
2017-10-04,6,3,0,3,48,26,35,14,0
2017-10-05,5,7,1,3,72,22,47,17,0
2017-10-06,5,3,0,1,42,22,36,12,0
2017-10-07,5,3,0,2,51,19,48,12,0
2017-10-08,9,1,0,3,52,13,51,15,0
2017-10-09,4,8,0,3,52,30,41,11,0
2017-10-10,7,5,0,2,55,25,49,10,0
2017-10-11,9,4,0,2,62,22,44,13,0
2017-10-12,5,1,0,2,52,20,36,5,0
2017-10-13,9,4,0,4,43,29,40,10,0
2017-10-14,7,3,0,1,54,23,43,12,0
2017-10-15,13,1,0,2,51,26,44,10,0
2017-10-16,6,4,0,2,64,29,43,11,0
2017-10-17,8,2,0,5,54,18,43,9,1
2017-10-18,4,7,0,3,43,19,41,11,0
2017-10-19,5,5,0,2,45,31,34,23,0
2017-10-20,7,4,0,6,55,26,42,13,0
2017-10-21,6,3,0,5,51,19,48,9,1
2017-10-22,14,3,0,3,62,17,38,8,0
2017-10-23,8,5,0,3,58,21,41,10,1
2017-10-24,6,3,0,1,58,23,42,8,0
2017-10-25,2,7,0,4,50,24,46,11,0
2017-10-26,7,6,2,1,49,17,35,15,0
2017-10-27,5,5,0,2,68,31,41,6,0
2017-10-28,9,4,0,1,51,32,36,8,1
2017-10-29,5,3,0,1,68,18,43,7,0
2017-10-30,11,2,0,3,45,27,34,8,0
2017-10-31,3,5,0,1,45,30,46,11,0
2017-11-01,9,3,0,6,54,22,38,3,0
2017-11-02,8,3,1,4,38,31,32,7,0
2017-11-03,2,5,0,1,54,25,41,8,0
2017-11-04,4,1,0,2,45,26,24,5,0
2017-11-05,12,2,0,2,52,11,27,7,0
2017-11-06,2,4,0,0,53,16,27,15,0
2017-11-07,8,1,0,1,57,25,37,7,1
2017-11-08,3,7,0,1,48,23,31,10,0
2017-11-09,6,3,0,2,46,17,32,8,0
2017-11-10,7,3,0,3,63,17,39,13,0
2017-11-11,9,2,0,3,48,22,32,13,0
2017-11-12,5,2,0,4,45,17,30,6,2
2017-11-13,6,2,0,4,57,30,27,9,0
2017-11-14,5,6,0,3,44,20,38,9,0
2017-11-15,8,6,0,0,59,19,42,14,0
2017-11-16,6,2,0,3,42,19,50,12,0
2017-11-17,8,6,0,6,50,27,46,12,0
2017-11-18,13,0,0,3,52,20,43,9,0
2017-11-19,15,4,0,1,58,24,28,14,0
2017-11-20,5,3,0,2,51,20,32,13,0
2017-11-21,10,4,1,1,55,21,36,10,0
2017-11-22,8,3,0,2,59,36,37,13,0
2017-11-23,5,1,0,3,36,19,20,14,0
2017-11-24,7,0,0,3,56,25,44,7,0
2017-11-25,6,4,0,1,64,29,41,17,0
2017-11-26,9,4,0,2,57,20,44,7,0
2017-11-27,5,4,0,1,42,22,61,9,1
2017-11-28,4,2,0,1,50,17,52,13,0
2017-11-29,8,3,0,1,43,34,41,11,0
2017-11-30,8,2,0,3,62,22,51,10,0
2017-12-01,4,5,0,6,61,34,64,6,0
2017-12-02,11,0,0,2,55,21,39,10,0
2017-12-03,7,3,0,2,56,22,36,8,0
2017-12-04,1,3,0,4,52,22,39,11,0
2017-12-05,7,1,0,0,43,20,28,13,0
2017-12-06,3,2,0,2,50,14,36,12,0
2017-12-07,9,3,0,2,38,19,38,9,1
2017-12-08,4,5,1,2,57,23,54,7,1
2017-12-09,7,1,0,4,55,15,45,6,0
2017-12-10,7,2,0,3,45,29,37,6,0
2017-12-11,8,2,0,1,50,16,46,7,0
2017-12-12,2,6,0,2,41,23,40,12,0
2017-12-13,4,4,0,5,43,26,50,11,1
2017-12-14,6,3,0,4,32,22,49,6,0
2017-12-15,9,2,0,3,51,24,46,15,0
2017-12-16,5,2,0,1,64,30,51,10,1
2017-12-17,10,2,1,3,57,21,32,12,0
2017-12-18,6,2,0,2,33,19,56,12,0
2017-12-19,12,2,0,0,49,21,57,13,0
2017-12-20,4,5,0,0,58,16,46,9,0
2017-12-21,7,2,0,5,45,24,51,9,0
2017-12-22,11,4,1,1,52,21,51,13,0
2017-12-23,3,6,0,4,53,25,50,9,0
