Crime Date,BURGLARY,THEFT,AGGRAVATED ASSAULT, RAPE,MURDER AND NON-NEGLIGENT MANSLAUGHTER,MISC,DRUG OFFENSE,FRAUD, MOTOR VEHICLE THEFT,ARSON
2/3/2016,19,86,1,4,0,0,1,0,0,0
2/3/2017,50,55,49,1,0,121,83,4,0,0
2/3/2018,27,43,49,2,0,81,68,0,2,0
2/4/2015,13,98,6,3,0,0,0,0,0,0
2/4/2016,15,76,2,1,0,1,0,0,0,0
2/4/2017,31,50,32,2,0,98,45,4,0,1
2/4/2018,39,43,43,0,0,89,53,0,0,0
2/5/2015,16,93,9,1,0,0,0,0,0,0
2/5/2016,14,59,9,3,0,1,0,0,0,0
2/5/2017,29,43,36,0,1,129,63,1,0,0
2/5/2018,50,49,44,0,0,84,46,2,2,0
2/6/2015,13,84,6,1,0,0,0,0,0,0
2/6/2016,12,65,8,1,0,1,0,0,0,0
2/6/2017,41,46,38,0,0,103,55,2,1,0
2/6/2018,35,57,26,3,0,85,39,6,0,0
2/7/2015,17,56,11,1,0,1,0,0,0,0
2/7/2016,14,84,9,1,0,0,0,0,0,0
2/7/2017,28,48,35,0,0,112,55,6,0,0
2/7/2018,28,36,37,0,0,88,48,1,0,0
2/8/2015,14,61,8,2,0,0,0,0,0,0
2/8/2016,22,85,4,1,0,1,0,0,0,0
2/8/2017,38,53,40,0,0,110,67,8,2,0
2/8/2018,35,48,35,4,0,75,63,5,0,0
2/9/2015,21,83,3,2,0,0,0,0,0,0
2/9/2016,19,68,3,3,0,0,0,0,0,0
2/9/2017,31,45,40,0,0,126,63,1,0,0
2/9/2018,36,54,39,4,1,88,64,3,2,0
3/1/2015,17,65,8,0,0,0,0,0,0,0
3/1/2016,12,94,9,1,1,8,0,0,0,0
3/1/2017,47,69,41,7,0,127,75,6,2,2
3/1/2018,35,67,34,5,1,122,57,2,1,0
3/10/2015,10,80,6,1,0,0,0,0,0,0
3/10/2016,13,64,8,2,0,0,0,1,0,0
3/10/2017,62,66,49,2,1,139,63,9,1,0
3/10/2018,40,42,56,0,0,86,70,3,2,0
3/11/2015,11,84,4,2,0,0,0,0,0,0
3/11/2016,27,77,1,2,0,0,0,0,0,0
3/11/2017,40,50,37,0,0,115,68,3,2,0
3/11/2018,39,47,46,1,0,86,57,0,1,0
3/12/2015,12,72,4,2,0,0,0,0,0,0
3/12/2016,13,61,8,1,0,0,0,0,0,0
3/12/2017,41,38,37,0,1,79,64,4,0,1
3/12/2018,36,44,30,1,1,88,45,5,2,0
3/13/2015,17,79,5,0,0,0,0,0,0,0
3/13/2016,14,73,12,1,0,0,0,0,0,0
3/13/2017,36,57,39,2,0,97,54,4,1,1
3/13/2018,36,38,37,0,0,84,49,3,1,0
3/14/2015,15,67,7,1,0,0,0,0,0,0
3/14/2016,21,86,7,2,0,0,0,0,0,0
3/14/2017,29,51,32,1,0,122,50,6,2,0
3/14/2018,44,50,28,0,0,82,81,6,1,0
3/15/2015,18,72,7,4,0,0,0,0,0,0
3/15/2016,16,91,7,2,0,0,0,0,0,0
3/15/2017,43,54,33,1,0,104,60,5,2,0
3/15/2018,53,66,37,0,0,103,56,9,0,0
3/16/2015,23,91,4,1,1,0,0,0,0,0
3/16/2016,9,80,10,1,1,1,0,0,0,0
3/16/2017,48,48,39,1,0,126,65,6,2,0
3/16/2018,49,58,40,1,1,99,64,3,2,0
3/17/2015,24,106,5,2,0,0,0,0,0,0
3/17/2016,21,75,3,2,0,0,0,0,0,0
3/17/2017,49,61,44,0,0,122,79,2,0,0
3/17/2018,71,65,51,2,0,107,79,2,0,2
3/18/2015,14,87,3,2,0,1,0,0,0,0
3/18/2016,19,92,11,0,0,0,0,0,0,0
3/18/2017,60,65,51,2,0,113,76,4,0,0
3/18/2018,31,61,55,2,0,82,55,1,0,0
3/19/2015,13,85,7,1,0,0,0,0,0,0
3/19/2016,15,81,7,1,0,0,0,0,0,0
3/19/2017,43,58,42,3,0,107,68,2,0,0
3/19/2018,34,45,40,2,0,79,53,0,1,1
3/2/2015,23,104,3,3,0,1,0,0,0,0
3/2/2016,30,71,7,0,0,0,0,0,0,0
3/2/2017,41,45,35,1,0,108,72,9,1,0
3/2/2018,38,55,38,2,1,100,72,4,1,0
3/20/2015,12,84,4,5,0,0,0,0,0,0
3/20/2016,17,75,11,3,0,0,0,0,0,0
3/20/2017,54,55,41,0,0,121,63,4,0,1
3/20/2018,35,39,33,0,0,71,51,1,1,0
3/21/2015,16,79,6,1,0,0,0,0,0,0
3/21/2016,25,79,6,3,0,0,0,0,0,0
3/21/2017,44,52,39,0,0,106,55,3,0,0
3/21/2018,32,44,41,1,0,94,74,4,1,1
3/22/2015,15,84,4,0,0,0,0,0,0,0
3/22/2016,14,118,3,2,0,0,0,0,0,0
3/22/2017,31,58,29,2,0,118,69,3,1,0
3/22/2018,30,55,41,0,0,99,50,2,0,0
3/23/2015,16,96,4,2,0,0,0,0,0,0
3/23/2016,22,94,4,0,0,0,0,0,0,0
3/23/2017,38,48,33,3,0,120,74,2,0,0
3/23/2018,32,58,39,1,0,110,61,4,1,0
3/24/2015,23,90,3,0,0,0,0,0,0,0
3/24/2016,22,96,6,3,0,1,0,0,0,0
3/24/2017,38,52,38,0,0,124,62,4,2,0
3/24/2018,33,48,39,1,1,86,59,3,1,0
3/25/2015,16,65,3,0,0,0,0,0,0,0
3/25/2016,15,61,2,0,0,0,0,0,0,0
3/25/2017,36,52,54,1,0,100,86,2,0,0
3/25/2018,33,49,40,2,0,77,50,2,4,0
3/26/2015,15,84,4,1,0,1,0,0,0,0
3/26/2016,11,59,5,0,0,0,0,0,0,0
3/26/2017,24,37,46,0,1,98,57,1,1,0
3/26/2018,34,51,44,2,0,102,51,4,1,0
3/27/2015,11,78,9,2,0,0,0,0,0,0
3/27/2016,9,45,11,2,0,0,0,0,0,0
3/27/2017,39,53,37,2,0,99,65,2,1,0
3/27/2018,42,44,36,2,0,98,53,3,1,0
3/28/2015,12,74,8,3,0,0,0,0,0,0
3/28/2016,11,92,7,3,0,0,0,0,0,0
3/28/2017,44,60,41,1,0,86,56,4,0,0
3/28/2018,35,43,24,1,0,96,49,0,0,0
3/29/2015,12,73,7,0,0,0,0,0,0,0
3/29/2016,18,94,3,2,0,1,0,0,0,0
3/29/2017,45,35,47,3,0,92,65,2,0,1
3/29/2018,36,51,37,1,0,99,63,2,1,0
3/3/2015,16,81,6,2,0,2,0,0,0,0
3/3/2016,15,79,4,3,0,1,0,0,0,0
3/3/2017,53,51,34,0,0,117,68,4,0,0
3/3/2018,35,51,45,2,0,95,56,1,0,0
3/30/2015,19,71,6,2,0,0,0,0,0,0
3/30/2016,23,75,5,3,0,0,0,0,0,0
3/30/2017,30,55,37,1,0,128,67,6,1,0
3/30/2018,21,53,29,1,0,102,69,3,0,0
3/31/2015,11,93,1,2,0,1,0,0,0,0
3/31/2016,15,66,3,2,0,1,0,0,0,0
3/31/2017,41,56,29,3,0,137,60,7,0,0
3/31/2018,33,49,46,2,0,88,64,1,0,0
3/4/2015,19,95,5,4,0,0,0,0,0,0
3/4/2016,13,103,4,2,1,0,0,0,0,0
3/4/2017,43,39,34,3,0,97,64,7,0,0
3/4/2018,28,50,46,3,0,69,63,0,0,0
3/5/2015,13,72,3,0,0,1,0,0,0,0
3/5/2016,11,53,6,2,0,2,0,0,0,0
3/5/2017,35,48,40,2,0,95,59,1,1,0
3/5/2018,37,54,41,0,1,83,59,3,2,0
3/6/2015,14,76,6,0,1,0,0,0,0,0
3/6/2016,21,68,10,2,0,0,0,0,0,0
3/6/2017,41,47,34,2,0,101,69,7,0,0
3/6/2018,36,40,32,1,1,100,60,7,1,1
3/7/2015,16,73,9,0,0,0,0,0,0,0
3/7/2016,8,95,10,4,0,1,0,0,0,0
3/7/2017,42,40,40,0,0,107,55,2,1,1
3/7/2018,33,46,23,2,0,90,52,4,1,0
3/8/2015,12,74,8,0,0,0,0,0,0,0
3/8/2016,16,77,12,1,0,0,0,0,0,0
3/8/2017,41,42,29,3,0,118,67,4,0,0
3/8/2018,33,42,36,1,0,88,57,2,0,1
3/9/2015,9,95,0,1,0,0,0,0,0,0
3/9/2016,14,93,1,1,0,0,0,0,0,0
3/9/2017,37,40,42,0,0,120,72,5,1,0
3/9/2018,45,57,25,0,0,94,61,2,0,0
4/1/2015,22,63,6,1,0,3,0,1,0,0
4/1/2016,11,88,4,7,0,4,0,0,0,0
4/1/2017,40,63,49,2,0,127,73,0,1,1
4/1/2018,36,52,46,5,0,89,70,2,2,0
4/10/2015,16,100,3,2,0,0,0,0,0,0
4/10/2016,17,75,9,4,0,1,0,0,0,0
4/10/2017,45,56,37,1,0,102,58,6,0,1
4/10/2018,49,64,33,0,0,86,64,8,4,1
4/11/2015,13,69,8,2,0,1,0,0,0,0
4/11/2016,22,124,7,2,0,0,0,0,0,0
4/11/2017,45,46,26,1,0,115,48,5,0,0
4/11/2018,30,36,34,2,0,101,55,2,1,0
4/12/2015,19,81,8,2,1,0,0,0,0,0
4/12/2016,21,87,5,1,0,2,0,0,0,0
4/12/2017,44,47,32,2,0,140,81,4,0,0
4/12/2018,57,39,35,0,0,85,52,1,2,0
4/13/2015,22,94,5,2,0,0,0,0,0,0
4/13/2016,16,85,4,1,0,0,0,0,0,0
4/13/2017,57,47,36,0,0,122,69,3,1,1
4/13/2018,56,62,39,1,0,102,62,3,1,0
4/14/2015,15,103,5,0,0,0,0,0,0,0
4/14/2016,18,82,7,3,0,2,0,0,0,0
4/14/2017,41,65,42,0,0,133,71,4,2,1
4/14/2018,44,45,56,1,0,72,54,3,1,1
4/15/2015,15,85,9,1,0,2,0,0,0,0
4/15/2016,17,92,6,1,0,0,0,1,0,0
4/15/2017,46,39,62,3,0,102,65,0,1,0
4/15/2018,26,44,40,1,0,72,65,1,0,0
4/16/2015,15,83,7,7,0,0,0,0,0,0
4/16/2016,19,66,9,4,0,0,0,0,0,0
4/16/2017,29,34,44,3,0,83,79,3,0,2
4/16/2018,45,47,31,1,0,96,44,5,0,0
4/17/2015,17,72,3,1,0,0,0,0,0,0
4/17/2016,10,66,11,5,0,0,0,0,0,0
4/17/2017,41,72,53,1,0,112,78,0,2,1
4/17/2018,53,57,46,0,1,80,62,3,0,0
4/18/2015,13,65,7,2,0,0,0,0,0,0
4/18/2016,21,78,6,2,0,0,0,0,0,0
4/18/2017,24,45,48,2,0,102,74,4,1,0
4/18/2018,31,51,38,0,0,110,60,3,1,0
4/19/2015,15,71,6,1,0,0,0,0,0,0
4/19/2016,16,95,3,1,0,0,0,0,0,0
4/19/2017,40,56,37,2,0,115,90,4,0,3
4/19/2018,21,45,40,1,1,76,59,1,3,0
4/2/2015,12,93,2,2,0,0,0,0,0,0
4/2/2016,11,80,8,1,0,0,0,0,0,0
4/2/2017,33,49,49,2,0,103,87,3,0,1
4/2/2018,29,58,38,2,0,89,64,5,0,0
4/20/2015,25,93,2,1,0,0,0,0,0,0
4/20/2016,17,83,4,1,0,0,0,0,0,0
4/20/2017,39,47,40,4,0,102,71,4,1,0
4/20/2018,50,53,43,2,0,80,66,4,0,0
4/21/2015,18,89,2,1,1,0,0,0,0,0
4/21/2016,16,95,6,4,0,0,0,0,0,0
4/21/2017,53,55,48,3,0,134,85,5,0,1
4/21/2018,31,44,43,2,0,89,60,0,2,1
4/22/2015,16,99,5,4,0,0,0,0,0,0
4/22/2016,10,77,4,1,0,0,0,0,0,0
4/22/2017,39,68,40,2,0,98,62,4,1,1
4/22/2018,36,48,56,2,0,88,60,1,2,2
4/23/2015,16,92,9,2,0,0,0,0,0,0
4/23/2016,15,70,4,3,0,1,0,0,0,0
4/23/2017,44,38,45,1,0,81,62,1,1,0
4/23/2018,34,62,41,1,0,99,59,3,1,0
4/24/2015,21,96,6,1,1,0,0,0,0,0
4/24/2016,24,73,9,1,0,0,0,0,0,0
4/24/2017,38,55,36,3,0,107,61,5,0,0
4/24/2018,40,42,31,1,0,110,58,3,1,0
4/25/2015,12,71,4,1,0,1,1,0,0,0
4/25/2016,24,92,9,4,0,1,0,0,0,0
4/25/2017,24,47,45,2,0,124,63,10,1,1
4/25/2018,35,45,41,1,0,99,59,2,4,0
4/26/2015,10,84,10,2,0,0,0,0,0,0
4/26/2016,18,88,11,5,0,0,0,1,0,0
4/26/2017,38,46,36,1,0,101,63,4,1,0
4/26/2018,37,60,33,2,0,91,49,6,0,0
4/27/2015,20,99,5,2,0,0,0,0,0,0
4/27/2016,23,82,8,4,0,1,0,0,0,0
4/27/2017,43,46,41,0,0,90,60,6,1,0
4/27/2018,31,51,44,1,0,97,68,6,0,0
4/28/2015,15,92,5,1,0,0,0,0,0,0
4/28/2016,22,81,2,1,0,0,0,0,0,0
4/28/2017,44,46,32,1,0,126,67,4,0,1
4/28/2018,27,54,37,1,0,84,64,3,0,0
4/29/2015,19,87,6,2,0,0,0,0,0,0
4/29/2016,22,75,7,2,0,1,0,0,0,0
4/29/2017,36,57,46,1,0,104,58,3,1,2
4/29/2018,48,32,35,1,0,73,75,0,1,0
4/3/2015,16,87,4,2,1,0,0,0,0,0
4/3/2016,22,60,18,4,0,0,0,0,0,0
4/3/2017,43,34,40,1,0,107,77,8,0,1
4/3/2018,27,35,45,3,0,88,60,2,0,1
4/30/2015,22,79,2,3,0,0,0,0,0,0
4/30/2016,16,48,10,0,0,0,0,0,0,0
4/30/2017,25,58,54,1,0,100,68,0,0,0
4/30/2018,45,56,38,0,0,85,51,6,2,0
4/4/2015,22,78,3,0,0,1,0,0,0,0
4/4/2016,26,103,8,2,0,1,0,1,0,0
4/4/2017,29,59,29,1,0,104,76,6,0,0
4/4/2018,45,36,34,1,0,87,55,2,0,1
4/5/2015,13,47,6,1,0,0,0,0,0,0
4/5/2016,19,87,4,3,0,1,0,0,0,0
4/5/2017,33,41,34,4,0,113,62,3,1,0
4/5/2018,25,52,31,0,0,82,50,3,0,1
4/6/2015,18,73,1,1,0,0,0,0,0,0
4/6/2016,12,94,11,0,0,0,0,0,0,0
4/6/2017,41,38,37,1,1,104,78,9,1,1
4/6/2018,45,40,47,1,0,120,74,3,0,1
4/7/2015,22,82,4,2,0,0,0,0,0,0
4/7/2016,24,76,3,2,0,1,0,1,0,0
4/7/2017,41,55,35,0,0,110,65,4,1,1
4/7/2018,49,65,43,1,0,93,59,4,2,0
4/8/2015,34,74,2,3,0,0,0,0,0,0
4/8/2016,11,75,4,3,1,0,0,0,0,0
4/8/2017,45,49,41,0,0,77,62,2,1,0
4/8/2018,24,50,44,0,0,74,62,2,0,0
4/9/2015,14,64,1,1,0,0,0,0,0,0
4/9/2016,13,76,9,3,0,1,0,0,0,0
4/9/2017,37,38,38,2,0,100,64,1,1,0
4/9/2018,35,43,38,0,0,81,72,2,0,0
5/1/2015,14,90,5,2,1,3,0,0,0,0
5/1/2016,13,53,8,1,0,7,0,0,0,0
5/1/2017,61,46,41,4,0,131,60,10,1,0
5/1/2018,42,56,42,4,0,110,55,2,0,0
5/10/2015,16,52,9,2,0,1,0,0,0,0
5/10/2016,17,85,6,0,0,1,0,0,0,0
5/10/2017,49,62,35,0,0,115,55,4,0,0
5/10/2018,32,50,35,0,0,111,50,2,1,0
5/11/2015,18,94,9,0,0,2,0,0,0,0
5/11/2016,25,70,8,3,0,0,0,0,0,0
5/11/2017,41,42,42,1,0,121,67,5,2,0
5/11/2018,22,51,32,1,0,105,54,2,0,0
5/12/2015,11,104,2,0,0,0,0,0,0,0
5/12/2016,25,88,3,3,0,0,0,0,0,0
5/12/2017,37,34,38,1,0,135,63,4,1,0
5/12/2018,31,39,50,2,0,72,70,4,0,0
5/13/2015,17,67,7,1,0,0,0,0,0,0
5/13/2016,16,93,4,1,0,1,0,0,0,0
5/13/2017,36,44,53,3,0,92,66,2,0,2
5/13/2018,26,38,44,1,0,80,64,0,0,0
5/14/2015,24,94,4,3,0,0,0,0,0,0
5/14/2016,9,50,7,2,1,0,0,0,0,0
5/14/2017,24,41,38,1,0,78,73,2,0,0
5/14/2018,35,41,31,1,0,98,72,2,1,0
5/15/2015,22,95,6,3,0,0,0,0,0,0
5/15/2016,8,51,7,2,0,0,0,0,0,0
5/15/2017,43,50,42,1,0,113,68,8,3,0
5/15/2018,38,46,42,0,0,89,56,2,1,0
5/16/2015,11,55,9,1,0,0,0,0,0,0
5/16/2016,14,110,5,3,0,2,0,0,0,0
5/16/2017,36,49,35,3,0,105,56,4,0,2
5/16/2018,29,50,36,1,0,84,61,1,2,0
5/17/2015,18,74,4,4,0,0,0,0,0,0
5/17/2016,17,79,6,1,0,3,0,0,0,0
5/17/2017,52,46,32,2,0,112,52,2,2,0
5/17/2018,31,44,42,2,0,79,53,6,3,0
5/18/2015,28,115,4,1,0,0,0,0,0,0
5/18/2016,22,105,9,2,0,1,0,1,0,0
5/18/2017,37,47,39,2,0,131,76,6,1,0
5/18/2018,35,43,45,2,0,90,60,7,0,0
5/19/2015,27,82,9,3,0,0,0,0,0,0
5/19/2016,20,52,4,2,0,0,0,0,0,0
5/19/2017,44,48,50,2,1,134,61,6,0,0
5/19/2018,23,47,46,0,1,84,62,2,0,0
5/2/2015,12,79,4,0,0,0,0,0,0,0
5/2/2016,32,78,4,0,0,0,0,1,0,0
5/2/2017,35,44,44,2,1,111,75,6,2,1
5/2/2018,25,34,29,1,0,86,60,4,3,0
5/20/2015,13,85,4,1,0,0,0,0,0,0
5/20/2016,12,82,4,3,1,0,0,0,0,0
5/20/2017,29,41,53,0,0,116,73,5,0,0
5/20/2018,30,38,40,1,0,98,57,2,0,0
5/21/2015,17,93,12,1,0,0,0,1,0,0
5/21/2016,12,57,8,0,0,1,0,0,0,0
5/21/2017,38,34,37,1,0,90,58,0,0,0
5/21/2018,38,46,50,5,0,108,50,6,0,0
5/22/2015,23,75,4,1,0,0,0,0,0,0
5/22/2016,17,58,16,3,0,0,0,0,0,0
5/22/2017,39,30,34,1,0,102,67,4,0,0
5/22/2018,39,45,44,1,0,86,54,9,0,0
5/23/2015,13,87,4,3,0,0,0,0,0,0
5/23/2016,20,88,7,2,0,0,0,0,0,0
5/23/2017,50,45,40,1,0,102,61,5,2,0
5/23/2018,30,49,39,1,0,87,66,3,0,0
5/24/2015,12,59,6,2,0,0,0,0,0,0
5/24/2016,11,64,3,2,0,1,0,0,0,0
5/24/2017,50,45,34,2,0,109,53,6,1,0
5/24/2018,25,37,30,2,0,95,50,4,2,0
5/25/2015,18,64,5,1,0,0,0,0,0,0
5/25/2016,10,77,7,4,0,1,0,0,0,0
5/25/2017,44,47,32,3,0,108,54,4,3,0
5/25/2018,29,54,48,2,0,91,47,2,1,0
5/26/2015,21,99,1,2,0,0,0,0,0,0
5/26/2016,19,87,9,0,0,1,0,0,0,0
5/26/2017,46,44,52,5,0,94,62,3,0,0
5/26/2018,36,41,47,1,1,97,75,3,0,0
5/27/2015,10,93,8,2,0,0,0,0,0,0
5/27/2016,15,88,4,2,0,0,0,0,0,0
5/27/2017,33,47,60,1,0,93,83,2,1,0
5/27/2018,40,49,64,2,0,89,61,1,0,0
5/28/2015,15,104,7,1,0,0,0,0,0,0
5/28/2016,25,78,8,2,0,0,0,0,0,0
5/28/2017,35,45,48,0,0,99,58,0,0,0
5/28/2018,31,42,47,0,0,102,68,3,0,0
5/29/2015,15,92,5,0,0,0,0,0,0,0
5/29/2016,19,74,12,2,0,1,0,0,0,0
5/29/2017,49,44,44,2,0,109,71,2,1,0
5/29/2018,28,42,35,1,0,92,48,8,1,0
5/3/2015,13,65,9,1,0,0,0,0,0,0
5/3/2016,20,94,2,3,0,0,0,0,0,0
5/3/2017,35,47,40,4,0,97,61,5,1,2
5/3/2018,42,47,38,2,1,110,68,0,0,1
5/30/2015,17,70,10,0,0,0,0,0,0,0
5/30/2016,20,64,8,2,0,0,0,0,0,0
5/30/2017,45,61,37,0,0,140,59,2,1,3
5/30/2018,25,48,42,1,0,98,55,2,0,0
5/31/2015,16,72,9,2,0,0,0,0,0,0
5/31/2016,18,75,2,3,0,0,0,1,0,0
5/31/2017,57,47,39,3,0,133,63,1,1,0
5/31/2018,31,42,27,0,0,105,56,3,0,0
5/4/2015,13,116,4,3,0,0,0,0,0,0
5/4/2016,20,71,5,1,0,0,0,0,0,0
5/4/2017,49,36,36,1,0,115,51,9,1,0
5/4/2018,37,39,37,0,0,100,59,2,0,0
5/5/2015,12,107,2,3,0,0,0,0,0,0
5/5/2016,17,76,6,4,0,0,0,0,0,0
5/5/2017,50,45,36,5,0,146,60,6,1,2
5/5/2018,39,55,49,0,0,92,70,2,0,1
5/6/2015,19,109,4,2,0,0,0,1,0,0
5/6/2016,23,78,1,1,0,0,0,0,0,0
5/6/2017,40,67,44,2,0,110,73,6,1,1
5/6/2018,35,51,58,1,0,79,79,0,0,0
5/7/2015,9,73,2,3,0,0,0,0,0,0
5/7/2016,17,62,5,3,0,0,0,0,0,0
5/7/2017,49,56,44,4,0,95,60,4,1,1
5/7/2018,33,52,38,1,0,92,63,2,0,0
5/8/2015,14,81,2,2,0,1,0,0,0,0
5/8/2016,14,78,7,0,1,0,0,0,0,0
5/8/2017,59,65,35,0,0,94,53,3,2,0
5/8/2018,46,48,41,3,0,101,60,3,1,0
5/9/2015,9,78,9,3,0,0,0,0,0,0
5/9/2016,22,90,3,0,0,0,0,0,0,0
5/9/2017,54,58,32,1,0,117,54,9,1,0
5/9/2018,45,35,32,0,0,100,56,4,1,2
6/1/2015,23,98,7,3,0,4,0,0,0,0
6/1/2016,14,87,8,5,0,13,0,3,0,0
6/1/2017,46,48,35,1,0,159,75,8,1,0
6/1/2018,32,82,47,3,0,122,68,3,1,0
6/10/2015,15,95,3,4,0,0,0,0,0,0
6/10/2016,19,99,11,1,0,1,0,0,0,0
6/10/2017,46,47,50,2,0,98,67,3,0,1
6/10/2018,44,52,59,0,0,78,65,3,0,0
6/11/2015,16,107,4,1,0,0,0,0,0,0
6/11/2016,15,70,7,2,0,0,0,0,0,0
6/11/2017,49,42,50,2,0,84,67,1,1,0
6/11/2018,44,68,31,2,0,98,56,4,0,0
6/12/2015,9,95,6,0,0,0,0,0,0,0
6/12/2016,20,66,16,0,0,0,1,0,0,0
6/12/2017,40,41,36,1,0,109,71,2,1,0
6/12/2018,47,38,25,1,0,108,74,4,1,1
6/13/2015,10,77,9,2,0,0,0,0,0,0
6/13/2016,25,87,10,3,0,0,0,0,0,0
6/13/2017,49,47,53,2,0,102,62,4,0,0
6/13/2018,40,54,39,0,0,80,58,4,0,0
6/14/2015,10,62,2,2,0,0,0,0,0,0
6/14/2016,16,98,4,1,1,1,0,0,0,0
6/14/2017,54,54,43,2,0,106,57,5,1,0
6/14/2018,37,45,35,0,0,80,66,0,2,0
6/15/2015,17,92,6,3,0,0,0,0,0,0
6/15/2016,12,76,7,3,0,0,0,0,0,0
6/15/2017,47,46,45,0,0,95,57,5,0,0
6/15/2018,43,51,42,3,0,119,50,2,0,0
6/16/2015,15,90,4,2,0,0,0,0,0,0
6/16/2016,19,82,5,5,1,0,0,0,0,0
6/16/2017,30,55,40,1,0,118,69,7,2,0
6/16/2018,35,49,42,1,1,114,63,1,1,0
6/17/2015,14,83,4,2,0,1,0,0,0,0
6/17/2016,22,55,11,3,0,0,0,0,0,0
6/17/2017,36,41,55,3,0,102,69,1,1,0
6/17/2018,37,42,51,3,0,66,71,0,1,0
6/18/2015,17,95,7,0,0,0,0,0,0,0
6/18/2016,20,61,7,2,0,1,0,0,0,0
6/18/2017,36,41,48,2,0,105,72,3,0,0
6/18/2018,59,57,30,2,0,83,66,4,1,0
6/19/2015,6,100,1,3,0,0,0,0,0,0
6/19/2016,13,48,7,3,0,0,1,0,0,0
6/19/2017,51,43,49,4,0,120,74,9,1,0
6/19/2018,43,47,32,2,0,80,46,2,0,0
6/2/2015,14,94,5,1,0,1,0,0,0,0
6/2/2016,11,89,10,3,0,0,0,0,0,0
6/2/2017,41,62,52,0,0,113,71,5,0,1
6/2/2018,32,60,49,0,1,84,70,1,1,0
6/20/2015,8,64,3,2,0,1,0,0,0,0
6/20/2016,17,114,8,2,0,1,0,0,0,0
6/20/2017,28,55,51,0,2,113,63,1,0,0
6/20/2018,58,74,27,0,0,69,43,6,0,0
6/21/2015,16,65,4,2,0,0,0,0,0,0
6/21/2016,22,110,5,3,0,0,0,1,0,0
6/21/2017,46,52,51,1,0,110,58,9,0,0
6/21/2018,47,49,32,1,1,77,49,3,2,1
6/22/2015,21,105,6,0,0,0,0,0,0,0
6/22/2016,17,88,6,2,0,1,0,0,0,0
6/22/2017,30,52,47,2,0,117,57,4,0,0
6/22/2018,43,53,38,1,0,99,50,3,1,0
6/23/2015,21,96,1,0,0,0,0,0,0,0
6/23/2016,24,90,5,4,0,1,0,0,0,0
6/23/2017,37,56,38,1,0,116,49,10,1,0
6/23/2018,43,46,47,0,0,88,54,4,0,0
6/24/2015,14,83,3,2,0,0,0,0,0,0
6/24/2016,21,86,8,0,0,0,0,0,0,0
6/24/2017,30,45,51,2,0,121,60,5,2,0
6/24/2018,51,46,48,3,0,84,55,2,0,0
6/25/2015,15,123,5,2,0,0,0,0,0,0
6/25/2016,16,59,7,3,1,0,0,0,0,0
6/25/2017,20,35,55,0,0,95,56,4,1,0
6/25/2018,36,51,38,1,0,77,57,3,1,0
6/26/2015,10,88,7,1,0,0,0,0,0,0
6/26/2016,8,69,8,4,0,1,0,0,0,0
6/26/2017,40,44,50,0,0,103,46,3,1,0
6/26/2018,45,55,43,1,0,78,58,3,0,0
6/27/2015,12,72,9,2,0,0,0,0,0,0
6/27/2016,17,98,8,1,1,1,0,0,0,0
6/27/2017,37,43,45,4,0,106,65,6,0,0
6/27/2018,44,59,37,0,1,88,51,4,0,0
6/28/2015,21,54,12,3,0,1,0,0,0,0
6/28/2016,13,90,1,2,0,2,0,0,0,0
6/28/2017,40,57,47,0,0,135,68,6,0,0
6/28/2018,41,46,35,0,0,94,53,5,1,0
6/29/2015,12,109,4,1,0,0,0,0,0,0
6/29/2016,11,91,5,4,0,0,0,0,0,0
6/29/2017,37,48,39,1,0,102,53,3,3,0
6/29/2018,36,59,31,0,1,88,41,3,1,0
6/3/2015,13,88,7,4,0,0,0,0,0,0
6/3/2016,16,89,8,2,0,0,0,0,0,0
6/3/2017,43,52,53,3,0,95,84,1,0,0
6/3/2018,27,64,54,1,0,88,62,2,0,0
6/30/2015,16,121,5,3,0,0,0,0,0,0
6/30/2016,17,78,3,2,0,2,0,1,0,0
6/30/2017,30,63,52,1,0,114,60,3,1,0
6/30/2018,47,50,56,0,0,91,74,4,1,0
6/4/2015,17,99,6,1,0,0,0,0,0,0
6/4/2016,6,60,6,7,0,2,0,0,0,0
6/4/2017,30,39,60,2,0,82,74,1,1,0
6/4/2018,41,62,35,2,0,81,65,4,0,0
6/5/2015,17,71,10,2,0,1,0,0,0,0
6/5/2016,17,63,9,2,1,0,0,0,0,0
6/5/2017,40,52,40,1,0,101,54,3,0,0
6/5/2018,37,48,36,3,0,106,58,4,0,0
6/6/2015,9,60,7,2,0,0,0,0,0,0
6/6/2016,18,94,9,0,0,0,0,0,0,0
6/6/2017,34,37,48,1,0,100,71,7,0,0
6/6/2018,35,51,51,4,0,95,56,4,1,0
6/7/2015,12,64,7,3,0,0,0,0,0,0
6/7/2016,16,83,5,3,0,1,0,0,0,0
6/7/2017,56,48,51,2,0,92,52,5,0,0
6/7/2018,49,46,43,1,0,106,46,2,2,0
6/8/2015,22,94,5,1,0,0,0,0,0,0
6/8/2016,14,74,2,0,0,0,0,0,0,0
6/8/2017,35,45,40,3,1,123,61,3,1,0
6/8/2018,37,47,43,1,0,103,51,1,0,0
6/9/2015,20,89,4,2,0,0,0,0,0,0
6/9/2016,14,97,4,1,0,1,0,0,0,0
6/9/2017,36,61,45,2,0,116,64,3,1,0
