Date,MOTOR VEHICLE THEFT,LARCENY-THEFT,RAPE,DRUG OFFENSE,BURGLARY,AGGRAVATED ASSAULT,MURDER AND NON-NEGLIGENT MANSLAUGHTER,ROBBERY,ARSON
06/22/2018,13,52,0,7,27,10,0,4,0
06/23/2016,24,54,0,5,39,3,1,2,0
06/23/2017,19,63,4,4,35,7,1,2,1
06/23/2018,11,49,2,14,16,9,0,1,0
06/24/2016,16,70,3,4,34,14,0,5,0
06/24/2017,14,58,0,2,22,6,1,2,0
06/24/2018,20,59,4,4,14,4,0,7,0
06/25/2016,20,60,0,0,23,11,1,2,0
06/25/2017,22,72,3,2,8,5,0,3,0
06/25/2018,15,55,1,5,22,8,2,2,0
06/26/2016,22,63,4,2,23,6,0,4,0
06/26/2017,13,54,1,3,27,12,1,7,0
06/26/2018,11,57,1,5,19,6,0,2,0
06/27/2016,18,56,1,3,32,7,0,4,1
06/27/2017,15,76,2,3,29,7,1,4,0
06/27/2018,11,53,1,5,21,6,0,2,0
06/28/2016,16,65,2,6,23,3,0,4,0
06/28/2017,17,49,0,7,38,9,0,6,0
06/28/2018,17,55,3,5,25,10,0,0,0
06/29/2016,12,71,3,10,26,6,0,0,0
06/29/2017,18,60,2,9,21,9,3,5,0
06/29/2018,12,67,1,4,32,9,0,1,0
06/30/2016,19,72,1,9,33,5,0,0,0
06/30/2017,18,66,6,6,41,5,1,2,0
06/30/2018,15,60,3,5,21,5,0,4,0
07/01/2016,14,66,4,4,48,9,0,4,0
07/01/2017,19,85,5,7,29,8,0,5,0
07/01/2018,23,76,4,6,22,4,1,5,0
07/02/2016,16,50,2,4,20,6,0,4,1
07/02/2017,13,56,5,3,20,5,0,4,0
07/02/2018,12,83,0,7,26,7,1,2,1
07/03/2016,15,50,2,2,19,5,0,1,0
07/03/2017,18,76,0,6,24,8,0,5,0
07/03/2018,12,69,2,6,27,9,1,3,0
07/04/2016,19,50,6,1,20,4,1,4,1
07/04/2017,10,68,4,5,22,10,1,6,1
07/04/2018,19,51,4,4,14,10,0,4,0
07/05/2016,17,60,3,3,36,7,0,2,0
07/05/2017,25,64,1,4,28,5,0,4,0
07/05/2018,23,46,3,6,20,8,0,6,4
07/06/2016,13,54,1,8,25,6,0,3,0
07/06/2017,13,76,1,2,26,5,0,9,0
07/06/2018,14,49,0,4,18,4,0,5,0
07/07/2016,20,65,1,1,24,2,0,3,1
07/07/2017,13,61,1,6,29,8,1,7,0
07/07/2018,15,56,0,5,25,7,0,5,0
07/08/2016,12,61,1,4,38,4,0,1,0
07/08/2017,18,41,3,1,25,4,1,3,0
07/08/2018,21,55,0,1,22,6,0,7,0
07/09/2016,16,48,0,1,21,12,0,2,0
07/09/2017,21,68,4,2,17,9,0,2,0
07/09/2018,20,82,5,3,16,4,0,5,0
07/10/2016,16,59,2,2,12,5,0,3,0
07/10/2017,15,72,3,5,24,3,0,1,0
07/10/2018,17,60,4,8,21,6,0,3,0
07/11/2016,18,57,1,3,29,5,0,6,0
07/11/2017,18,58,2,4,24,8,1,3,0
07/11/2018,20,54,1,8,20,7,1,4,0
07/12/2016,14,79,2,8,18,7,0,3,0
07/12/2017,24,71,0,5,23,7,0,5,0
07/12/2018,14,62,1,11,18,9,1,1,0
07/13/2016,19,65,2,5,19,5,0,5,1
07/13/2017,20,64,0,4,31,6,0,9,0
07/13/2018,21,58,2,8,28,12,1,1,1
07/14/2016,28,56,2,8,17,4,0,3,0
07/14/2017,17,57,5,6,35,3,1,2,0
07/14/2018,12,46,5,6,20,8,0,2,0
07/15/2016,18,58,0,2,36,10,0,8,0
07/15/2017,16,60,2,8,25,5,0,1,0
07/15/2018,19,50,4,3,20,6,0,3,0
07/16/2016,21,52,2,0,17,1,0,2,2
07/16/2017,24,70,2,2,26,5,0,6,0
07/16/2018,16,69,0,4,31,9,0,4,0
07/17/2016,14,55,3,1,11,6,0,3,0
07/17/2017,13,68,2,4,23,7,0,4,0
07/17/2018,15,51,2,7,12,5,0,4,0
07/18/2016,22,62,1,2,32,9,0,3,0
07/18/2017,28,68,4,8,25,11,1,3,0
07/18/2018,20,54,3,8,14,3,0,3,1
07/19/2016,18,79,3,4,39,5,0,6,1
07/19/2017,12,82,1,3,28,3,0,6,0
07/19/2018,11,63,3,9,17,6,1,2,1
07/20/2016,19,64,3,5,17,4,1,8,2
07/20/2017,20,72,2,2,22,9,0,2,0
07/20/2018,11,58,1,8,29,10,0,5,0
07/21/2016,15,60,1,3,22,3,0,4,0
07/21/2017,19,56,1,1,30,5,0,4,0
07/21/2018,20,43,3,5,23,10,1,0,0
07/22/2016,15,62,0,7,24,3,1,7,0
07/22/2017,25,64,1,5,15,7,0,4,1
07/22/2018,19,45,1,6,12,7,0,5,1
07/23/2016,19,54,0,3,18,7,0,4,0
07/23/2017,16,86,2,3,30,7,0,3,0
07/23/2018,23,66,4,6,15,15,0,4,0
07/24/2016,15,50,1,1,17,4,0,1,0
07/24/2017,17,68,1,4,24,5,0,6,0
07/24/2018,12,54,3,3,23,3,0,5,0
07/25/2016,19,60,2,3,27,5,0,4,0
07/25/2017,21,88,0,6,19,9,0,3,0
07/25/2018,11,57,0,7,19,7,0,2,0
07/26/2016,10,43,4,5,17,3,1,4,0
07/26/2017,13,62,1,5,30,10,1,4,0
07/26/2018,20,59,1,6,19,2,0,2,0
07/27/2016,13,59,0,5,26,5,0,4,0
07/27/2017,16,56,1,2,22,5,0,3,0
07/27/2018,18,71,1,3,30,6,1,3,0
07/28/2016,10,52,2,9,32,6,1,1,0
07/28/2017,17,69,1,2,45,6,1,6,0
07/28/2018,11,68,2,6,16,10,0,5,0
07/29/2016,19,66,3,3,29,6,0,4,0
07/29/2017,12,61,3,4,28,6,0,0,0
07/29/2018,22,81,4,1,19,8,1,5,0
07/30/2016,20,67,0,0,21,4,1,2,0
07/30/2017,14,58,1,6,15,5,0,9,0
07/30/2018,21,60,3,6,22,6,0,3,0
07/31/2016,9,40,2,3,24,1,0,6,1
07/31/2017,17,65,0,13,34,3,0,2,0
07/31/2018,18,48,0,8,21,3,0,4,0
08/01/2016,18,78,4,2,30,4,0,2,0
08/01/2017,14,69,9,7,35,3,0,8,1
08/01/2018,22,65,3,10,23,3,0,4,0
08/02/2016,14,63,3,5,30,1,0,4,0
08/02/2017,9,72,2,7,33,8,2,6,0
08/02/2018,20,42,1,6,21,11,0,4,0
08/03/2016,18,56,2,8,28,5,0,3,0
08/03/2017,16,58,2,5,27,9,0,6,1
08/03/2018,16,75,0,5,18,7,1,6,0
08/04/2016,23,63,4,3,29,3,0,4,1
08/04/2017,16,59,1,4,33,5,0,6,1
08/04/2018,15,63,2,4,12,9,1,3,1
08/05/2016,26,54,1,3,30,2,0,2,0
08/05/2017,18,59,4,5,23,11,0,5,0
08/05/2018,14,60,2,6,23,6,0,3,0
08/06/2016,25,49,1,2,20,6,1,2,0
08/06/2017,16,61,2,6,15,6,0,6,0
08/06/2018,11,68,0,6,16,11,1,7,0
08/07/2016,12,54,2,2,15,6,0,3,0
08/07/2017,22,73,0,6,31,3,0,1,0
08/07/2018,14,65,1,8,21,8,0,6,0
08/08/2016,9,60,2,6,26,6,1,1,1
08/08/2017,16,57,1,7,21,4,0,5,2
08/08/2018,13,62,2,8,17,7,0,3,1
08/09/2016,13,63,1,6,28,7,0,2,2
08/09/2017,17,63,0,5,19,9,2,1,0
08/09/2018,16,79,1,8,16,11,0,3,1
08/10/2016,14,68,2,4,29,3,1,4,1
08/10/2017,16,74,0,7,23,14,0,4,0
08/10/2018,31,80,0,15,23,6,0,2,0
08/11/2016,15,71,1,9,30,2,1,5,0
08/11/2017,19,61,4,6,31,6,1,3,1
08/11/2018,12,52,6,8,19,4,0,3,1
08/12/2016,19,61,3,7,30,4,0,0,0
08/12/2017,14,60,1,8,39,9,0,2,0
08/12/2018,21,68,1,3,19,12,1,2,0
08/13/2016,17,62,1,3,22,3,0,3,0
08/13/2017,19,62,3,3,16,6,0,7,1
08/13/2018,14,65,2,8,21,16,0,6,0
08/14/2016,22,37,4,6,24,4,0,3,0
08/14/2017,15,65,5,3,31,4,0,3,0
08/14/2018,19,80,1,19,14,9,0,4,1
08/15/2016,14,66,0,3,33,3,0,3,1
08/15/2017,12,60,0,7,24,5,1,2,0
08/15/2018,16,66,3,11,19,4,0,2,1
08/16/2016,10,52,1,6,32,4,0,3,1
08/16/2017,8,67,1,5,20,6,0,2,0
08/16/2018,16,65,0,12,21,6,0,4,0
08/17/2016,18,59,2,11,31,5,0,4,0
08/17/2017,15,82,1,3,21,3,0,3,0
08/17/2018,12,54,2,2,31,8,0,2,2
08/18/2016,16,49,3,6,33,7,0,7,0
08/18/2017,22,66,2,3,27,8,0,5,0
08/18/2018,14,62,2,2,23,8,0,6,0
08/19/2016,17,59,2,5,30,9,0,3,0
08/19/2017,23,71,3,7,29,7,1,4,0
08/19/2018,17,53,0,7,15,13,0,4,1
08/20/2016,21,75,3,5,20,2,0,1,0
08/20/2017,18,48,5,2,13,5,0,4,0
08/20/2018,18,71,2,7,21,6,0,7,2
08/21/2016,15,52,0,2,24,11,0,2,0
08/21/2017,19,53,0,5,19,10,0,2,0
08/21/2018,18,69,0,6,31,13,0,3,0
08/22/2016,15,69,1,2,29,1,0,4,0
08/22/2017,11,69,0,3,34,7,0,3,0
08/22/2018,11,72,0,5,26,15,1,6,0
08/23/2016,28,71,3,7,34,4,1,2,0
08/23/2017,11,81,0,6,36,5,1,3,1
08/23/2018,16,65,3,15,25,10,0,5,0
08/24/2016,18,59,2,9,31,5,0,2,0
08/24/2017,16,77,2,4,42,8,0,3,0
08/24/2018,21,80,5,6,22,8,0,3,0
08/25/2016,20,60,1,2,35,6,0,4,0
08/25/2017,21,80,3,3,39,13,1,4,0
08/25/2018,21,71,2,4,13,10,0,3,0
08/26/2016,15,57,2,1,23,7,0,3,0
08/26/2017,24,62,1,2,26,12,0,1,0
08/26/2018,20,64,2,8,13,12,0,5,0
08/27/2016,24,48,2,6,19,8,0,4,0
08/27/2017,16,56,2,3,23,8,0,4,1
08/27/2018,19,76,4,10,13,12,0,3,0
08/28/2016,18,57,1,1,18,7,0,3,0
08/28/2017,20,72,2,4,34,6,0,2,0
08/28/2018,13,54,0,7,16,10,2,5,3
08/29/2016,16,51,1,3,23,4,0,6,0
08/29/2017,15,63,3,5,24,7,0,9,1
08/29/2018,16,79,0,4,24,11,0,6,0
08/30/2016,22,57,3,7,25,9,0,3,1
08/30/2017,13,64,4,2,37,13,0,2,0
08/30/2018,13,58,0,11,24,10,0,5,0
08/31/2016,14,77,2,4,28,4,0,3,2
08/31/2017,14,68,1,5,28,11,1,6,1
08/31/2018,21,63,0,7,26,9,0,5,0
09/01/2016,19,75,6,6,37,8,1,5,0
09/01/2017,20,83,3,2,36,11,1,8,0
09/01/2018,24,70,5,3,21,14,1,0,0
09/02/2016,28,69,0,5,38,8,1,4,1
09/02/2017,20,66,0,5,25,9,1,3,0
09/02/2018,19,53,1,3,14,13,0,3,1
09/03/2016,29,66,2,1,23,6,1,5,0
09/03/2017,19,56,2,5,18,5,1,3,1
09/03/2018,16,59,4,4,18,13,0,4,0
09/04/2016,16,58,2,1,16,11,0,1,0
09/04/2017,19,53,3,4,20,12,0,3,0
09/04/2018,30,62,9,9,17,15,0,5,0
09/05/2016,17,53,2,7,19,6,1,3,0
09/05/2017,24,62,1,5,20,7,0,2,1
09/05/2018,19,52,2,10,25,11,1,3,0
09/06/2016,16,73,2,13,26,7,0,3,0
09/06/2017,23,68,0,7,28,7,0,5,0
09/06/2018,15,47,1,12,22,10,0,1,0
09/07/2016,14,42,1,7,21,3,0,5,1
09/07/2017,13,69,0,3,35,8,0,2,0
09/07/2018,13,75,3,13,19,11,0,2,0
09/08/2016,25,60,1,3,29,5,0,2,0
09/08/2017,9,64,2,6,22,4,0,3,0
09/08/2018,16,64,5,8,18,13,0,6,1
09/09/2016,19,77,2,4,42,7,0,1,1
09/09/2017,18,64,2,7,24,12,1,3,1
09/09/2018,19,61,2,11,14,12,1,5,0
09/10/2016,18,54,2,6,19,3,0,3,0
09/10/2017,14,59,1,2,18,13,0,1,1
09/10/2018,16,72,2,9,32,9,0,3,0
09/11/2016,11,49,2,0,14,7,0,2,0
09/11/2017,15,67,2,4,25,5,0,2,1
09/11/2018,21,69,1,10,20,6,0,2,1
09/12/2016,21,54,2,4,36,9,0,3,0
09/12/2017,15,65,0,6,23,2,0,0,0
09/12/2018,15,66,1,5,18,11,0,5,0
09/13/2016,21,62,0,4,31,6,1,4,0
09/13/2017,16,51,0,7,31,9,0,5,0
09/13/2018,13,66,1,10,25,13,0,2,0
09/14/2016,19,58,1,8,30,4,0,3,0
09/14/2017,13,54,3,4,27,5,0,6,0
09/14/2018,16,64,2,9,24,10,1,2,0
09/15/2016,21,48,1,6,22,4,0,1,0
09/15/2017,17,65,1,6,28,11,0,1,0
09/15/2018,19,59,4,7,16,11,0,4,0
09/16/2016,18,57,1,8,39,8,0,3,0
09/16/2017,14,56,1,1,25,4,0,3,0
09/16/2018,14,68,1,9,15,14,0,5,1
09/17/2016,20,54,4,4,30,1,0,3,0
09/17/2017,16,69,4,3,24,8,0,4,0
09/17/2018,12,75,1,10,26,11,0,6,0
09/18/2016,17,41,2,3,29,9,0,2,1
09/18/2017,11,75,0,7,30,9,1,3,1
09/18/2018,18,67,4,9,21,10,0,4,0
09/19/2016,23,56,4,3,32,8,0,1,0
09/19/2017,19,62,2,8,23,9,0,3,0
09/19/2018,10,64,0,9,18,6,0,4,1
09/20/2016,16,80,2,8,43,6,0,2,0
09/20/2017,11,82,2,3,20,2,0,8,0
09/20/2018,24,80,2,6,26,11,0,1,0
09/21/2016,17,66,1,7,20,5,0,4,0
09/21/2017,10,73,1,6,25,8,0,6,0
09/21/2018,20,72,3,12,27,11,0,4,0
09/22/2016,19,56,4,7,26,3,0,1,0
09/22/2017,12,73,2,10,30,9,0,3,0
09/22/2018,22,58,3,13,19,12,1,1,0
09/23/2016,10,79,2,4,32,7,0,4,0
09/23/2017,16,47,2,7,22,8,0,0,0
09/23/2018,20,61,2,11,14,7,0,5,1
09/24/2016,20,53,4,1,26,2,0,2,0
09/24/2017,9,49,2,5,18,5,0,6,0
09/24/2018,12,75,3,8,19,8,0,4,0
09/25/2016,13,64,1,5,16,2,1,1,0
09/25/2017,10,67,0,4,37,3,0,3,0
09/25/2018,13,71,0,10,18,8,0,5,0
09/26/2016,22,49,1,2,29,2,1,3,1
09/26/2017,22,68,1,6,28,8,0,4,1
09/26/2018,16,48,1,8,20,8,0,2,0
09/27/2016,16,66,0,5,20,10,0,3,0
09/27/2017,8,53,2,6,32,9,0,2,1
09/27/2018,14,60,2,7,20,9,0,2,1
09/28/2016,21,55,0,9,24,6,0,3,0
09/28/2017,14,67,0,7,26,10,0,3,0
09/28/2018,18,56,0,10,28,11,0,3,0
09/29/2016,19,55,3,11,27,3,1,3,0
09/29/2017,21,61,3,5,30,9,0,5,1
09/29/2018,20,68,3,4,15,10,0,4,0
09/30/2016,21,68,2,11,20,4,0,6,0
09/30/2017,24,57,2,8,26,11,0,5,1
09/30/2018,21,65,1,7,13,10,1,4,1
10/01/2016,27,78,5,6,32,2,0,1,2
10/01/2017,13,112,5,4,28,7,0,5,0
10/01/2018,20,77,1,9,24,10,0,3,1
10/02/2016,18,46,0,1,17,7,0,3,0
10/02/2017,13,64,3,7,26,4,0,3,0
10/02/2018,12,56,0,4,19,10,0,4,0
10/03/2016,20,73,1,3,26,6,0,2,1
10/03/2017,11,65,3,5,16,6,0,3,0
10/03/2018,20,62,2,8,34,10,0,0,0
10/04/2016,17,60,1,7,23,4,0,4,0
10/04/2017,13,69,1,6,29,8,0,5,1
10/04/2018,17,66,2,8,23,11,0,5,0
10/05/2016,15,68,2,8,31,5,0,2,1
10/05/2017,7,67,2,1,37,8,0,3,0
10/05/2018,15,69,2,17,18,14,0,3,0
10/06/2016,18,57,2,3,25,5,1,3,0
10/06/2017,18,63,2,8,20,5,3,3,0
10/06/2018,18,75,0,5,20,13,0,2,1
10/07/2016,23,66,0,8,31,2,1,2,0
10/07/2017,19,61,4,5,17,7,2,2,0
10/07/2018,9,69,5,3,13,11,0,2,0
10/08/2016,10,50,2,5,21,6,0,6,0
10/08/2017,24,56,3,5,18,9,0,6,0
10/08/2018,20,61,2,5,21,13,0,3,0
10/09/2016,19,47,3,5,18,5,0,4,0
10/09/2017,12,65,5,7,33,7,0,3,0
10/09/2018,9,60,2,10,20,7,0,5,0
10/10/2016,17,75,0,1,36,4,0,4,0
10/10/2017,8,73,2,6,30,7,0,8,1
10/10/2018,12,72,0,8,17,10,0,3,0
10/11/2016,15,64,0,4,33,4,0,3,0
10/11/2017,17,63,2,5,23,11,0,4,0
10/11/2018,14,56,0,6,21,8,0,7,0
10/12/2016,17,54,2,4,17,4,0,2,0
10/12/2017,11,69,1,2,26,6,0,2,1
10/12/2018,19,74,1,8,18,10,0,3,0
10/13/2016,21,76,2,6,24,7,0,2,0
10/13/2017,34,79,3,8,37,9,1,1,2
10/13/2018,10,53,2,12,23,8,0,3,0
10/14/2016,24,63,2,3,29,2,1,4,0
10/14/2017,19,68,1,1,33,9,0,2,1
10/14/2018,15,60,5,5,14,13,0,5,0
10/15/2016,16,52,0,7,24,8,0,4,1
10/15/2017,21,80,1,6,21,3,0,4,0
10/15/2018,16,61,1,12,25,11,0,7,0
10/16/2016,21,55,6,1,20,8,0,7,0
10/16/2017,14,63,2,5,20,9,1,5,0
10/16/2018,13,46,1,5,23,15,0,5,1
10/17/2016,17,61,1,5,29,5,0,5,0
10/17/2017,20,73,3,11,28,5,0,5,0
10/17/2018,14,70,2,7,19,11,0,1,0
10/18/2016,16,67,2,6,29,7,1,7,0
10/18/2017,23,72,0,4,26,19,0,3,0
10/19/2016,15,61,1,2,23,8,0,5,0
10/19/2017,18,63,0,2,19,7,0,1,0
10/20/2016,14,75,0,5,32,5,2,2,0
10/20/2017,11,75,2,0,27,12,0,3,1
10/21/2016,12,73,1,1,41,4,1,5,1
10/21/2017,17,57,3,5,25,13,3,3,1
10/22/2016,14,57,0,0,18,3,1,1,1
10/22/2017,26,69,0,2,21,5,0,4,0
10/23/2016,22,56,4,2,14,7,0,6,0
10/23/2017,15,64,2,5,21,5,1,5,1
10/24/2016,16,74,1,2,26,2,1,4,0
10/24/2017,16,51,4,6,25,4,0,4,0
10/25/2016,16,64,2,6,26,4,0,2,0
10/25/2017,17,80,2,8,38,5,0,7,0
10/26/2016,20,59,1,7,30,3,0,8,0
10/26/2017,16,87,2,4,22,10,0,0,0
10/27/2016,14,65,0,11,32,9,0,1,2
10/27/2017,13,75,2,3,26,7,0,3,0
10/28/2016,7,57,1,4,31,8,0,4,0
10/28/2017,24,66,5,4,30,8,1,9,1
10/29/2016,15,58,3,2,19,3,1,1,1
10/29/2017,15,71,2,8,22,6,1,2,1
10/30/2016,18,54,3,1,21,7,0,7,2
10/30/2017,21,60,1,7,31,11,0,2,0
10/31/2016,22,66,2,1,32,6,1,6,1
10/31/2017,11,73,2,6,34,5,1,4,1
11/01/2015,24,61,5,4,20,10,1,3,0
11/01/2016,22,69,2,6,35,7,0,5,1
11/01/2017,23,89,7,2,36,12,0,4,3
11/02/2015,12,52,3,8,31,6,0,4,1
11/02/2016,9,72,1,1,41,6,0,3,0
11/02/2017,21,67,1,8,20,7,0,6,0
11/03/2015,25,62,2,8,25,4,0,5,0
11/03/2016,17,62,2,6,29,1,0,4,0
11/03/2017,18,62,2,9,38,5,1,4,0
11/04/2015,15,62,2,17,25,4,0,5,0
11/04/2016,18,64,5,12,33,7,1,1,0
11/04/2017,12,66,3,2,16,6,0,4,0
11/05/2015,14,48,1,8,27,5,0,5,0
11/05/2016,23,59,4,1,13,8,1,3,0
11/05/2017,17,63,0,9,17,4,0,4,2
11/06/2015,22,62,2,3,38,9,0,3,0
11/06/2016,19,59,0,3,13,3,0,4,0
11/06/2017,15,75,1,8,27,5,0,5,0
11/07/2015,15,41,0,6,33,6,0,2,0
11/07/2016,9,62,1,1,26,6,0,3,0
11/07/2017,11,53,3,5,34,6,0,8,0
11/08/2015,17,45,2,1,13,10,0,4,0
11/08/2016,13,54,2,4,29,7,0,4,0
11/08/2017,16,60,0,8,25,10,1,1,0
11/09/2015,20,59,1,5,35,7,0,1,1
11/09/2016,19,59,1,6,32,6,0,2,0
11/09/2017,9,67,2,5,23,4,1,3,0
11/10/2015,23,57,1,6,42,3,1,4,0
11/10/2016,13,76,2,6,30,7,0,3,0
11/10/2017,18,47,2,3,25,5,0,1,0
11/11/2015,25,55,0,6,25,9,0,0,0
11/11/2016,20,65,0,6,28,6,0,3,0
11/11/2017,17,63,2,6,27,5,0,9,1
11/12/2015,17,37,2,7,29,7,0,3,0
11/12/2016,13,56,4,1,20,5,1,5,3
11/12/2017,9,71,0,2,15,4,0,3,1
11/13/2015,18,51,0,4,33,10,0,0,1
11/13/2016,18,55,2,2,23,6,0,2,0
11/13/2017,11,69,4,4,27,4,0,2,0
11/14/2015,18,70,2,9,20,4,0,3,1
11/14/2016,15,53,2,4,21,5,0,1,0
11/14/2017,17,55,1,7,22,11,0,2,0
11/15/2015,22,54,2,6,14,3,0,2,0
11/15/2016,11,69,1,5,28,5,0,1,0
11/15/2017,14,65,3,3,28,4,0,3,0
11/16/2015,19,55,3,6,22,3,0,3,1
11/16/2016,15,73,1,6,34,6,0,4,0
11/16/2017,10,71,0,2,17,9,0,7,0
11/17/2015,13,62,0,6,29,3,0,2,0
11/17/2016,16,65,0,9,25,2,0,5,1
11/17/2017,14,74,0,10,37,11,0,2,1
11/18/2015,19,52,0,9,35,2,0,1,0
11/18/2016,22,76,2,4,38,6,0,4,0
11/18/2017,9,56,1,1,25,5,0,4,0
11/19/2015,24,71,0,9,27,1,0,1,0
11/19/2016,20,51,2,3,20,9,0,0,1
11/19/2017,17,54,3,6,13,4,0,4,1
11/20/2015,19,64,2,8,26,2,0,6,1
11/20/2016,4,53,0,3,18,5,1,4,0
11/20/2017,10,66,2,7,23,7,0,2,2
11/21/2015,16,84,3,5,39,5,0,5,1
11/21/2016,15,54,1,4,24,7,0,3,0
11/21/2017,20,65,0,7,35,6,0,7,2
11/22/2015,17,49,2,1,16,11,1,4,0
11/22/2016,16,83,0,2,29,6,0,2,0
11/22/2017,17,74,1,5,31,11,0,6,0
11/23/2015,19,58,0,5,35,6,2,2,0
11/23/2016,19,77,0,6,40,5,1,4,0
11/23/2017,12,54,4,1,22,6,0,1,1
11/24/2015,24,56,0,8,12,10,0,3,0
11/24/2016,13,42,3,3,21,5,0,5,1
11/24/2017,22,65,0,3,28,12,0,3,0
11/25/2015,18,78,0,5,35,7,0,4,1
11/25/2016,13,86,3,4,22,5,1,4,0
11/25/2017,16,64,0,5,20,9,0,3,0
11/26/2015,13,53,2,1,34,6,0,0,0
11/26/2016,17,69,1,4,20,6,0,2,0
11/26/2017,13,60,1,8,18,4,1,7,1
11/27/2015,17,37,0,7,24,1,1,4,1
11/27/2016,16,71,0,0,26,9,1,4,1
11/27/2017,13,65,5,7,24,9,1,6,0
11/28/2015,18,48,1,4,25,4,1,1,1
11/28/2016,16,78,1,3,31,4,0,3,0
11/28/2017,10,76,1,4,23,6,0,6,0
11/29/2015,20,53,2,2,16,6,1,5,1
11/29/2016,11,64,1,5,33,5,0,3,0
11/29/2017,14,63,4,9,26,10,1,2,0
11/30/2015,14,58,0,3,36,3,0,3,0
11/30/2016,24,69,0,6,35,9,0,2,0
11/30/2017,9,75,1,4,24,8,0,7,1
12/01/2015,21,75,7,9,39,5,0,6,0
12/01/2016,17,74,6,7,26,3,0,3,0
12/01/2017,15,97,7,7,37,6,1,3,0
12/02/2015,18,66,0,5,24,4,1,3,1
12/02/2016,22,68,1,5,26,5,0,4,0
12/02/2017,17,65,3,5,15,8,1,6,0
12/03/2015,8,53,1,11,22,6,0,4,0
12/03/2016,22,49,2,5,19,7,0,1,0
12/03/2017,14,60,1,6,18,10,0,3,1
12/04/2015,21,77,1,4,39,4,0,1,0
12/04/2016,11,58,1,4,12,5,0,5,0
12/04/2017,14,72,1,6,23,6,1,8,0
12/05/2015,11,56,1,6,16,12,0,2,0
12/05/2016,24,61,4,4,19,4,0,2,0
12/05/2017,14,85,2,6,32,2,0,3,0
12/06/2015,12,47,1,5,10,5,1,1,0
12/06/2016,21,79,0,14,21,4,0,3,1
12/06/2017,10,80,3,2,32,9,0,2,1
12/07/2015,18,63,0,6,33,6,1,5,1
12/07/2016,17,69,4,8,32,6,0,1,1
12/07/2017,13,74,2,5,28,3,0,4,0
12/08/2015,11,62,1,7,32,6,0,4,0
12/08/2016,20,63,0,7,23,7,0,3,0
12/08/2017,10,72,3,2,28,5,0,1,0
12/09/2015,17,65,1,7,35,7,0,7,2
12/09/2016,18,59,2,5,36,6,0,0,0
12/09/2017,7,74,2,2,20,5,1,4,1
12/10/2015,16,59,2,6,35,5,0,2,0
12/10/2016,15,61,1,4,14,6,0,3,0
12/10/2017,14,76,3,7,15,14,0,3,0
12/11/2015,13,63,2,5,35,6,0,0,0
12/11/2016,14,71,1,2,13,4,0,10,0
12/11/2017,12,84,0,4,21,6,1,0,1
12/12/2015,14,72,1,6,26,7,0,2,1
12/12/2016,25,69,0,1,28,8,0,4,0
12/12/2017,20,65,1,3,19,2,0,4,0
12/13/2015,7,56,0,2,22,8,0,2,0
12/13/2016,22,74,1,3,44,4,0,2,0
12/13/2017,15,72,3,8,22,5,0,4,0
12/14/2015,17,64,1,2,30,2,0,4,0
12/14/2016,25,92,1,5,27,5,0,3,0
12/14/2017,16,78,0,4,27,7,0,3,0
12/15/2015,26,58,0,3,41,3,0,3,0
12/15/2016,19,79,0,9,24,8,0,2,0
12/15/2017,24,80,2,6,29,8,0,2,0
12/16/2015,22,58,1,8,36,1,1,3,0
12/16/2016,22,74,2,3,37,7,1,2,0
12/16/2017,18,70,1,9,25,12,0,4,2
12/17/2015,15,71,2,6,36,5,0,3,2
12/17/2016,24,89,1,6,28,6,0,4,1
12/17/2017,16,73,1,7,23,3,0,3,1
12/18/2015,15,80,1,5,40,4,0,5,1
12/18/2016,10,55,2,1,24,4,0,4,1
12/18/2017,27,68,2,7,33,4,0,3,1
12/19/2015,15,88,1,10,25,7,0,6,0
12/19/2016,12,83,2,4,32,7,0,2,0
12/19/2017,13,77,2,3,24,5,0,4,1
12/20/2015,22,49,0,2,24,6,0,4,0
12/20/2016,13,77,0,9,37,5,0,4,0
12/20/2017,16,76,0,5,25,8,1,3,0
12/21/2015,15,77,4,4,32,8,0,2,1
12/21/2016,21,85,1,15,28,3,0,4,0
12/21/2017,14,69,1,4,24,3,0,6,0
12/22/2015,9,75,1,3,23,6,0,7,0
12/22/2016,17,80,1,10,41,4,0,5,0
12/22/2017,21,72,3,8,30,9,0,2,0
12/23/2015,15,61,0,5,39,3,0,4,0
12/23/2016,19,74,4,6,33,7,0,3,0
12/23/2017,19,58,0,10,28,7,0,0,0
12/24/2015,14,65,0,1,45,2,1,1,0
12/24/2016,14,63,3,4,31,10,0,1,0
12/24/2017,15,59,5,2,20,12,0,1,0
12/25/2015,13,33,0,0,36,2,2,2,0
12/25/2016,17,35,2,2,18,6,0,4,0
12/25/2017,16,37,3,1,27,6,3,2,0
12/26/2015,13,50,5,6,24,7,2,3,0
12/26/2016,23,54,0,4,24,8,0,0,0
12/26/2017,18,55,1,2,14,2,0,1,1
12/27/2015,19,53,1,5,19,10,0,1,0
12/27/2016,17,71,2,6,25,7,0,2,0
12/27/2017,11,53,2,4,16,4,1,0,1
12/28/2015,13,57,3,3,29,4,0,6,0
12/28/2016,15,79,1,6,21,2,0,3,0
12/28/2017,20,61,1,6,22,8,0,6,2
12/29/2015,18,63,0,4,26,6,0,3,0
