Dispatch_Date,AGGRAVATED ASSAULT,MISC,MOTOR VEHICLE THEFT,BURGLARY,ARSON,ROBBERY,RAPE,DRUG OFFENSE,MURDER AND NON-NEGLIGENT MANSLAUGHTER
6/23/2007,109,260,122,24,5,18,1,44,1
6/24/2007,107,281,109,16,3,28,1,40,1
6/25/2007,90,325,151,42,1,27,5,40,2
6/26/2007,85,331,157,40,0,32,4,50,2
6/27/2007,97,280,145,41,1,30,6,38,0
6/28/2007,101,236,135,31,1,17,3,56,3
6/29/2007,116,296,143,33,1,28,5,70,0
6/30/2007,111,258,149,31,2,32,3,53,1
7/1/2007,112,302,118,23,2,28,3,39,0
7/2/2007,102,310,149,35,1,21,0,44,1
7/3/2007,84,372,136,30,3,21,3,67,0
7/4/2007,79,233,97,25,4,27,3,39,3
7/5/2007,96,291,134,43,0,42,3,64,3
7/6/2007,82,229,131,31,3,23,4,64,0
7/7/2007,109,291,118,27,2,35,3,56,1
7/8/2007,107,275,105,29,3,36,2,41,0
7/9/2007,99,303,132,34,1,22,1,37,1
7/10/2007,106,374,149,36,0,28,1,62,1
7/11/2007,139,355,139,24,1,35,3,60,0
7/12/2007,107,391,143,29,2,33,4,72,1
7/13/2007,94,289,135,40,1,33,2,54,2
7/14/2007,97,246,104,36,1,36,4,44,1
7/15/2007,107,270,107,37,1,22,3,54,2
7/16/2007,104,250,153,49,4,28,6,45,0
7/17/2007,80,369,127,30,0,37,2,68,2
7/18/2007,90,345,146,20,3,32,2,60,0
7/19/2007,83,347,152,33,2,33,2,54,2
7/20/2007,106,283,120,36,3,28,6,37,0
7/21/2007,111,269,112,33,1,27,3,70,2
7/22/2007,125,248,90,26,2,20,2,35,6
7/23/2007,104,277,163,34,2,38,3,44,1
7/24/2007,94,347,140,32,1,29,3,71,1
7/25/2007,87,360,149,43,4,39,3,71,1
7/26/2007,89,338,152,30,1,25,4,56,0
7/27/2007,90,280,136,46,2,28,4,46,0
7/28/2007,101,260,119,34,1,30,3,55,5
7/29/2007,120,232,97,34,1,25,2,34,1
7/30/2007,101,270,128,38,2,37,2,39,1
7/31/2007,72,414,143,35,2,36,4,59,1
8/1/2007,83,359,155,33,3,26,4,70,3
8/2/2007,79,330,135,30,2,37,2,54,0
8/3/2007,85,306,115,31,4,31,5,53,1
8/4/2007,105,273,82,28,1,26,4,65,0
8/5/2007,123,256,104,22,2,22,3,43,1
8/6/2007,106,261,127,39,4,22,0,33,0
8/7/2007,96,380,123,31,3,29,2,86,1
8/8/2007,87,327,139,38,2,38,2,67,0
8/9/2007,89,286,111,30,0,22,3,56,2
8/10/2007,76,282,122,46,0,20,3,62,0
8/11/2007,100,300,133,30,2,27,6,65,0
8/12/2007,92,273,120,25,4,23,1,54,1
8/13/2007,104,303,148,35,3,25,4,30,1
8/14/2007,99,345,141,44,3,26,1,62,1
8/15/2007,76,367,157,38,1,31,2,63,2
8/16/2007,89,370,125,37,1,23,2,74,2
8/17/2007,95,279,133,49,2,19,4,42,3
8/18/2007,88,267,116,37,2,30,1,42,1
8/19/2007,83,294,100,27,2,22,3,25,0
8/20/2007,75,292,152,40,2,25,0,42,1
8/21/2007,73,293,136,30,4,19,3,61,0
8/22/2007,69,355,125,37,1,30,1,65,0
8/23/2007,78,401,150,34,4,36,3,69,1
8/24/2007,93,300,155,31,2,25,2,56,0
8/25/2007,103,236,117,26,1,31,1,56,2
8/26/2007,100,269,128,26,6,24,2,38,3
8/27/2007,87,296,146,38,2,40,0,37,1
8/28/2007,88,371,160,33,2,43,1,60,0
8/29/2007,88,358,144,25,3,29,0,62,3
8/30/2007,88,312,104,26,3,38,7,66,0
8/31/2007,89,298,121,23,2,24,2,72,1
9/1/2007,104,263,126,22,4,32,2,60,7
9/2/2007,97,298,103,43,1,25,7,57,0
9/3/2007,102,233,92,28,1,23,3,40,1
9/4/2007,104,317,125,30,4,17,6,45,0
9/5/2007,92,356,130,49,1,27,4,73,2
9/6/2007,85,307,127,30,3,29,1,76,0
9/7/2007,93,272,115,31,2,33,3,63,2
9/8/2007,119,268,118,23,4,28,8,52,2
9/9/2007,112,281,115,19,2,36,2,41,1
9/10/2007,90,263,125,37,3,24,1,36,1
9/11/2007,100,264,126,29,2,34,1,96,0
9/12/2007,105,316,124,40,1,20,3,79,0
9/13/2007,84,342,119,32,3,30,3,68,0
9/14/2007,97,292,117,18,2,21,4,67,2
9/15/2007,99,327,101,23,1,36,2,67,0
9/16/2007,98,265,114,29,1,24,4,47,1
9/17/2007,86,244,122,39,2,30,0,47,0
9/18/2007,93,272,121,36,0,28,2,78,0
9/19/2007,103,281,140,38,1,30,3,86,0
9/20/2007,105,304,134,39,1,39,2,63,2
9/21/2007,119,258,137,23,2,31,7,40,0
9/22/2007,107,276,126,23,1,30,1,59,2
9/23/2007,110,277,116,24,1,27,3,43,1
9/24/2007,96,252,135,45,1,21,6,48,0
9/25/2007,123,296,147,37,1,27,7,79,3
9/26/2007,110,311,137,42,2,17,2,75,1
9/27/2007,102,301,133,39,3,33,1,56,0
9/28/2007,110,277,120,37,5,32,3,73,0
9/29/2007,105,232,136,22,1,34,4,47,0
9/30/2007,113,245,122,22,2,34,1,46,0
10/1/2007,118,245,136,45,1,37,4,60,0
10/2/2007,106,273,132,38,3,25,2,64,0
10/3/2007,107,318,150,34,2,32,1,68,1
10/4/2007,98,261,139,21,3,26,4,70,2
10/5/2007,123,264,123,35,0,23,4,59,2
10/6/2007,102,279,127,20,2,38,2,60,2
10/7/2007,128,291,108,23,3,25,6,37,1
10/8/2007,113,315,151,31,2,27,5,42,1
10/9/2007,101,278,137,33,5,29,1,69,0
10/10/2007,107,277,139,31,0,29,3,61,0
10/11/2007,113,297,123,31,2,33,2,73,0
10/12/2007,91,217,123,34,0,26,1,56,1
10/13/2007,98,264,101,24,1,20,4,52,0
10/14/2007,84,219,115,26,1,24,4,58,0
10/15/2007,93,232,135,32,2,23,2,63,1
10/16/2007,124,272,140,40,3,27,5,81,0
10/17/2007,111,300,153,25,2,23,5,61,3
10/18/2007,90,247,135,41,1,24,1,60,1
10/19/2007,112,221,120,31,1,36,2,47,1
10/20/2007,117,270,133,26,0,39,5,62,0
10/21/2007,117,269,124,25,2,38,6,48,1
10/22/2007,130,284,147,38,1,40,3,49,0
10/23/2007,113,283,129,41,2,18,4,67,0
10/24/2007,112,267,135,40,0,31,4,71,2
10/25/2007,106,265,123,37,0,29,2,61,2
10/26/2007,98,216,129,28,1,29,5,45,1
10/27/2007,87,209,135,29,0,46,1,41,2
10/28/2007,72,193,126,30,2,36,1,62,2
10/29/2007,95,253,137,40,0,24,5,47,1
10/30/2007,104,256,124,31,6,27,3,58,2
10/31/2007,95,281,128,24,0,34,3,33,1
11/1/2007,105,256,122,41,1,24,3,63,1
11/2/2007,98,230,99,18,1,30,3,61,0
11/3/2007,68,205,115,34,1,32,4,57,3
11/4/2007,68,230,125,27,2,24,3,37,0
11/5/2007,106,265,137,44,2,31,4,38,2
11/6/2007,66,237,137,85,1,22,2,64,1
11/7/2007,94,205,106,30,0,21,2,24,3
11/8/2007,95,254,118,29,0,29,4,46,1
11/9/2007,103,212,113,27,2,26,2,64,0
11/10/2007,82,243,127,35,1,24,3,61,1
11/11/2007,94,204,106,20,2,44,3,54,2
11/12/2007,72,287,144,38,1,28,4,37,0
11/13/2007,93,255,130,30,1,29,1,48,1
11/14/2007,91,281,141,27,2,41,4,66,0
11/15/2007,89,244,140,50,1,27,0,59,0
11/16/2007,78,213,145,31,0,31,0,52,1
11/17/2007,69,306,122,29,1,33,7,78,2
11/18/2007,87,247,107,29,0,30,2,48,3
11/19/2007,74,239,136,33,0,30,1,56,1
11/20/2007,75,270,155,38,1,28,1,72,0
11/21/2007,100,295,137,39,2,37,4,59,0
11/22/2007,85,141,100,21,2,14,1,25,1
11/23/2007,55,169,113,41,3,27,2,60,0
11/24/2007,81,242,111,24,1,20,2,57,1
11/25/2007,105,232,100,27,1,19,3,66,2
11/26/2007,86,254,121,44,4,36,0,41,1
11/27/2007,81,314,151,30,5,34,5,72,0
11/28/2007,93,270,132,49,0,26,5,68,1
11/29/2007,114,243,114,49,2,24,1,79,1
11/30/2007,91,288,114,37,0,26,3,81,1
12/1/2007,83,256,120,17,1,26,2,79,0
12/2/2007,83,247,93,19,3,24,2,75,0
12/3/2007,85,233,128,46,5,24,9,56,1
12/4/2007,95,257,122,36,4,23,3,64,0
12/5/2007,85,259,140,38,0,24,5,72,1
12/6/2007,94,229,96,40,1,22,1,76,0
12/7/2007,80,206,134,37,2,27,3,52,1
12/8/2007,82,214,130,26,0,27,2,69,2
12/9/2007,92,227,125,32,0,41,0,58,0
12/10/2007,90,267,180,47,0,26,6,45,1
12/11/2007,96,267,145,38,1,34,1,89,1
12/12/2007,84,247,163,43,1,35,1,61,0
12/13/2007,100,243,120,31,1,18,4,59,1
12/14/2007,107,226,124,38,0,32,0,68,0
12/15/2007,99,285,114,34,1,28,1,85,1
12/16/2007,76,153,116,29,2,21,1,37,1
12/17/2007,100,250,138,44,2,20,4,45,1
12/18/2007,90,247,131,25,1,30,4,72,0
12/19/2007,83,282,119,31,0,25,5,65,1
12/20/2007,107,267,111,35,0,31,2,62,2
12/21/2007,94,200,121,30,0,35,4,46,0
12/22/2007,75,219,117,26,2,24,1,55,1
12/23/2007,72,189,117,23,1,26,0,39,0
12/24/2007,63,200,123,35,2,28,3,44,1
12/25/2007,75,91,52,13,2,14,3,7,3
12/26/2007,73,278,113,36,1,20,3,52,0
12/27/2007,75,391,117,40,0,26,5,56,0
12/28/2007,65,328,129,33,1,22,2,69,0
12/29/2007,95,250,93,28,0,18,2,60,0
12/30/2007,89,271,98,22,1,24,5,38,1
12/31/2007,64,227,98,38,0,17,3,48,0
1/1/2008,109,233,76,16,5,19,5,52,1
1/2/2008,91,261,126,39,5,19,0,57,2
1/3/2008,68,205,99,25,2,27,4,70,0
1/4/2008,83,247,119,42,1,26,0,58,1
1/5/2008,82,243,105,34,2,24,1,64,1
1/6/2008,82,270,90,28,4,23,2,64,0
1/7/2008,97,280,131,41,1,28,0,52,0
1/8/2008,114,342,125,39,1,30,1,61,0
1/9/2008,115,274,124,44,2,26,3,71,1
1/10/2008,102,266,135,41,3,32,1,84,1
1/11/2008,109,259,103,46,0,32,2,69,0
1/12/2008,102,292,135,22,2,28,1,59,0
1/13/2008,95,222,88,30,1,24,3,56,0
1/14/2008,113,223,140,48,1,25,1,50,2
1/15/2008,87,311,124,39,2,27,2,62,1
1/16/2008,98,277,125,21,1,25,2,48,0
1/17/2008,84,238,123,28,3,19,2,55,0
1/18/2008,87,236,120,26,2,20,3,63,1
1/19/2008,84,256,101,36,1,32,4,81,3
1/20/2008,75,209,80,22,2,12,2,38,2
1/21/2008,61,214,122,23,2,13,1,35,0
1/22/2008,73,247,119,43,2,32,4,71,1
1/23/2008,81,260,123,41,2,27,1,74,1
1/24/2008,86,273,117,36,2,31,1,60,0
1/25/2008,89,242,120,38,1,31,3,59,0
1/26/2008,82,213,89,19,3,31,4,93,2
1/27/2008,88,224,117,28,3,24,2,63,0
1/28/2008,90,252,136,30,2,26,3,38,0
1/29/2008,86,255,112,54,4,25,4,69,0
1/30/2008,90,262,97,35,1,19,5,65,1
1/31/2008,75,213,112,36,3,25,3,56,3
2/1/2008,89,184,109,29,1,36,3,69,0
2/2/2008,87,270,79,18,2,22,3,89,1
2/3/2008,80,244,85,15,1,24,3,45,1
2/4/2008,103,239,132,40,4,26,3,51,1
2/5/2008,94,281,108,34,2,18,4,106,2
2/6/2008,133,309,118,26,1,19,5,66,0
2/7/2008,83,256,124,27,1,22,5,70,0
2/8/2008,101,242,113,37,2,32,2,71,0
2/9/2008,75,262,114,25,2,28,0,103,2
2/10/2008,62,245,94,19,0,24,3,56,0
2/11/2008,79,227,115,29,1,20,4,46,1
2/12/2008,70,175,84,30,3,13,2,50,0
2/13/2008,66,221,93,25,1,20,3,46,0
2/14/2008,93,242,113,29,3,26,0,57,1
2/15/2008,93,209,94,38,0,30,2,47,1
2/16/2008,77,253,110,24,3,18,6,77,0
2/17/2008,74,320,96,23,1,25,1,45,0
2/18/2008,66,380,107,21,0,13,2,71,0
2/19/2008,92,266,122,42,1,26,3,66,0
2/20/2008,85,244,110,41,0,24,0,63,4
2/21/2008,92,220,109,33,1,26,6,64,1
2/22/2008,78,192,88,20,1,21,4,34,0
2/23/2008,70,231,100,22,3,21,4,69,1
2/24/2008,103,238,111,32,3,27,5,58,3
2/25/2008,102,270,121,42,1,20,2,57,1
2/26/2008,92,275,121,27,1,18,3,87,0
2/27/2008,103,283,121,36,3,16,1,90,0
2/28/2008,118,231,103,29,2,16,2,53,0
2/29/2008,112,214,115,23,2,30,3,65,2
3/1/2008,87,273,107,29,1,22,8,70,1
3/2/2008,87,319,101,23,3,14,2,74,1
3/3/2008,102,279,111,33,1,18,0,61,0
3/4/2008,126,274,108,31,3,24,5,88,0
3/5/2008,112,300,117,32,1,27,3,84,0
3/6/2008,109,259,130,38,1,19,3,76,0
3/7/2008,116,225,109,36,2,20,3,54,0
3/8/2008,69,294,92,33,1,13,2,43,0
3/9/2008,81,259,103,25,0,14,2,59,1
3/10/2008,98,323,118,40,2,26,3,65,1
3/11/2008,130,285,133,45,1,26,4,87,0
3/12/2008,98,310,112,36,2,20,1,81,1
3/13/2008,109,242,102,36,4,27,6,63,2
3/14/2008,119,263,129,30,3,35,4,55,1
3/15/2008,120,364,103,29,2,26,3,89,0
3/16/2008,92,362,84,16,2,25,1,60,2
3/17/2008,82,293,133,47,2,24,0,48,1
3/18/2008,95,293,121,33,4,18,4,74,2
3/19/2008,74,324,96,24,2,25,3,53,0
3/20/2008,90,354,128,32,0,22,3,69,1
3/21/2008,81,264,96,29,2,30,2,76,0
3/22/2008,90,238,115,31,4,15,0,63,2
3/23/2008,72,243,63,18,1,22,3,47,3
3/24/2008,96,307,126,32,3,28,2,58,0
3/25/2008,99,289,118,31,2,18,1,96,0
3/26/2008,123,342,111,29,2,29,1,91,1
3/27/2008,105,259,111,34,5,32,4,73,0
3/28/2008,109,274,110,30,4,34,6,63,2
3/29/2008,73,246,88,23,0,21,2,68,1
3/30/2008,93,291,97,25,0,13,4,60,1
3/31/2008,90,248,113,42,1,20,0,56,1
4/1/2008,83,257,114,35,2,35,2,93,0
4/2/2008,153,301,103,24,2,24,4,54,0
4/3/2008,93,252,104,33,5,26,5,67,0
4/4/2008,111,260,121,30,2,31,2,68,1
4/5/2008,95,359,114,27,0,24,1,79,1
4/6/2008,105,271,103,27,1,26,2,59,1
4/7/2008,91,275,125,48,5,24,2,65,0
4/8/2008,117,294,124,31,1,27,1,76,0
4/9/2008,129,349,117,38,2,25,1,91,0
4/10/2008,151,318,104,35,6,19,3,94,2
4/11/2008,125,274,121,34,2,21,4,69,1
4/12/2008,110,282,120,25,1,30,6,64,3
4/13/2008,112,274,100,30,2,36,4,61,3
4/14/2008,106,263,117,37,4,29,2,66,0
4/15/2008,120,319,126,40,1,27,1,87,2
4/16/2008,115,278,127,30,3,16,3,79,1
4/17/2008,107,228,130,38,0,25,2,63,0
4/18/2008,109,266,130,31,4,30,4,68,1
4/19/2008,118,334,117,32,1,28,2,68,2
4/20/2008,112,331,90,27,1,32,1,66,3
4/21/2008,114,273,163,42,2,21,9,50,1
4/22/2008,79,260,116,34,3,23,4,61,0
4/23/2008,140,339,147,30,7,25,2,85,0
4/24/2008,113,293,118,41,2,14,2,61,0
4/25/2008,110,282,133,36,1,21,3,76,0
4/26/2008,96,316,112,24,0,29,4,63,0
4/27/2008,100,252,102,21,2,26,0,72,5
4/28/2008,114,234,115,49,2,20,4,37,0
4/29/2008,107,297,151,32,2,21,5,82,1
4/30/2008,104,291,151,30,1,18,2,55,1
5/1/2008,121,275,110,30,4,27,2,62,1
5/2/2008,98,232,112,32,3,28,2,76,0
5/3/2008,82,237,99,24,0,23,2,56,1
5/4/2008,93,231,94,21,0,19,1,68,2
5/5/2008,113,276,121,45,5,26,4,54,3
5/6/2008,93,287,100,19,1,22,1,93,1
5/7/2008,110,311,140,37,1,26,3,68,0
5/8/2008,108,240,148,34,2,23,3,56,0
5/9/2008,97,189,103,41,1,33,3,30,0
5/10/2008,67,261,108,22,1,18,2,58,2
5/11/2008,91,239,93,27,3,20,2,51,0
5/12/2008,75,187,131,43,1,20,4,34,0
5/13/2008,94,258,120,27,4,26,5,55,1
5/14/2008,116,242,106,33,1,30,2,68,1
5/15/2008,116,271,122,30,1,23,4,68,0
5/16/2008,92,212,97,44,2,24,1,40,1
5/17/2008,94,264,93,32,1,18,2,66,0
5/18/2008,112,320,107,20,3,38,4,65,0
5/19/2008,88,311,115,53,0,25,3,63,2
5/20/2008,96,266,115,31,0,22,2,74,1
5/21/2008,101,320,111,30,1,30,4,71,0
5/22/2008,104,265,139,41,1,23,2,62,0
5/23/2008,97,264,141,24,1,21,1,80,1
5/24/2008,108,291,115,27,2,20,4,77,3
5/25/2008,107,283,92,19,2,22,1,53,2
5/26/2008,93,272,96,34,0,17,2,43,0
5/27/2008,121,313,149,35,1,26,3,68,0
5/28/2008,110,289,135,41,2,26,5,76,1
5/29/2008,112,264,143,36,1,23,3,76,0
5/30/2008,118,259,127,35,3,32,3,82,1
5/31/2008,108,286,96,30,1,30,3,49,2
6/1/2008,127,412,114,32,4,27,3,64,3
6/2/2008,131,284,152,39,1,26,5,36,1
6/3/2008,99,300,141,31,3,12,3,56,1
6/4/2008,101,258,134,30,3,22,5,68,0
6/5/2008,112,282,125,36,1,18,0,74,1
6/6/2008,138,280,145,33,3,27,1,66,1
6/7/2008,91,319,116,17,1,26,3,61,0
6/8/2008,101,248,98,22,0,19,6,34,0
6/9/2008,108,243,151,44,2,29,2,25,0
6/10/2008,100,264,137,36,2,29,1,56,1
6/11/2008,111,340,136,44,1,22,5,59,0
6/12/2008,124,302,133,41,1,22,0,62,0
6/13/2008,123,278,121,31,1,24,4,72,0
6/14/2008,115,358,107,31,2,21,2,83,2
6/15/2008,122,271,119,20,2,33,2,38,2
6/16/2008,96,251,149,53,2,33,5,30,3
6/17/2008,97,321,153,34,2,22,4,80,3
6/18/2008,80,373,131,32,2,23,2,70,1
6/19/2008,124,357,150,36,2,27,2,78,2
6/20/2008,97,305,161,28,2,31,2,88,1
6/21/2008,106,361,101,28,4,21,3,82,1
6/22/2008,112,269,107,28,4,19,2,48,3
6/23/2008,96,301,132,41,1,35,2,41,2
6/24/2008,76,312,147,23,1,28,6,82,0
6/25/2008,105,341,145,37,4,29,3,52,0
6/26/2008,105,360,143,28,2,25,3,53,0
6/27/2008,92,337,128,33,3,28,3,65,0
6/28/2008,93,285,132,35,0,35,5,75,0
6/29/2008,121,267,124,27,1,30,4,50,3
6/30/2008,107,334,152,49,2,29,2,23,2
7/1/2008,92,315,148,37,3,25,3,54,0
7/2/2008,114,352,144,39,2,18,2,47,1
7/3/2008,116,353,106,36,2,30,3,55,0
7/4/2008,101,267,78,36,2,10,4,73,1
7/5/2008,121,250,128,28,1,23,2,79,0
7/6/2008,114,249,105,25,1,25,2,54,0
7/7/2008,87,276,144,41,6,36,1,42,0
7/8/2008,91,417,154,37,1,22,4,63,0
7/9/2008,111,398,130,36,7,31,4,66,1
7/10/2008,97,371,140,40,1,26,2,64,1
7/11/2008,108,263,123,33,2,26,3,55,1
7/12/2008,88,318,134,26,1,27,5,50,3
7/13/2008,104,271,88,25,3,32,9,42,0
7/14/2008,90,295,141,51,2,25,6,30,0
7/15/2008,92,296,159,53,3,25,3,71,2
7/16/2008,88,385,129,43,4,25,0,57,1
7/17/2008,73,324,150,39,2,27,6,63,1
7/18/2008,106,260,135,41,1,23,4,62,3
7/19/2008,93,331,121,37,2,34,1,55,0
7/20/2008,121,232,95,39,2,23,3,46,1
7/21/2008,91,369,126,58,1,19,5,34,2
7/22/2008,88,353,139,37,3,31,3,53,2
7/23/2008,69,320,117,41,1,21,5,45,0
7/24/2008,102,350,125,44,1,27,4,53,0
7/25/2008,83,280,125,45,3,27,1,73,1
7/26/2008,119,220,131,38,1,18,3,75,1
7/27/2008,103,231,137,36,1,28,2,40,2
7/28/2008,95,290,152,43,2,22,7,27,0
7/29/2008,106,360,158,43,0,30,4,54,0
7/30/2008,119,385,137,53,2,31,2,64,0
7/31/2008,103,314,131,33,4,25,9,59,0
8/1/2008,106,277,149,36,1,30,1,71,0
8/2/2008,104,298,103,38,1,27,5,75,0
8/3/2008,102,296,108,22,3,18,4,40,1
8/4/2008,83,345,154,62,2,24,2,33,0
8/5/2008,108,424,148,42,2,22,6,96,2
8/6/2008,97,387,138,48,2,22,1,68,0
8/7/2008,81,356,160,40,2,32,2,53,2
8/8/2008,103,273,126,36,2,30,6,79,1
8/9/2008,93,277,115,40,1,19,3,63,0
8/10/2008,79,231,80,21,2,25,5,34,6
8/11/2008,74,297,159,47,2,26,3,32,1
8/12/2008,89,340,156,40,3,26,5,66,0
8/13/2008,93,442,123,38,2,19,7,66,1
8/14/2008,90,317,128,38,2,16,8,78,0
8/15/2008,96,272,116,40,1,21,0,68,1
8/16/2008,101,259,108,51,2,34,5,80,1
8/17/2008,111,256,113,25,3,31,3,41,0
8/18/2008,103,367,149,60,1,21,4,61,0
8/19/2008,100,426,152,48,1,27,4,64,1
8/20/2008,74,434,160,34,1,24,1,53,1
8/21/2008,88,353,127,44,6,20,2,72,0
8/22/2008,84,278,140,44,1,29,3,69,0
8/23/2008,106,279,107,31,1,16,0,98,0
8/24/2008,113,224,104,30,5,26,7,37,0
8/25/2008,93,261,154,63,3,37,3,39,0
8/26/2008,117,325,147,69,3,28,6,48,0
8/27/2008,103,353,146,27,3,40,4,59,2
8/28/2008,87,364,129,42,4,23,3,76,3
8/29/2008,86,286,121,47,1,34,1,77,2
8/30/2008,124,216,91,31,2,28,1,73,3
8/31/2008,115,251,94,40,0,26,3,57,1
9/1/2008,103,204,126,42,2,35,2,35,0
9/2/2008,92,321,152,47,2,24,0,77,4
9/3/2008,75,326,157,46,1,29,2,84,0
9/4/2008,90,272,111,35,1,27,4,68,0
9/5/2008,109,230,111,29,5,24,4,62,1
9/6/2008,99,227,105,37,1,28,3,58,4
9/7/2008,80,198,119,33,1,22,1,36,0
9/8/2008,79,239,144,56,0,30,6,29,2
9/9/2008,91,259,153,42,4,22,3,64,1
9/10/2008,107,280,125,49,1,28,2,57,0
9/11/2008,98,274,126,30,1,23,1,41,2
9/12/2008,96,205,143,32,1,30,5,61,0
9/13/2008,89,263,105,28,1,28,2,88,2
9/14/2008,119,279,113,39,2,31,4,47,3
9/15/2008,115,260,135,42,6,25,3,24,0
9/16/2008,106,267,143,37,1,24,2,78,2
9/17/2008,131,229,121,40,4,30,2,50,0
9/18/2008,130,269,135,36,4,33,3,61,0
9/19/2008,93,248,130,45,0,33,4,76,1
9/20/2008,117,207,130,34,1,32,2,58,0
9/21/2008,134,238,121,27,1,30,1,49,1
9/22/2008,101,237,151,51,3,33,1,29,0
9/23/2008,99,261,122,41,3,30,6,62,1
9/24/2008,107,252,125,35,1,26,4,59,0
9/25/2008,94,217,119,48,3,36,2,40,2
9/26/2008,92,222,140,38,1,29,4,70,1
9/27/2008,91,238,144,29,1,25,0,61,1
9/28/2008,96,215,127,32,1,34,5,46,1
9/29/2008,100,230,122,48,1,18,4,36,0
9/30/2008,98,242,119,45,6,20,1,33,2
10/1/2008,97,269,126,22,1,36,3,65,0
10/2/2008,97,251,134,42,3,22,4,64,2
10/3/2008,95,260,133,32,1,27,1,79,1
10/4/2008,97,236,101,37,2,29,3,63,3
10/5/2008,76,250,112,23,2,35,5,45,1
10/6/2008,72,201,139,39,1,42,1,32,0
10/7/2008,97,289,131,29,2,25,3,58,0
10/8/2008,115,287,133,43,1,26,4,63,0
10/9/2008,102,294,124,43,0,25,1,73,0
10/10/2008,87,225,115,34,3,22,3,50,1
10/11/2008,92,266,113,41,3,25,2,55,2
10/12/2008,97,217,104,33,0,28,2,45,1
10/13/2008,101,259,149,37,4,23,4,34,0
10/14/2008,135,298,149,41,1,30,1,66,1
10/15/2008,108,264,139,25,4,32,3,57,0
10/16/2008,122,280,150,39,2,31,3,64,1
10/17/2008,119,239,140,33,2,33,0,59,3
10/18/2008,95,215,117,37,2,43,3,43,0
10/19/2008,87,236,111,35,2,29,1,36,0
10/20/2008,116,175,123,57,3,29,5,22,0
10/21/2008,101,210,121,56,2,25,3,58,1
10/22/2008,92,233,125,32,2,29,4,55,1
10/23/2008,83,259,135,34,1,32,5,52,6
10/24/2008,87,238,120,35,2,22,2,68,2
10/25/2008,89,214,120,32,2,33,5,57,0
10/26/2008,90,202,99,30,2,37,5,50,2
10/27/2008,69,210,126,34,7,39,3,34,3
10/28/2008,78,177,111,37,2,32,0,58,4
10/29/2008,74,213,107,34,2,20,1,40,1
10/30/2008,150,367,152,40,1,36,4,43,0
10/31/2008,113,256,94,25,0,35,0,60,2
11/1/2008,96,221,114,28,3,37,3,44,1
11/2/2008,104,213,96,30,4,32,2,44,4
11/3/2008,100,246,142,44,1,35,0,45,0
11/4/2008,92,273,123,32,0,28,2,61,1
11/5/2008,70,263,127,51,1,39,5,62,1
11/6/2008,80,218,128,37,1,39,2,59,0
11/7/2008,109,223,121,41,0,31,2,73,1
11/8/2008,64,254,115,24,1,23,2,68,1
11/9/2008,93,212,105,37,3,20,1,50,2
11/10/2008,73,245,145,71,0,34,2,59,1
11/11/2008,81,242,135,33,1,38,3,99,0
11/12/2008,83,251,129,44,3,27,1,58,1
11/13/2008,88,242,102,47,1,36,1,54,0
11/14/2008,87,201,118,34,3,34,4,66,1
11/15/2008,92,238,122,29,1,23,0,82,1
11/16/2008,103,220,104,41,0,25,2,44,1
11/17/2008,93,203,120,46,0,44,3,39,0
11/18/2008,61,204,100,34,1,28,3,68,0
11/19/2008,88,223,114,45,2,29,3,53,0
11/20/2008,63,140,101,32,0,33,2,39,1
11/21/2008,125,245,124,46,1,29,4,63,1
11/22/2008,65,240,98,33,4,19,1,68,0
11/23/2008,81,187,96,24,1,27,1,40,0
11/24/2008,87,193,147,32,0,34,7,26,0
11/25/2008,81,224,108,40,1,23,2,62,0
11/26/2008,78,249,118,35,1,29,3,69,1
11/27/2008,76,107,69,36,2,23,2,24,0
11/28/2008,77,205,116,38,3,26,3,69,2
11/29/2008,74,234,112,31,1,25,1,76,1
11/30/2008,84,268,87,30,2,26,2,61,0
12/1/2008,95,223,136,48,3,28,0,28,3
12/2/2008,69,254,112,33,0,22,6,79,0
12/3/2008,88,268,100,33,3,40,8,73,2
12/4/2008,89,219,131,33,1,15,4,61,0
12/5/2008,118,227,106,39,0,32,0,55,1
12/6/2008,80,201,120,25,1,32,2,74,1
12/7/2008,78,219,112,29,1,19,2,53,0
12/8/2008,92,194,132,38,3,34,2,38,0
12/9/2008,90,266,129,51,2,28,0,72,0
12/10/2008,101,250,125,35,0,37,4,76,1
12/11/2008,82,196,117,30,2,27,2,44,1
12/12/2008,93,221,109,42,3,38,2,63,0
12/13/2008,81,271,112,44,0,28,2,104,0
12/14/2008,81,214,91,32,2,28,3,45,4
12/15/2008,86,222,136,49,1,23,1,47,1
12/16/2008,105,252,147,40,1,31,2,70,2
12/17/2008,104,242,137,53,1,27,7,63,0
12/18/2008,89,214,115,38,2,28,3,60,1
12/19/2008,90,199,110,42,2,29,4,69,1
12/20/2008,73,213,115,29,0,26,2,86,0
12/21/2008,54,168,78,31,2,33,0,49,0
12/22/2008,56,202,100,47,0,18,3,24,0
12/23/2008,67,215,120,35,2,33,5,52,0
12/24/2008,61,135,91,26,1,26,1,21,0
12/25/2008,65,100,47,28,2,20,2,12,3
12/26/2008,69,233,106,30,1,31,1,91,1
12/27/2008,80,257,82,28,2,34,3,75,3
12/28/2008,85,228,92,33,0,34,2,37,2
