Dispatch_Date,AGGRAVATED ASSAULT,MISC,MOTOR VEHICLE THEFT,BURGLARY,ARSON,ROBBERY,RAPE,DRUG OFFENSE,MURDER AND NON-NEGLIGENT MANSLAUGHTER
12/29/2008,71,302,108,50,2,34,0,35,1
12/30/2008,64,313,106,41,0,34,7,73,0
12/31/2008,67,208,72,23,0,21,3,67,1
1/1/2009,140,167,80,23,1,26,8,60,1
1/2/2009,61,225,107,37,0,35,1,61,0
1/3/2009,61,235,71,31,3,32,3,60,0
1/4/2009,67,225,90,28,1,34,0,41,0
1/5/2009,58,198,119,57,3,36,4,27,1
1/6/2009,55,230,116,33,1,22,3,62,1
1/7/2009,79,224,101,46,1,35,1,53,0
1/8/2009,66,260,97,37,3,25,3,83,2
1/9/2009,91,193,114,52,4,29,5,84,0
1/10/2009,66,231,89,25,2,20,1,76,0
1/11/2009,69,164,82,18,0,26,3,48,0
1/12/2009,101,183,93,26,1,21,3,31,0
1/13/2009,105,259,85,29,1,38,3,81,0
1/14/2009,87,260,100,44,0,30,4,74,1
1/15/2009,100,222,101,24,0,25,0,61,0
1/16/2009,74,170,80,26,1,30,0,48,2
1/17/2009,79,228,78,33,2,29,2,61,1
1/18/2009,64,193,78,16,2,30,1,41,1
1/19/2009,47,202,93,34,0,28,2,30,2
1/20/2009,65,252,102,36,0,23,1,59,2
1/21/2009,60,249,107,33,2,23,1,58,0
1/22/2009,80,235,91,35,1,24,4,57,0
1/23/2009,92,229,119,37,1,36,2,73,0
1/24/2009,84,242,86,30,0,17,3,65,2
1/25/2009,85,214,69,23,2,24,0,61,1
1/26/2009,77,174,98,29,1,21,4,41,0
1/27/2009,85,226,102,38,5,29,3,59,0
1/28/2009,56,161,75,20,1,19,4,59,0
1/29/2009,73,227,101,31,0,20,1,45,0
1/30/2009,90,191,85,29,4,35,3,56,0
1/31/2009,52,195,82,16,2,16,1,75,1
2/1/2009,92,204,77,20,1,21,4,47,1
2/2/2009,95,187,117,30,1,19,7,43,5
2/3/2009,71,226,100,33,1,34,4,60,0
2/4/2009,52,213,77,21,1,19,1,46,0
2/5/2009,58,217,83,19,2,24,1,48,0
2/6/2009,68,164,88,25,0,22,0,79,0
2/7/2009,78,215,90,16,2,19,5,73,0
2/8/2009,96,280,81,24,2,20,2,38,1
2/9/2009,96,237,109,26,2,20,2,35,2
2/10/2009,82,259,119,23,2,23,4,89,0
2/11/2009,76,296,104,17,0,22,2,80,0
2/12/2009,74,238,112,41,3,20,4,56,0
2/13/2009,100,192,104,31,0,21,1,49,2
2/14/2009,80,195,88,20,1,20,4,72,1
2/15/2009,72,297,89,24,1,26,3,43,0
2/16/2009,66,248,112,18,0,18,5,54,0
2/17/2009,66,236,97,38,4,30,0,76,0
2/18/2009,81,213,78,16,0,26,2,58,1
2/19/2009,86,231,91,39,4,30,4,58,1
2/20/2009,84,185,97,22,1,16,2,43,0
2/21/2009,78,248,95,19,0,21,2,70,3
2/22/2009,79,267,85,21,2,19,0,49,0
2/23/2009,77,204,102,25,1,21,3,39,4
2/24/2009,94,267,81,21,2,18,2,56,2
2/25/2009,86,229,112,30,2,21,3,65,0
2/26/2009,73,267,85,20,2,20,2,79,1
2/27/2009,81,210,98,23,2,20,2,70,1
2/28/2009,89,262,92,21,0,25,6,79,0
3/1/2009,78,281,82,14,2,24,2,65,1
3/2/2009,60,112,67,14,0,8,2,15,0
3/3/2009,81,177,78,22,3,18,3,63,1
3/4/2009,75,207,78,22,2,22,0,66,1
3/5/2009,89,244,99,27,0,23,0,52,0
3/6/2009,102,227,94,18,3,27,1,77,1
3/7/2009,101,340,104,17,0,25,3,65,1
3/8/2009,107,310,87,16,1,29,4,49,2
3/9/2009,105,187,120,18,2,25,6,46,0
3/10/2009,88,255,112,28,0,26,6,68,0
3/11/2009,99,281,104,30,3,24,3,70,2
3/12/2009,86,260,115,16,0,24,2,64,0
3/13/2009,102,208,99,20,1,24,4,63,0
3/14/2009,106,338,108,25,1,27,1,95,0
3/15/2009,95,341,104,18,1,18,5,48,5
3/16/2009,92,205,101,17,1,29,2,30,0
3/17/2009,93,274,93,14,0,17,3,75,1
3/18/2009,119,290,105,19,2,21,3,78,1
3/19/2009,118,250,95,21,0,19,5,71,1
3/20/2009,110,262,103,31,1,22,1,66,1
3/21/2009,79,306,102,24,0,21,1,79,0
3/22/2009,92,269,99,17,1,16,2,56,1
3/23/2009,104,240,114,33,2,14,3,30,0
3/24/2009,92,237,97,24,1,12,1,81,0
3/25/2009,87,259,123,19,0,26,1,83,1
3/26/2009,91,229,108,32,5,17,1,62,1
3/27/2009,103,294,99,31,1,18,3,94,1
3/28/2009,83,326,105,20,1,25,3,73,0
3/29/2009,97,289,88,16,4,15,2,44,1
3/30/2009,107,223,131,25,2,15,0,39,0
3/31/2009,89,264,114,35,2,26,2,80,0
4/1/2009,120,224,98,21,0,30,3,81,0
4/2/2009,120,295,114,16,2,24,1,77,1
4/3/2009,110,260,100,32,3,16,3,78,1
4/4/2009,73,373,94,26,2,18,5,84,0
4/5/2009,99,322,101,22,2,27,0,51,0
4/6/2009,72,287,129,30,1,29,0,37,1
4/7/2009,69,373,114,24,1,20,1,101,0
4/8/2009,64,328,90,26,2,21,3,76,0
4/9/2009,83,480,101,19,2,18,1,85,1
4/10/2009,101,276,123,35,1,37,2,84,0
4/11/2009,80,275,81,28,2,29,2,79,2
4/12/2009,77,205,58,32,1,24,3,46,0
4/13/2009,119,217,112,23,0,22,0,32,2
4/14/2009,82,216,100,37,1,15,1,52,1
4/15/2009,68,208,90,34,3,24,2,64,0
4/16/2009,104,295,91,25,2,29,1,64,1
4/17/2009,86,301,113,24,0,22,1,74,0
4/18/2009,99,301,113,22,3,24,2,83,1
4/19/2009,91,256,108,28,1,28,2,43,1
4/20/2009,93,195,103,24,1,19,3,26,1
4/21/2009,104,265,114,23,3,23,1,73,1
4/22/2009,133,308,128,20,1,27,3,70,0
4/23/2009,92,249,116,39,0,28,7,59,1
4/24/2009,114,235,101,28,2,17,4,68,1
4/25/2009,106,292,96,26,1,19,3,77,0
4/26/2009,108,302,91,26,1,23,2,42,3
4/27/2009,101,238,101,32,0,24,0,31,0
4/28/2009,135,213,96,23,1,20,2,56,2
4/29/2009,109,269,106,28,0,32,0,74,0
4/30/2009,109,253,111,20,1,20,0,52,2
5/1/2009,99,247,103,28,0,34,1,80,1
5/2/2009,94,278,108,13,2,17,1,93,0
5/3/2009,90,253,75,17,0,23,4,40,1
5/4/2009,84,208,122,43,1,32,3,23,1
5/5/2009,83,248,133,27,1,28,3,76,1
5/6/2009,106,246,134,21,0,26,3,64,0
5/7/2009,100,272,125,37,1,24,2,72,0
5/8/2009,100,225,107,24,2,18,3,71,2
5/9/2009,118,272,105,24,2,25,2,79,0
5/10/2009,101,254,112,26,1,21,4,36,2
5/11/2009,95,226,134,35,0,28,3,28,1
5/12/2009,130,283,124,27,1,34,1,48,0
5/13/2009,123,261,105,33,4,28,3,61,0
5/14/2009,105,246,104,38,0,16,0,42,3
5/15/2009,119,233,99,20,0,19,3,70,0
5/16/2009,123,331,109,29,1,19,3,72,0
5/17/2009,87,257,92,21,0,23,3,27,0
5/18/2009,109,288,115,30,1,22,5,45,1
5/19/2009,97,246,127,43,2,39,5,37,1
5/20/2009,108,297,136,18,0,17,6,70,1
5/21/2009,116,269,124,28,2,19,0,61,0
5/22/2009,124,250,112,23,2,26,5,74,0
5/23/2009,108,298,111,30,0,18,2,62,3
5/24/2009,97,259,100,23,0,27,2,48,1
5/25/2009,111,251,84,20,1,27,2,34,0
5/26/2009,102,274,122,39,3,18,4,66,0
5/27/2009,103,266,104,32,4,19,2,70,1
5/28/2009,110,324,115,29,1,24,4,65,0
5/29/2009,111,234,107,38,1,36,3,80,1
5/30/2009,101,306,97,18,2,22,2,83,1
5/31/2009,97,308,93,13,0,26,0,62,3
6/1/2009,89,230,133,28,1,28,3,23,0
6/2/2009,120,252,124,25,4,28,2,76,0
6/3/2009,115,300,115,31,2,18,3,63,0
6/4/2009,122,250,122,33,1,25,3,50,2
6/5/2009,92,174,129,25,3,21,0,52,0
6/6/2009,83,241,113,27,0,24,1,60,0
6/7/2009,119,333,116,16,1,20,1,54,0
6/8/2009,88,272,128,32,1,22,3,46,1
6/9/2009,89,315,131,37,1,18,3,70,2
6/10/2009,121,267,136,33,0,21,3,69,3
6/11/2009,100,224,135,33,0,28,0,72,3
6/12/2009,113,227,130,25,0,23,2,68,1
6/13/2009,118,328,104,19,3,30,6,79,1
6/14/2009,107,240,99,21,0,28,8,46,0
6/15/2009,117,294,128,36,1,29,4,49,2
6/16/2009,110,302,134,29,2,18,1,70,0
6/17/2009,79,242,120,38,3,26,0,75,1
6/18/2009,77,241,126,27,0,19,1,58,0
6/19/2009,108,253,120,30,0,26,1,69,0
6/20/2009,83,237,99,29,2,19,3,48,0
6/21/2009,102,305,87,15,1,24,1,38,4
6/22/2009,96,292,123,30,0,33,4,57,1
6/23/2009,102,369,118,31,1,27,4,77,2
6/24/2009,105,347,125,22,1,21,7,66,0
6/25/2009,78,363,112,30,2,22,2,62,0
6/26/2009,98,279,104,24,0,27,1,87,1
6/27/2009,110,233,107,15,1,22,3,69,2
6/28/2009,83,305,90,26,2,19,3,58,1
6/29/2009,75,297,125,37,2,23,2,37,0
6/30/2009,97,311,125,33,1,23,9,73,0
7/1/2009,96,281,117,22,0,23,3,72,1
7/2/2009,80,261,121,39,0,14,4,62,2
7/3/2009,100,253,94,26,0,22,0,70,0
7/4/2009,109,269,68,22,0,22,3,53,0
7/5/2009,113,243,75,30,4,21,0,32,0
7/6/2009,108,257,122,38,2,23,0,34,2
7/7/2009,102,304,141,32,1,28,1,50,0
7/8/2009,73,365,113,29,0,26,4,80,2
7/9/2009,99,400,129,32,1,19,2,67,0
7/10/2009,90,252,117,20,0,25,3,70,0
7/11/2009,97,265,93,29,1,19,5,56,1
7/12/2009,104,203,94,25,2,21,0,38,0
7/13/2009,104,249,145,37,3,14,4,40,1
7/14/2009,76,310,123,31,2,35,0,62,1
7/15/2009,121,297,122,19,1,13,1,72,0
7/16/2009,78,287,106,32,1,27,4,56,1
7/17/2009,88,260,122,27,0,19,4,79,1
7/18/2009,92,284,108,19,1,22,3,69,1
7/19/2009,102,298,94,28,2,29,3,37,0
7/20/2009,112,260,141,29,1,19,2,25,2
7/21/2009,106,310,124,39,2,27,1,56,3
7/22/2009,108,350,139,21,2,27,3,63,0
7/23/2009,110,321,124,38,1,26,1,54,0
7/24/2009,88,251,101,41,1,27,3,69,0
7/25/2009,114,259,101,28,2,24,2,60,3
7/26/2009,101,244,105,24,3,28,2,30,4
7/27/2009,96,284,133,49,3,18,2,30,1
7/28/2009,89,278,128,38,1,25,3,62,0
7/29/2009,88,282,112,30,0,26,3,78,0
7/30/2009,106,254,123,37,0,26,0,65,0
7/31/2009,92,245,123,26,2,30,2,74,1
8/1/2009,84,296,105,27,0,22,1,77,1
8/2/2009,105,225,98,21,0,24,2,28,1
8/3/2009,91,246,143,42,1,28,1,24,0
8/4/2009,119,387,128,36,3,32,3,73,2
8/5/2009,86,366,126,34,1,27,7,77,1
8/6/2009,114,287,141,18,1,30,2,63,2
8/7/2009,107,268,116,33,0,21,3,70,2
8/8/2009,86,263,100,24,1,33,4,63,1
8/9/2009,111,198,111,24,0,28,5,31,1
8/10/2009,90,237,153,37,0,22,6,23,1
8/11/2009,79,335,115,33,0,21,4,63,0
8/12/2009,96,295,126,33,1,36,1,64,1
8/13/2009,85,293,124,25,3,34,2,60,1
8/14/2009,92,250,128,33,1,25,3,82,1
8/15/2009,95,305,96,36,0,20,1,67,0
8/16/2009,127,284,100,25,0,19,1,38,1
8/17/2009,77,323,115,47,2,28,4,32,1
8/18/2009,77,294,152,32,1,33,1,56,1
8/19/2009,78,287,117,33,1,29,1,70,0
8/20/2009,91,271,127,42,2,32,5,63,1
8/21/2009,97,260,119,28,0,29,3,63,1
8/22/2009,97,199,117,28,0,26,2,53,0
8/23/2009,99,231,103,37,0,22,2,35,1
8/24/2009,90,223,139,40,2,22,2,27,3
8/25/2009,83,296,149,47,3,28,5,61,0
8/26/2009,80,305,138,43,0,25,2,65,2
8/27/2009,90,329,147,30,1,28,2,53,0
8/28/2009,70,243,118,37,2,37,1,77,0
8/29/2009,85,261,116,39,2,30,3,71,2
8/30/2009,109,199,113,44,0,29,3,32,0
8/31/2009,101,246,162,48,4,34,2,26,0
9/1/2009,73,301,156,33,2,21,3,58,0
9/2/2009,75,332,130,26,1,25,3,73,3
9/3/2009,78,316,141,35,3,28,3,82,2
9/4/2009,98,219,141,34,1,32,3,91,0
9/5/2009,93,227,112,29,3,18,1,65,1
9/6/2009,93,236,86,30,2,27,4,43,1
9/7/2009,98,195,105,28,3,23,1,37,2
9/8/2009,99,262,156,40,7,24,4,61,1
9/9/2009,81,224,112,30,2,26,1,63,0
9/10/2009,86,200,117,42,1,37,4,43,0
9/11/2009,85,139,98,32,1,19,1,50,1
9/12/2009,90,233,105,31,0,31,2,84,1
9/13/2009,103,227,101,23,4,25,4,31,0
9/14/2009,101,215,139,33,3,36,1,27,0
9/15/2009,97,231,125,31,1,20,2,73,2
9/16/2009,78,214,134,44,0,33,3,41,0
9/17/2009,94,231,116,35,1,28,0,63,1
9/18/2009,108,227,107,31,2,36,3,64,0
9/19/2009,99,237,115,28,0,32,6,57,2
9/20/2009,104,218,109,35,0,26,1,35,0
9/21/2009,92,201,120,37,2,31,1,27,3
9/22/2009,113,208,126,146,1,24,5,65,1
9/23/2009,114,219,103,46,1,23,2,59,2
9/24/2009,119,219,134,25,1,23,2,42,1
9/25/2009,104,248,146,37,1,30,3,72,1
9/26/2009,93,198,121,24,1,25,2,54,1
9/27/2009,87,175,92,31,0,29,0,28,0
9/28/2009,93,245,140,22,2,29,1,24,0
9/29/2009,82,249,134,42,1,33,2,53,0
9/30/2009,94,233,110,33,0,27,5,66,0
10/1/2009,106,219,128,28,2,36,4,75,1
10/2/2009,98,243,116,26,1,21,1,60,0
10/3/2009,97,230,109,27,1,20,0,88,0
10/4/2009,106,210,109,22,3,17,3,37,2
10/5/2009,85,218,127,48,3,28,3,50,1
10/6/2009,105,264,126,36,2,20,8,64,0
10/7/2009,97,221,131,37,0,35,4,58,1
10/8/2009,92,309,117,30,1,12,0,64,3
10/9/2009,103,213,123,29,3,32,4,64,3
10/10/2009,103,227,139,25,1,29,2,58,0
10/11/2009,82,254,108,32,3,17,3,43,1
10/12/2009,67,207,117,43,1,22,4,32,0
10/13/2009,75,227,126,40,0,29,2,63,1
10/14/2009,76,219,123,34,0,24,1,55,1
10/15/2009,71,150,108,33,1,24,2,31,1
10/16/2009,80,174,130,29,0,22,3,48,1
10/17/2009,68,189,108,22,1,33,4,50,0
10/18/2009,64,174,91,31,1,29,3,27,1
10/19/2009,91,207,136,40,1,24,4,31,2
10/20/2009,78,237,121,49,0,26,2,62,2
10/21/2009,86,240,117,38,3,26,1,51,1
10/22/2009,103,281,120,32,0,27,1,64,0
10/23/2009,109,251,116,44,0,33,5,62,1
10/24/2009,74,192,120,30,5,31,2,56,2
10/25/2009,106,210,109,31,2,21,0,42,1
10/26/2009,113,201,146,45,1,24,4,33,1
10/27/2009,102,205,118,43,0,19,5,54,1
10/28/2009,87,194,105,41,1,25,3,42,0
10/29/2009,97,223,126,44,0,20,1,77,0
10/30/2009,108,264,109,27,0,30,6,54,0
10/31/2009,101,235,111,31,0,20,2,59,1
11/1/2009,92,208,110,20,0,31,3,24,1
11/2/2009,109,219,133,31,1,30,3,26,0
11/3/2009,74,209,104,39,0,32,2,52,3
11/4/2009,76,185,115,34,0,24,1,61,0
11/5/2009,95,209,114,25,1,23,3,73,1
11/6/2009,86,183,102,34,1,19,3,61,0
11/7/2009,73,235,87,35,3,21,0,62,2
11/8/2009,88,212,104,33,0,22,3,40,2
11/9/2009,107,199,117,24,2,23,2,29,1
11/10/2009,98,308,130,49,1,23,2,72,1
11/11/2009,70,242,130,19,2,24,5,64,0
11/12/2009,72,209,125,37,4,21,2,59,1
11/13/2009,92,194,129,29,0,28,1,63,2
11/14/2009,90,231,134,37,2,24,2,76,1
11/15/2009,77,256,122,33,0,26,5,40,2
11/16/2009,95,245,147,43,4,24,3,43,0
11/17/2009,86,267,151,30,0,30,3,62,2
11/18/2009,119,243,127,42,0,17,2,81,0
11/19/2009,119,232,124,31,3,27,3,67,0
11/20/2009,91,206,133,35,1,34,3,81,3
11/21/2009,65,186,105,26,1,24,4,74,2
11/22/2009,71,219,81,20,1,21,3,37,0
11/23/2009,67,193,107,40,1,37,6,25,0
11/24/2009,89,220,110,50,1,26,3,58,1
11/25/2009,69,235,111,41,2,26,1,59,0
11/26/2009,70,130,63,21,3,9,1,21,0
11/27/2009,62,177,106,44,3,28,1,53,0
11/28/2009,66,224,101,30,0,26,1,80,1
11/29/2009,76,241,105,29,4,35,5,57,2
11/30/2009,73,219,119,44,2,31,4,31,1
12/1/2009,85,234,108,25,5,33,0,65,1
12/2/2009,87,195,127,30,1,31,1,47,2
12/3/2009,85,216,120,44,1,21,0,58,0
12/4/2009,109,187,140,38,4,33,3,61,0
12/5/2009,89,226,110,26,2,34,4,49,1
12/6/2009,59,176,94,21,0,14,2,39,1
12/7/2009,95,217,114,39,2,33,4,34,0
12/8/2009,79,238,113,30,1,15,4,72,0
12/9/2009,82,217,122,35,0,35,2,76,2
12/10/2009,83,230,114,45,3,24,3,68,0
12/11/2009,72,188,111,36,3,17,4,65,1
12/12/2009,69,230,119,22,1,20,2,69,2
12/13/2009,64,176,94,27,1,24,1,44,0
12/14/2009,89,206,135,32,2,27,2,37,0
12/15/2009,93,267,112,20,1,35,2,53,1
12/16/2009,89,246,145,24,1,32,1,61,0
12/17/2009,95,206,101,33,1,29,3,47,2
12/18/2009,91,187,124,26,0,34,3,43,1
12/19/2009,43,127,63,19,0,15,1,24,0
12/20/2009,50,81,58,17,1,11,1,7,0
12/21/2009,63,136,85,29,1,13,0,17,0
12/22/2009,60,176,96,28,2,26,5,38,0
12/23/2009,60,163,105,58,0,23,5,35,0
12/24/2009,71,151,84,25,2,27,2,30,0
12/25/2009,55,57,41,23,2,9,3,12,1
12/26/2009,83,123,75,28,2,18,2,37,0
12/27/2009,81,204,94,28,2,19,2,42,1
12/28/2009,77,262,118,33,0,39,4,31,2
12/29/2009,59,212,117,46,2,28,2,48,0
12/30/2009,58,205,113,28,1,20,1,64,1
12/31/2009,54,158,92,27,0,27,3,54,2
1/1/2010,107,217,90,29,2,21,6,61,1
1/2/2010,55,176,97,32,1,21,1,46,0
1/3/2010,72,138,90,24,2,14,2,31,1
1/4/2010,56,160,124,26,1,15,2,29,0
1/5/2010,89,218,103,28,1,22,2,49,0
1/6/2010,63,181,116,35,1,28,1,58,0
1/7/2010,93,226,125,20,1,33,3,69,2
1/8/2010,83,150,98,28,1,26,3,71,1
1/9/2010,63,178,97,21,2,29,1,53,0
1/10/2010,83,136,76,14,2,20,2,30,1
1/11/2010,85,178,120,37,0,21,1,33,0
1/12/2010,79,189,122,41,0,25,3,53,3
1/13/2010,101,194,106,27,2,18,2,72,0
1/14/2010,82,230,115,30,1,23,0,57,0
1/15/2010,90,198,102,37,0,37,0,64,0
1/16/2010,78,243,98,23,4,24,0,81,0
1/17/2010,76,217,99,35,1,14,0,54,0
1/18/2010,74,222,133,29,4,17,3,39,1
1/19/2010,81,211,129,28,1,36,0,73,2
1/20/2010,111,253,110,24,0,31,1,57,1
1/21/2010,102,191,114,30,1,14,2,63,0
1/22/2010,97,187,124,29,1,29,3,67,2
1/23/2010,78,201,101,29,0,26,1,68,1
1/24/2010,75,184,99,30,2,20,1,46,4
1/25/2010,90,172,145,34,2,27,5,22,0
1/26/2010,88,237,128,40,2,21,2,65,0
1/27/2010,90,209,121,29,5,21,3,69,0
1/28/2010,74,218,107,54,0,18,4,44,0
1/29/2010,81,163,97,32,1,20,3,53,0
1/30/2010,69,198,110,20,0,15,3,71,0
1/31/2010,67,177,97,16,1,17,0,43,0
2/1/2010,96,196,100,27,1,16,1,62,0
2/2/2010,90,236,120,15,2,13,1,94,1
2/3/2010,75,237,109,26,1,25,5,84,0
2/4/2010,97,189,107,25,0,23,2,62,2
2/5/2010,116,168,102,18,2,27,2,71,0
2/6/2010,47,88,38,13,0,16,0,10,0
2/7/2010,51,103,65,10,0,10,1,16,0
2/8/2010,68,173,84,20,1,18,1,28,0
2/9/2010,69,171,81,25,1,18,1,45,1
2/10/2010,33,71,20,6,0,9,0,8,0
2/11/2010,53,107,61,10,0,8,1,20,3
2/12/2010,58,143,57,17,0,12,1,32,1
2/13/2010,77,140,69,14,0,14,3,42,0
2/14/2010,90,158,69,14,1,18,2,21,2
2/15/2010,50,301,65,20,2,14,2,35,1
2/16/2010,70,185,92,21,0,11,5,52,0
2/17/2010,92,180,89,21,2,18,1,63,2
2/18/2010,80,227,105,21,1,19,0,67,0
2/19/2010,100,172,122,20,0,19,1,62,0
2/20/2010,77,254,97,19,2,20,1,83,2
2/21/2010,95,223,93,15,2,15,4,49,1
2/22/2010,104,196,118,30,1,22,4,47,1
2/23/2010,82,162,100,21,0,22,3,48,0
2/24/2010,89,243,108,26,2,18,2,64,0
2/25/2010,58,155,105,19,1,15,0,53,1
2/26/2010,52,140,92,14,1,12,2,53,1
2/27/2010,89,183,86,20,1,23,1,66,0
2/28/2010,72,230,93,12,2,9,0,62,0
3/1/2010,85,204,106,31,0,30,2,30,1
3/2/2010,87,229,118,30,3,16,2,68,1
3/3/2010,96,199,108,26,1,27,4,74,1
3/4/2010,102,213,127,34,2,21,3,80,2
3/5/2010,85,184,100,21,0,28,2,43,0
3/6/2010,93,209,94,28,1,22,3,68,0
3/7/2010,78,211,113,16,2,15,7,36,1
3/8/2010,95,206,104,24,4,20,0,49,0
3/9/2010,118,236,104,14,3,13,2,64,2
3/10/2010,115,259,114,42,3,26,3,96,0
3/11/2010,115,291,108,39,0,22,3,78,2
3/12/2010,94,171,108,24,1,11,1,58,1
3/13/2010,66,167,89,13,1,15,1,62,2
3/14/2010,79,178,86,26,1,15,3,34,1
3/15/2010,82,203,129,24,2,18,7,36,0
3/16/2010,97,237,98,24,2,15,2,77,2
3/17/2010,108,218,100,32,0,13,0,64,2
3/18/2010,107,262,113,18,2,17,3,69,0
3/19/2010,108,213,120,26,0,22,1,60,0
3/20/2010,96,237,106,21,1,16,3,76,0
3/21/2010,100,241,129,21,2,14,6,49,0
3/22/2010,111,181,107,28,0,18,5,35,2
3/23/2010,98,179,126,25,1,10,3,60,2
3/24/2010,128,245,121,33,1,30,4,76,2
3/25/2010,117,228,113,37,1,26,2,66,1
3/26/2010,107,211,136,28,0,17,0,57,3
3/27/2010,87,177,118,17,0,24,1,63,1
3/28/2010,76,192,98,15,0,14,0,47,1
3/29/2010,85,175,130,34,0,25,4,28,0
3/30/2010,84,224,124,39,1,18,3,48,1
3/31/2010,81,339,118,31,1,21,0,70,1
4/1/2010,93,292,151,23,1,29,1,94,0
4/2/2010,100,238,105,23,0,22,3,89,0
4/3/2010,74,223,120,14,1,19,3,71,1
4/4/2010,75,213,83,20,0,17,2,43,0
4/5/2010,96,225,131,33,1,13,1,37,0
4/6/2010,100,256,101,25,1,20,4,55,1
4/7/2010,114,260,119,35,3,28,2,61,2
4/8/2010,130,240,138,27,0,20,3,69,1
4/9/2010,122,188,134,27,1,19,5,48,1
4/10/2010,88,205,115,26,2,15,1,73,0
4/11/2010,92,203,108,10,1,30,2,40,0
4/12/2010,95,199,134,28,1,24,1,30,2
4/13/2010,102,216,125,43,1,19,4,79,0
4/14/2010,108,231,115,31,1,25,0,67,2
4/15/2010,124,286,127,23,2,20,4,57,1
4/16/2010,119,225,139,27,3,27,1,63,1
4/17/2010,89,224,131,17,1,30,2,74,0
4/18/2010,85,228,110,19,0,17,1,49,0
4/19/2010,96,225,148,27,1,20,5,27,1
4/20/2010,107,236,148,27,3,29,7,73,1
4/21/2010,107,254,125,36,1,32,4,72,0
4/22/2010,118,212,116,26,1,22,3,59,1
4/23/2010,96,192,99,29,0,29,0,57,3
4/24/2010,94,211,117,23,4,20,2,74,0
4/25/2010,88,174,94,12,1,21,2,31,0
4/26/2010,99,170,141,42,1,35,3,35,0
4/27/2010,118,221,130,30,2,26,1,63,2
4/28/2010,96,248,134,31,0,28,1,75,2
4/29/2010,123,294,118,46,0,19,4,64,0
4/30/2010,112,197,131,22,0,16,2,76,1
5/1/2010,92,380,147,15,2,17,5,68,1
5/2/2010,116,198,105,23,0,19,4,24,4
5/3/2010,90,236,136,31,1,18,4,17,1
5/4/2010,124,298,158,38,3,28,4,74,0
5/5/2010,115,278,148,26,2,22,3,64,2
5/6/2010,121,292,118,32,2,24,4,68,2
5/7/2010,116,226,158,30,1,24,3,85,0
5/8/2010,106,243,104,27,0,21,1,63,0
5/9/2010,93,187,122,25,2,27,6,33,0
5/10/2010,99,206,146,26,4,24,0,37,2
5/11/2010,98,225,136,36,0,29,1,67,0
5/12/2010,92,211,124,29,1,20,3,67,0
5/13/2010,102,271,149,31,2,21,6,69,0
5/14/2010,113,231,141,24,2,22,0,73,2
5/15/2010,93,248,131,24,3,22,3,65,0
5/16/2010,94,247,131,21,0,29,4,40,1
5/17/2010,111,230,134,49,0,30,4,64,1
5/18/2010,98,185,140,44,1,24,5,48,0
5/19/2010,96,263,157,36,1,27,3,90,0
5/20/2010,95,251,136,16,1,17,5,49,0
5/21/2010,120,232,125,32,1,27,4,82,1
5/22/2010,127,247,122,20,4,33,4,54,0
5/23/2010,103,194,99,23,1,25,2,31,0
5/24/2010,112,190,144,38,2,24,1,22,1
5/25/2010,87,269,137,30,0,25,2,62,0
5/26/2010,109,278,126,46,3,19,2,68,0
5/27/2010,110,247,156,28,4,16,3,68,1
5/28/2010,95,210,181,25,3,23,2,61,2
5/29/2010,85,250,110,23,1,17,2,54,1
5/30/2010,109,264,94,29,2,22,2,49,1
5/31/2010,119,176,103,30,0,13,5,30,2
6/1/2010,110,233,138,41,2,23,4,75,1
6/2/2010,116,283,118,33,6,16,4,67,3
6/3/2010,105,260,114,34,2,22,4,78,1
6/4/2010,97,203,130,40,1,13,3,86,1
6/5/2010,93,237,124,26,0,25,3,59,0
6/6/2010,118,197,110,20,1,23,2,33,1
6/7/2010,104,200,158,41,1,30,3,30,0
6/8/2010,116,276,162,32,4,21,6,54,1
6/9/2010,103,227,148,36,3,22,2,54,2
6/10/2010,108,277,141,34,1,18,1,59,1
6/11/2010,101,246,143,38,0,29,4,84,1
6/12/2010,71,289,131,24,2,15,2,60,1
6/13/2010,80,220,96,29,1,27,5,31,1
6/14/2010,106,234,157,34,0,19,3,33,0
6/15/2010,94,281,150,27,1,17,2,55,1
6/16/2010,91,262,145,24,4,21,2,69,1
6/17/2010,91,291,158,31,0,22,1,57,0
6/18/2010,117,198,151,23,0,22,2,64,0
6/19/2010,101,234,118,26,0,19,3,50,4
6/20/2010,105,201,124,28,0,21,2,28,1
6/21/2010,97,222,162,41,2,20,4,14,0
6/22/2010,101,307,134,41,1,29,4,64,1
6/23/2010,91,318,175,40,1,19,2,56,0
6/24/2010,85,297,140,30,5,22,2,48,3
6/25/2010,86,292,156,29,2,19,3,62,1
6/26/2010,91,258,112,22,2,16,1,48,1
6/27/2010,97,232,134,30,0,21,3,32,2
6/28/2010,94,199,145,44,3,26,3,24,0
6/29/2010,100,323,177,47,1,18,4,53,0
6/30/2010,93,279,149,47,4,21,2,51,0
7/1/2010,83,289,152,31,1,24,4,73,2
7/2/2010,89,237,120,28,0,20,3,78,5
7/3/2010,106,284,122,30,1,17,2,67,1
7/4/2010,103,207,106,25,1,20,1,23,1
7/5/2010,102,173,125,27,0,27,5,30,0
7/6/2010,86,289,132,37,1,28,1,47,0
